測鎢,潠備,�梪�,彶攫歎(啋),
300246.SZ,惘應杻,20110719,11.6887,
300246.SZ,惘應杻,20110720,10.6762,
300246.SZ,惘應杻,20110721,10.6089,
300246.SZ,惘應杻,20110722,10.3908,
300246.SZ,惘應杻,20110725,10.4581,
300246.SZ,惘應杻,20110726,10.0408,
300246.SZ,惘應杻,20110727,10.6897,
300246.SZ,惘應杻,20110728,10.7301,
300246.SZ,惘應杻,20110729,10.5712,
300246.SZ,惘應杻,20110801,11.6294,
300246.SZ,惘應杻,20110802,12.7926,
300246.SZ,惘應杻,20110803,12.378,
300246.SZ,惘應杻,20110804,11.9552,
300246.SZ,惘應杻,20110805,11.4221,
300246.SZ,惘應杻,20110808,10.6628,
300246.SZ,惘應杻,20110809,10.7705,
300246.SZ,惘應杻,20110810,10.5847,
300246.SZ,惘應杻,20110811,11.3225,
300246.SZ,惘應杻,20110812,11.2363,
300246.SZ,惘應杻,20110815,11.5271,
300246.SZ,惘應杻,20110816,11.4329,
300246.SZ,惘應杻,20110817,11.6833,
300246.SZ,惘應杻,20110818,11.309,
300246.SZ,惘應杻,20110819,10.7974,
300246.SZ,惘應杻,20110822,10.9347,
300246.SZ,惘應杻,20110823,12.0279,
300246.SZ,惘應杻,20110824,12.5772,
300246.SZ,惘應杻,20110825,12.7657,
300246.SZ,惘應杻,20110826,12.8169,
300246.SZ,惘應杻,20110829,12.8896,
300246.SZ,惘應杻,20110830,12.2649,
300246.SZ,惘應杻,20110831,12.763,
300246.SZ,惘應杻,20110901,12.3591,
300246.SZ,惘應杻,20110902,12.9784,
300246.SZ,惘應杻,20110905,13.3177,
300246.SZ,惘應杻,20110906,12.5395,
300246.SZ,惘應杻,20110907,13.1615,
300246.SZ,惘應杻,20110908,12.973,
300246.SZ,惘應杻,20110909,12.413,
300246.SZ,惘應杻,20110913,11.1744,
300246.SZ,惘應杻,20110914,11.6186,
300246.SZ,惘應杻,20110915,11.6375,
300246.SZ,惘應杻,20110916,11.0828,
300246.SZ,惘應杻,20110919,10.6843,
300246.SZ,惘應杻,20110920,10.8459,
300246.SZ,惘應杻,20110921,11.1447,
300246.SZ,惘應杻,20110922,10.3343,
300246.SZ,惘應杻,20110923,10.0435,
300246.SZ,惘應杻,20110926,10.0462,
300246.SZ,惘應杻,20110927,10.0031,
300246.SZ,惘應杻,20110928,9.6557,
300246.SZ,惘應杻,20110929,9.1684,
300246.SZ,惘應杻,20110930,9.1549,
300246.SZ,惘應杻,20111010,9.2895,
300246.SZ,惘應杻,20111011,9.4242,
300246.SZ,惘應杻,20111012,9.8173,
300246.SZ,惘應杻,20111013,10.0165,
300246.SZ,惘應杻,20111014,9.8846,
300246.SZ,惘應杻,20111017,10.0435,
300246.SZ,惘應杻,20111018,9.3703,
300246.SZ,惘應杻,20111019,8.9826,
300246.SZ,惘應杻,20111020,8.6541,
300246.SZ,惘應杻,20111021,8.2367,
300246.SZ,惘應杻,20111024,8.2529,
300246.SZ,惘應杻,20111025,8.4198,
300246.SZ,惘應杻,20111026,8.4333,
300246.SZ,惘應杻,20111027,8.3229,
300246.SZ,惘應杻,20111028,8.5948,
300246.SZ,惘應杻,20111031,8.6891,
300246.SZ,惘應杻,20111101,8.9907,
300246.SZ,惘應杻,20111102,9.2599,
300246.SZ,惘應杻,20111103,9.066,
300246.SZ,惘應杻,20111104,8.9395,
300246.SZ,惘應杻,20111107,8.8452,
300246.SZ,惘應杻,20111108,8.5733,
300246.SZ,惘應杻,20111109,8.751,
300246.SZ,惘應杻,20111110,9.1549,
300246.SZ,惘應杻,20111111,9.2491,
300246.SZ,惘應杻,20111114,9.7877,
300246.SZ,惘應杻,20111115,9.6665,
300246.SZ,惘應杻,20111116,9.4026,
300246.SZ,惘應杻,20111117,10.3423,
300246.SZ,惘應杻,20111118,10.5039,
300246.SZ,惘應杻,20111121,10.2185,
300246.SZ,惘應杻,20111122,10.1269,
300246.SZ,惘應杻,20111123,10.3639,
300246.SZ,惘應杻,20111124,10.2696,
300246.SZ,惘應杻,20111125,9.8819,
300246.SZ,惘應杻,20111128,9.9788,
300246.SZ,惘應杻,20111129,10.0273,
300246.SZ,惘應杻,20111130,9.3784,
300246.SZ,惘應杻,20111201,9.6961,
300246.SZ,惘應杻,20111202,9.1576,
300246.SZ,惘應杻,20111205,8.5437,
300246.SZ,惘應杻,20111206,8.7375,
300246.SZ,惘應杻,20111207,8.751,
300246.SZ,惘應杻,20111208,8.8102,
300246.SZ,惘應杻,20111209,8.6271,
300246.SZ,惘應杻,20111212,8.576,
300246.SZ,惘應杻,20111213,8.2152,
300246.SZ,惘應杻,20111214,8.0752,
300246.SZ,惘應杻,20111215,8.1182,
300246.SZ,惘應杻,20111216,8.3687,
300246.SZ,惘應杻,20111219,8.4817,
300246.SZ,惘應杻,20111220,8.4925,
300246.SZ,惘應杻,20111221,8.1398,
300246.SZ,惘應杻,20111222,7.9701,
300246.SZ,惘應杻,20111223,8.0509,
300246.SZ,惘應杻,20111226,8.0132,
300246.SZ,惘應杻,20111227,7.5259,
300246.SZ,惘應杻,20111228,7.4747,
300246.SZ,惘應杻,20111229,7.4316,
300246.SZ,惘應杻,20111230,7.5716,
300246.SZ,惘應杻,20120104,6.9631,
300246.SZ,惘應杻,20120105,6.2738,
300246.SZ,惘應杻,20120106,6.4407,
300246.SZ,惘應杻,20120109,6.7692,
300246.SZ,惘應杻,20120110,6.9981,
300246.SZ,惘應杻,20120111,7.0547,
300246.SZ,惘應杻,20120112,6.9496,
300246.SZ,惘應杻,20120113,6.3815,
300246.SZ,惘應杻,20120116,6.0234,
300246.SZ,惘應杻,20120117,6.4892,
300246.SZ,惘應杻,20120118,6.123,
300246.SZ,惘應杻,20120119,6.7342,
300246.SZ,惘應杻,20120120,6.7396,
300246.SZ,惘應杻,20120130,6.8258,
300246.SZ,惘應杻,20120131,6.7181,
300246.SZ,惘應杻,20120201,6.6615,
300246.SZ,惘應杻,20120202,6.7585,
300246.SZ,惘應杻,20120203,6.9793,
300246.SZ,惘應杻,20120206,7.1058,
300246.SZ,惘應杻,20120207,6.7854,
300246.SZ,惘應杻,20120208,6.9739,
300246.SZ,惘應杻,20120209,7.122,
300246.SZ,惘應杻,20120210,7.1624,
300246.SZ,惘應杻,20120213,7.3508,
300246.SZ,惘應杻,20120214,7.3643,
300246.SZ,惘應杻,20120215,7.4235,
300246.SZ,惘應杻,20120216,7.3751,
300246.SZ,惘應杻,20120217,7.297,
300246.SZ,惘應杻,20120220,7.3401,
300246.SZ,惘應杻,20120221,7.6443,
300246.SZ,惘應杻,20120222,7.8651,
300246.SZ,惘應杻,20120223,7.8544,
300246.SZ,惘應杻,20120224,7.9836,
300246.SZ,惘應杻,20120227,7.9486,
300246.SZ,惘應杻,20120228,7.8732,
300246.SZ,惘應杻,20120229,7.6955,
300246.SZ,惘應杻,20120301,7.7224,
300246.SZ,惘應杻,20120302,7.9594,
300246.SZ,惘應杻,20120305,7.9325,
300246.SZ,惘應杻,20120306,8.1129,
300246.SZ,惘應杻,20120307,8.1129,
300246.SZ,惘應杻,20120308,8.1102,
300246.SZ,惘應杻,20120309,8.4198,
300246.SZ,惘應杻,20120312,8.3767,
300246.SZ,惘應杻,20120313,8.3767,
300246.SZ,惘應杻,20120314,8.6379,
300246.SZ,惘應杻,20120315,8.9395,
300246.SZ,惘應杻,20120316,9.0041,
300246.SZ,惘應杻,20120319,8.9799,
300246.SZ,惘應杻,20120320,8.6837,
300246.SZ,惘應杻,20120321,8.0913,
300246.SZ,惘應杻,20120322,8.0078,
300246.SZ,惘應杻,20120323,7.9325,
300246.SZ,惘應杻,20120326,8.0186,
300246.SZ,惘應杻,20120327,7.9163,
300246.SZ,惘應杻,20120328,7.4639,
300246.SZ,惘應杻,20120329,7.4612,
300246.SZ,惘應杻,20120330,7.3562,
300246.SZ,惘應杻,20120405,7.647,
300246.SZ,惘應杻,20120406,7.7655,
300246.SZ,惘應杻,20120409,7.7413,
300246.SZ,惘應杻,20120410,7.8005,
300246.SZ,惘應杻,20120411,7.8624,
300246.SZ,惘應杻,20120412,8.0078,
300246.SZ,惘應杻,20120413,8.1371,
300246.SZ,惘應杻,20120416,8.2986,
300246.SZ,惘應杻,20120417,8.0509,
300246.SZ,惘應杻,20120418,8.0025,
300246.SZ,惘應杻,20120419,7.9325,
300246.SZ,惘應杻,20120420,8.1021,
300246.SZ,惘應杻,20120423,7.5124,
300246.SZ,惘應杻,20120424,7.4882,
300246.SZ,惘應杻,20120425,7.3885,
300246.SZ,惘應杻,20120426,7.1381,
300246.SZ,惘應杻,20120427,7.3374,
300246.SZ,惘應杻,20120502,7.4451,
300246.SZ,惘應杻,20120503,7.4882,
300246.SZ,惘應杻,20120504,7.709,
300246.SZ,惘應杻,20120507,7.8759,
300246.SZ,惘應杻,20120508,7.7709,
300246.SZ,惘應杻,20120509,7.6524,
300246.SZ,惘應杻,20120510,7.8786,
300246.SZ,惘應杻,20120511,7.849,
300246.SZ,惘應杻,20120514,7.9163,
300246.SZ,惘應杻,20120515,7.849,
300246.SZ,惘應杻,20120516,7.7547,
300246.SZ,惘應杻,20120517,7.7467,
300246.SZ,惘應杻,20120518,7.4478,
300246.SZ,惘應杻,20120521,7.4047,
300246.SZ,惘應杻,20120522,7.5393,
300246.SZ,惘應杻,20120523,7.4639,
300246.SZ,惘應杻,20120524,7.4559,
300246.SZ,惘應杻,20120525,7.2351,
300246.SZ,惘應杻,20120528,7.507,
300246.SZ,惘應杻,20120529,7.5663,
300246.SZ,惘應杻,20120530,7.4801,
300246.SZ,惘應杻,20120531,7.5124,
300246.SZ,惘應杻,20120601,7.604,
300246.SZ,惘應杻,20120604,7.3105,
300246.SZ,惘應杻,20120605,7.2674,
300246.SZ,惘應杻,20120606,7.3158,
300246.SZ,惘應杻,20120607,7.2701,
