旗鷹,酒各,晩豚,辺徒勺(圷),
002517.SZ,磊哂利大,20130425,3.7137,
002517.SZ,磊哂利大,20130426,3.6789,
002517.SZ,磊哂利大,20130502,3.7137,
002517.SZ,磊哂利大,20130503,3.7286,
002517.SZ,磊哂利大,20130506,3.7584,
002517.SZ,磊哂利大,20130507,3.8032,
002517.SZ,磊哂利大,20130508,3.9871,
002517.SZ,磊哂利大,20130509,4.0567,
002517.SZ,磊哂利大,20130510,4.0517,
002517.SZ,磊哂利大,20130513,4.186,
002517.SZ,磊哂利大,20130514,4.181,
002517.SZ,磊哂利大,20130515,4.4743,
002517.SZ,磊哂利大,20130516,4.524,
002517.SZ,磊哂利大,20130517,4.524,
002517.SZ,磊哂利大,20130520,4.6682,
002517.SZ,磊哂利大,20130521,4.867,
002517.SZ,磊哂利大,20130522,4.8422,
002517.SZ,磊哂利大,20130523,4.8372,
002517.SZ,磊哂利大,20130524,4.8074,
002517.SZ,磊哂利大,20130527,5.0808,
002517.SZ,磊哂利大,20130528,5.2648,
002517.SZ,磊哂利大,20130529,5.3542,
002517.SZ,磊哂利大,20130530,5.3194,
002517.SZ,磊哂利大,20130531,5.3145,
002517.SZ,磊哂利大,20130603,5.3095,
002517.SZ,磊哂利大,20130604,5.2051,
002517.SZ,磊哂利大,20130605,5.2101,
002517.SZ,磊哂利大,20130606,5.2051,
002517.SZ,磊哂利大,20130607,5.3592,
002517.SZ,磊哂利大,20130613,5.4437,
002517.SZ,磊哂利大,20130614,5.8066,
002517.SZ,磊哂利大,20130617,5.8216,
002517.SZ,磊哂利大,20130618,5.9657,
002517.SZ,磊哂利大,20130619,5.7917,
002517.SZ,磊哂利大,20130620,5.5581,
002517.SZ,磊哂利大,20130621,5.5581,
002517.SZ,磊哂利大,20130624,5.4636,
002517.SZ,磊哂利大,20130625,5.568,
002517.SZ,磊哂利大,20130626,5.6177,
002517.SZ,磊哂利大,20130627,5.5581,
002517.SZ,磊哂利大,20130628,5.5978,
002517.SZ,磊哂利大,20130701,5.6277,
002517.SZ,磊哂利大,20130702,5.8961,
002517.SZ,磊哂利大,20130703,5.9061,
002517.SZ,磊哂利大,20130704,6.0055,
002517.SZ,磊哂利大,20130705,5.9061,
002517.SZ,磊哂利大,20130708,5.9061,
002517.SZ,磊哂利大,20130709,6.0155,
002517.SZ,磊哂利大,20130710,6.1447,
002517.SZ,磊哂利大,20130711,6.4579,
002517.SZ,磊哂利大,20130712,6.4132,
002517.SZ,磊哂利大,20130715,6.3436,
002517.SZ,磊哂利大,20130716,6.095,
002517.SZ,磊哂利大,20130717,6.09,
002517.SZ,磊哂利大,20130718,5.8414,
002517.SZ,磊哂利大,20130719,5.8514,
002517.SZ,磊哂利大,20130722,5.8663,
002517.SZ,磊哂利大,20130723,5.9657,
002517.SZ,磊哂利大,20130724,5.9608,
002517.SZ,磊哂利大,20130725,6.3237,
002517.SZ,磊哂利大,20130726,6.2789,
002517.SZ,磊哂利大,20130729,6.2292,
002517.SZ,磊哂利大,20130730,6.3386,
002517.SZ,磊哂利大,20130731,6.264,
002517.SZ,磊哂利大,20130801,6.264,
002517.SZ,磊哂利大,20130802,6.264,
002517.SZ,磊哂利大,20130805,6.5623,
002517.SZ,磊哂利大,20130806,6.5424,
002517.SZ,磊哂利大,20130807,6.6965,
002517.SZ,磊哂利大,20130808,6.6369,
002517.SZ,磊哂利大,20130809,6.6568,
002517.SZ,磊哂利大,20130812,6.7463,
002517.SZ,磊哂利大,20130813,6.6767,
002517.SZ,磊哂利大,20130814,6.612,
002517.SZ,磊哂利大,20130815,6.6866,
002517.SZ,磊哂利大,20130816,6.5723,
002517.SZ,磊哂利大,20130819,6.5126,
002517.SZ,磊哂利大,20130820,6.6816,
002517.SZ,磊哂利大,20130821,6.7214,
002517.SZ,磊哂利大,20130822,6.7413,
002517.SZ,磊哂利大,20130823,6.7512,
002517.SZ,磊哂利大,20130826,6.791,
002517.SZ,磊哂利大,20130827,6.8556,
002517.SZ,磊哂利大,20130828,6.7761,
002517.SZ,磊哂利大,20130829,6.7164,
002517.SZ,磊哂利大,20130830,6.8109,
002517.SZ,磊哂利大,20130902,6.8258,
002517.SZ,磊哂利大,20130903,6.6866,
002517.SZ,磊哂利大,20130904,6.7015,
002517.SZ,磊哂利大,20130905,6.6617,
002517.SZ,磊哂利大,20130906,6.8009,
002517.SZ,磊哂利大,20130909,6.8059,
002517.SZ,磊哂利大,20130910,6.786,
002517.SZ,磊哂利大,20130911,6.612,
002517.SZ,磊哂利大,20130912,6.617,
002517.SZ,磊哂利大,20130913,6.6071,
002517.SZ,磊哂利大,20130916,6.5723,
002517.SZ,磊哂利大,20130917,6.5027,
002517.SZ,磊哂利大,20130918,6.5971,
002517.SZ,磊哂利大,20130923,6.5524,
002517.SZ,磊哂利大,20130924,6.5474,
002517.SZ,磊哂利大,20130925,6.3983,
002517.SZ,磊哂利大,20130926,6.274,
002517.SZ,磊哂利大,20130927,6.2839,
002517.SZ,磊哂利大,20130930,6.3883,
002517.SZ,磊哂利大,20131008,6.4281,
002517.SZ,磊哂利大,20131009,6.3088,
002517.SZ,磊哂利大,20131010,6.3635,
002517.SZ,磊哂利大,20131011,6.3088,
002517.SZ,磊哂利大,20131014,6.3336,
002517.SZ,磊哂利大,20131015,6.3386,
002517.SZ,磊哂利大,20131016,6.2541,
002517.SZ,磊哂利大,20131017,6.3585,
002517.SZ,磊哂利大,20131018,6.3336,
002517.SZ,磊哂利大,20131021,6.3535,
002517.SZ,磊哂利大,20131022,6.3386,
002517.SZ,磊哂利大,20131023,6.2491,
002517.SZ,磊哂利大,20131024,6.1696,
002517.SZ,磊哂利大,20131025,6.1149,
002517.SZ,磊哂利大,20131028,6.3237,
002517.SZ,磊哂利大,20131029,6.264,
002517.SZ,磊哂利大,20131030,6.264,
002517.SZ,磊哂利大,20131031,6.2392,
002517.SZ,磊哂利大,20131101,6.2441,
002517.SZ,磊哂利大,20131104,6.269,
002517.SZ,磊哂利大,20131105,6.3237,
002517.SZ,磊哂利大,20131106,6.269,
002517.SZ,磊哂利大,20131107,6.3088,
002517.SZ,磊哂利大,20131108,6.264,
002517.SZ,磊哂利大,20131111,6.2193,
002517.SZ,磊哂利大,20131112,6.2193,
002517.SZ,磊哂利大,20131113,6.2243,
002517.SZ,磊哂利大,20131114,6.2193,
002517.SZ,磊哂利大,20131115,6.269,
002517.SZ,磊哂利大,20131118,6.2143,
002517.SZ,磊哂利大,20131119,6.2093,
002517.SZ,磊哂利大,20131120,6.2541,
002517.SZ,磊哂利大,20131121,6.2541,
002517.SZ,磊哂利大,20131122,6.1696,
002517.SZ,磊哂利大,20131125,6.0453,
002517.SZ,磊哂利大,20131126,6.1049,
002517.SZ,磊哂利大,20131127,6.1099,
002517.SZ,磊哂利大,20131128,6.1646,
002517.SZ,磊哂利大,20131129,6.1298,
002517.SZ,磊哂利大,20131202,5.5183,
002517.SZ,磊哂利大,20131203,4.9665,
002517.SZ,磊哂利大,20131204,4.6234,
002517.SZ,磊哂利大,20131205,4.4146,
002517.SZ,磊哂利大,20131206,4.3997,
002517.SZ,磊哂利大,20131209,4.4146,
002517.SZ,磊哂利大,20131210,4.4594,
002517.SZ,磊哂利大,20131211,4.4345,
002517.SZ,磊哂利大,20131212,4.4246,
002517.SZ,磊哂利大,20131213,4.3948,
002517.SZ,磊哂利大,20131216,4.2208,
002517.SZ,磊哂利大,20131217,4.0617,
002517.SZ,磊哂利大,20131218,3.9821,
002517.SZ,磊哂利大,20131219,4.0318,
002517.SZ,磊哂利大,20131220,4.0666,
002517.SZ,磊哂利大,20131223,4.0269,
002517.SZ,磊哂利大,20131224,4.0766,
002517.SZ,磊哂利大,20131225,4.1164,
002517.SZ,磊哂利大,20131226,4.0169,
002517.SZ,磊哂利大,20131227,4.0269,
002517.SZ,磊哂利大,20131230,4.171,
002517.SZ,磊哂利大,20131231,3.9274,
002517.SZ,磊哂利大,20140102,3.8926,
002517.SZ,磊哂利大,20140103,3.8628,
002517.SZ,磊哂利大,20140106,3.6789,
002517.SZ,磊哂利大,20140107,3.6739,
002517.SZ,磊哂利大,20140108,3.6888,
002517.SZ,磊哂利大,20140109,3.6192,
002517.SZ,磊哂利大,20140110,3.5546,
002517.SZ,磊哂利大,20140113,3.5645,
002517.SZ,磊哂利大,20140114,3.5645,
002517.SZ,磊哂利大,20140115,3.5645,
002517.SZ,磊哂利大,20140116,3.5645,
002517.SZ,磊哂利大,20140117,3.5645,
002517.SZ,磊哂利大,20140120,3.5645,
002517.SZ,磊哂利大,20140121,3.5645,
002517.SZ,磊哂利大,20140122,3.5645,
002517.SZ,磊哂利大,20140123,3.5645,
002517.SZ,磊哂利大,20140124,3.5645,
002517.SZ,磊哂利大,20140127,3.5645,
002517.SZ,磊哂利大,20140128,3.5645,
002517.SZ,磊哂利大,20140129,3.5645,
002517.SZ,磊哂利大,20140130,3.5645,
002517.SZ,磊哂利大,20140207,3.5645,
002517.SZ,磊哂利大,20140210,3.5645,
002517.SZ,磊哂利大,20140211,3.5645,
002517.SZ,磊哂利大,20140212,3.5645,
002517.SZ,磊哂利大,20140213,3.5645,
002517.SZ,磊哂利大,20140214,3.5645,
002517.SZ,磊哂利大,20140217,3.5645,
002517.SZ,磊哂利大,20140218,3.5645,
002517.SZ,磊哂利大,20140219,3.5645,
002517.SZ,磊哂利大,20140220,3.5645,
002517.SZ,磊哂利大,20140221,3.5645,
002517.SZ,磊哂利大,20140224,3.5645,
002517.SZ,磊哂利大,20140225,3.5645,
002517.SZ,磊哂利大,20140226,3.5645,
002517.SZ,磊哂利大,20140227,3.5645,
002517.SZ,磊哂利大,20140228,3.5645,
002517.SZ,磊哂利大,20140303,3.5645,
002517.SZ,磊哂利大,20140304,3.5645,
002517.SZ,磊哂利大,20140305,3.5645,
002517.SZ,磊哂利大,20140306,3.5645,
002517.SZ,磊哂利大,20140307,3.5645,
002517.SZ,磊哂利大,20140310,3.5645,
002517.SZ,磊哂利大,20140311,3.5645,
002517.SZ,磊哂利大,20140312,3.5645,
002517.SZ,磊哂利大,20140313,3.5645,
002517.SZ,磊哂利大,20140314,3.5645,
002517.SZ,磊哂利大,20140317,3.5645,
002517.SZ,磊哂利大,20140318,3.5645,
002517.SZ,磊哂利大,20140319,3.5645,
002517.SZ,磊哂利大,20140320,3.5645,
002517.SZ,磊哂利大,20140321,3.5645,
002517.SZ,磊哂利大,20140324,3.5645,
002517.SZ,磊哂利大,20140325,3.5645,
002517.SZ,磊哂利大,20140326,3.5645,
002517.SZ,磊哂利大,20140327,3.5645,
002517.SZ,磊哂利大,20140328,3.5645,
002517.SZ,磊哂利大,20140331,3.5645,
002517.SZ,磊哂利大,20140401,3.5645,
002517.SZ,磊哂利大,20140402,3.5645,
002517.SZ,磊哂利大,20140403,3.5645,
002517.SZ,磊哂利大,20140404,3.5645,
002517.SZ,磊哂利大,20140408,3.5645,
002517.SZ,磊哂利大,20140409,3.5645,
002517.SZ,磊哂利大,20140410,3.5645,
002517.SZ,磊哂利大,20140411,3.5645,
002517.SZ,磊哂利大,20140414,3.5645,
002517.SZ,磊哂利大,20140415,3.5645,
002517.SZ,磊哂利大,20140416,3.5645,
002517.SZ,磊哂利大,20140417,3.5645,
002517.SZ,磊哂利大,20140418,3.5645,
002517.SZ,磊哂利大,20140421,3.5645,
002517.SZ,磊哂利大,20140422,3.5645,
002517.SZ,磊哂利大,20140423,3.5645,
002517.SZ,磊哂利大,20140424,3.5645,
002517.SZ,磊哂利大,20140425,3.5645,
002517.SZ,磊哂利大,20140428,3.5645,
002517.SZ,磊哂利大,20140429,3.5645,
002517.SZ,磊哂利大,20140430,3.5645,
002517.SZ,磊哂利大,20140505,3.5645,
002517.SZ,磊哂利大,20140506,3.5645,
002517.SZ,磊哂利大,20140507,3.5645,
002517.SZ,磊哂利大,20140508,3.5645,
002517.SZ,磊哂利大,20140509,3.5645,
002517.SZ,磊哂利大,20140512,3.5645,
002517.SZ,磊哂利大,20140513,3.5645,
002517.SZ,磊哂利大,20140514,3.5645,
002517.SZ,磊哂利大,20140515,3.5645,
002517.SZ,磊哂利大,20140516,3.5645,
002517.SZ,磊哂利大,20140519,3.5645,
002517.SZ,磊哂利大,20140520,3.5645,
002517.SZ,磊哂利大,20140521,3.5645,
002517.SZ,磊哂利大,20140522,3.5645,
002517.SZ,磊哂利大,20140523,3.5645,
002517.SZ,磊哂利大,20140526,3.5645,
002517.SZ,磊哂利大,20140527,3.5645,
002517.SZ,磊哂利大,20140528,3.5645,
002517.SZ,磊哂利大,20140529,3.5645,
002517.SZ,磊哂利大,20140530,3.5645,
002517.SZ,磊哂利大,20140603,3.5645,
002517.SZ,磊哂利大,20140604,3.5645,
002517.SZ,磊哂利大,20140605,3.5645,
002517.SZ,磊哂利大,20140606,3.5645,
002517.SZ,磊哂利大,20140609,3.5645,
002517.SZ,磊哂利大,20140610,3.5645,
002517.SZ,磊哂利大,20140611,3.5645,
002517.SZ,磊哂利大,20140612,3.5645,
002517.SZ,磊哂利大,20140613,3.5645,
002517.SZ,磊哂利大,20140616,3.5645,
002517.SZ,磊哂利大,20140617,3.5645,
002517.SZ,磊哂利大,20140618,3.5645,
002517.SZ,磊哂利大,20140619,3.5645,
002517.SZ,磊哂利大,20140620,3.5645,
002517.SZ,磊哂利大,20140623,3.5645,
002517.SZ,磊哂利大,20140624,3.5645,
002517.SZ,磊哂利大,20140625,3.5645,
002517.SZ,磊哂利大,20140626,3.5645,
002517.SZ,磊哂利大,20140627,3.5645,
002517.SZ,磊哂利大,20140630,3.5645,
002517.SZ,磊哂利大,20140701,3.5645,
002517.SZ,磊哂利大,20140702,3.5645,
002517.SZ,磊哂利大,20140703,3.5645,
002517.SZ,磊哂利大,20140704,3.5645,
002517.SZ,磊哂利大,20140707,3.5645,
002517.SZ,磊哂利大,20140708,3.5645,
002517.SZ,磊哂利大,20140709,3.5645,
002517.SZ,磊哂利大,20140710,3.5645,
002517.SZ,磊哂利大,20140711,3.5645,
002517.SZ,磊哂利大,20140714,3.5645,
002517.SZ,磊哂利大,20140715,3.5645,
002517.SZ,磊哂利大,20140716,3.5645,
002517.SZ,磊哂利大,20140717,3.5645,
002517.SZ,磊哂利大,20140718,3.9225,
002517.SZ,磊哂利大,20140721,4.3152,
002517.SZ,磊哂利大,20140722,4.7477,
002517.SZ,磊哂利大,20140723,4.7477,
002517.SZ,磊哂利大,20140724,4.7477,
002517.SZ,磊哂利大,20140725,4.7477,
002517.SZ,磊哂利大,20140728,4.7477,
002517.SZ,磊哂利大,20140729,4.7477,
002517.SZ,磊哂利大,20140730,4.7477,
002517.SZ,磊哂利大,20140731,4.7477,
002517.SZ,磊哂利大,20140801,4.7477,
002517.SZ,磊哂利大,20140804,4.7477,
002517.SZ,磊哂利大,20140805,4.7477,
002517.SZ,磊哂利大,20140806,4.7477,
002517.SZ,磊哂利大,20140807,4.7477,
002517.SZ,磊哂利大,20140808,4.7477,
002517.SZ,磊哂利大,20140811,4.7477,
002517.SZ,磊哂利大,20140812,4.7477,
002517.SZ,磊哂利大,20140813,4.7477,
002517.SZ,磊哂利大,20140814,4.7477,
002517.SZ,磊哂利大,20140815,4.7477,
002517.SZ,磊哂利大,20140818,4.7477,
002517.SZ,磊哂利大,20140819,4.7477,
002517.SZ,磊哂利大,20140820,4.7477,
002517.SZ,磊哂利大,20140821,4.7477,
002517.SZ,磊哂利大,20140822,4.7477,
002517.SZ,磊哂利大,20140825,4.7477,
002517.SZ,磊哂利大,20140826,4.7477,
002517.SZ,磊哂利大,20140827,4.7477,
002517.SZ,磊哂利大,20140828,4.7477,
002517.SZ,磊哂利大,20140829,4.7477,
002517.SZ,磊哂利大,20140901,4.7477,
002517.SZ,磊哂利大,20140902,4.7477,
002517.SZ,磊哂利大,20140903,4.7477,
002517.SZ,磊哂利大,20140904,4.7477,
002517.SZ,磊哂利大,20140905,4.7477,
002517.SZ,磊哂利大,20140909,4.7477,
002517.SZ,磊哂利大,20140910,4.7477,
002517.SZ,磊哂利大,20140911,5.225,
002517.SZ,磊哂利大,20140912,5.747,
002517.SZ,磊哂利大,20140915,6.3237,
002517.SZ,磊哂利大,20140916,6.9551,
002517.SZ,磊哂利大,20140917,6.9103,
002517.SZ,磊哂利大,20140918,7.0595,
002517.SZ,磊哂利大,20140919,6.9103,
002517.SZ,磊哂利大,20140922,7.0545,
002517.SZ,磊哂利大,20140923,6.9551,
002517.SZ,磊哂利大,20140924,6.97,
002517.SZ,磊哂利大,20140925,7.666,
002517.SZ,磊哂利大,20140926,6.9004,
002517.SZ,磊哂利大,20140929,6.5872,
002517.SZ,磊哂利大,20140930,6.5872,
002517.SZ,磊哂利大,20141008,6.6667,
002517.SZ,磊哂利大,20141009,6.8009,
002517.SZ,磊哂利大,20141010,6.622,
002517.SZ,磊哂利大,20141013,6.5723,
002517.SZ,磊哂利大,20141014,6.6916,
002517.SZ,磊哂利大,20141015,6.5623,
002517.SZ,磊哂利大,20141016,6.264,
002517.SZ,磊哂利大,20141017,6.2044,
002517.SZ,磊哂利大,20141020,6.3386,
002517.SZ,磊哂利大,20141021,6.2491,
002517.SZ,磊哂利大,20141022,6.1,
002517.SZ,磊哂利大,20141023,6.0552,
002517.SZ,磊哂利大,20141024,6.1447,
002517.SZ,磊哂利大,20141027,6.2143,
002517.SZ,磊哂利大,20141028,6.3933,
002517.SZ,磊哂利大,20141029,6.5027,
002517.SZ,磊哂利大,20141030,6.4331,
002517.SZ,磊哂利大,20141031,6.4331,
002517.SZ,磊哂利大,20141103,6.4082,
002517.SZ,磊哂利大,20141104,6.3784,
002517.SZ,磊哂利大,20141105,6.5076,
002517.SZ,磊哂利大,20141106,6.5573,
002517.SZ,磊哂利大,20141107,6.5623,
002517.SZ,磊哂利大,20141110,6.7363,
002517.SZ,磊哂利大,20141111,6.965,
002517.SZ,磊哂利大,20141112,7.661,
002517.SZ,磊哂利大,20141113,7.1042,
002517.SZ,磊哂利大,20141114,6.5623,
002517.SZ,磊哂利大,20141117,6.5822,
002517.SZ,磊哂利大,20141118,6.5623,
002517.SZ,磊哂利大,20141119,6.7811,
002517.SZ,磊哂利大,20141120,6.9501,
002517.SZ,磊哂利大,20141121,7.2832,
002517.SZ,磊哂利大,20141124,7.1639,
002517.SZ,磊哂利大,20141125,7.1489,
002517.SZ,磊哂利大,20141126,7.0843,
002517.SZ,磊哂利大,20141127,7.2136,
002517.SZ,磊哂利大,20141128,7.1042,
002517.SZ,磊哂利大,20141201,7.5069,
002517.SZ,磊哂利大,20141202,7.5616,
002517.SZ,磊哂利大,20141203,8.2128,
002517.SZ,磊哂利大,20141204,8.004,
002517.SZ,磊哂利大,20141205,7.661,
002517.SZ,磊哂利大,20141208,7.4472,
002517.SZ,磊哂利大,20141209,7.5069,
002517.SZ,磊哂利大,20141210,7.9394,
002517.SZ,磊哂利大,20141211,7.9792,
002517.SZ,磊哂利大,20141212,8.352,
002517.SZ,磊哂利大,20141215,8.0836,
002517.SZ,磊哂利大,20141216,8.0637,
002517.SZ,磊哂利大,20141217,7.8847,
002517.SZ,磊哂利大,20141218,7.9245,
002517.SZ,磊哂利大,20141219,7.7057,
002517.SZ,磊哂利大,20141222,6.9948,
002517.SZ,磊哂利大,20141223,6.6717,
002517.SZ,磊哂利大,20141224,6.8009,
002517.SZ,磊哂利大,20141225,7.482,
002517.SZ,磊哂利大,20141226,7.482,
002517.SZ,磊哂利大,20141229,7.3428,
002517.SZ,磊哂利大,20141230,7.2583,
002517.SZ,磊哂利大,20141231,7.1639,
002517.SZ,磊哂利大,20150105,7.1639,
002517.SZ,磊哂利大,20150106,7.1639,
002517.SZ,磊哂利大,20150107,7.1639,
002517.SZ,磊哂利大,20150108,7.1639,
002517.SZ,磊哂利大,20150109,7.1639,
002517.SZ,磊哂利大,20150112,7.1639,
002517.SZ,磊哂利大,20150113,7.1639,
002517.SZ,磊哂利大,20150114,7.1639,
002517.SZ,磊哂利大,20150115,7.1639,
002517.SZ,磊哂利大,20150116,7.1639,
002517.SZ,磊哂利大,20150119,7.1639,
002517.SZ,磊哂利大,20150120,7.1639,
002517.SZ,磊哂利大,20150121,7.1639,
002517.SZ,磊哂利大,20150122,7.1639,
002517.SZ,磊哂利大,20150123,7.1639,
002517.SZ,磊哂利大,20150126,7.1639,
002517.SZ,磊哂利大,20150127,7.1639,
002517.SZ,磊哂利大,20150128,7.1639,
002517.SZ,磊哂利大,20150129,7.1639,
002517.SZ,磊哂利大,20150130,7.1639,
002517.SZ,磊哂利大,20150202,7.1639,
002517.SZ,磊哂利大,20150203,7.1639,
002517.SZ,磊哂利大,20150204,7.1639,
002517.SZ,磊哂利大,20150205,7.1639,
002517.SZ,磊哂利大,20150206,7.1639,
002517.SZ,磊哂利大,20150209,7.1639,
002517.SZ,磊哂利大,20150210,7.1639,
002517.SZ,磊哂利大,20150211,7.1639,
002517.SZ,磊哂利大,20150212,7.1639,
002517.SZ,磊哂利大,20150213,7.1639,
002517.SZ,磊哂利大,20150216,7.1639,
002517.SZ,磊哂利大,20150217,7.1639,
002517.SZ,磊哂利大,20150225,7.1639,
002517.SZ,磊哂利大,20150226,7.1639,
002517.SZ,磊哂利大,20150227,7.1639,
002517.SZ,磊哂利大,20150302,7.1639,
002517.SZ,磊哂利大,20150303,7.1639,
002517.SZ,磊哂利大,20150304,7.1639,
002517.SZ,磊哂利大,20150305,7.1639,
002517.SZ,磊哂利大,20150306,7.1639,
002517.SZ,磊哂利大,20150309,7.1639,
002517.SZ,磊哂利大,20150310,7.1639,
002517.SZ,磊哂利大,20150311,7.1639,
002517.SZ,磊哂利大,20150312,7.1639,
002517.SZ,磊哂利大,20150313,7.1639,
002517.SZ,磊哂利大,20150316,7.1639,
002517.SZ,磊哂利大,20150317,7.1639,
002517.SZ,磊哂利大,20150318,7.1639,
002517.SZ,磊哂利大,20150319,7.1639,
002517.SZ,磊哂利大,20150320,7.1639,
002517.SZ,磊哂利大,20150323,7.1639,
002517.SZ,磊哂利大,20150324,7.1639,
002517.SZ,磊哂利大,20150325,7.1639,
002517.SZ,磊哂利大,20150326,7.1639,
002517.SZ,磊哂利大,20150327,7.1639,
002517.SZ,磊哂利大,20150330,7.1639,
002517.SZ,磊哂利大,20150331,7.1639,
002517.SZ,磊哂利大,20150401,7.1639,
002517.SZ,磊哂利大,20150402,7.1639,
002517.SZ,磊哂利大,20150403,7.1639,
002517.SZ,磊哂利大,20150407,7.1639,
002517.SZ,磊哂利大,20150408,7.1639,
002517.SZ,磊哂利大,20150409,7.1639,
002517.SZ,磊哂利大,20150410,7.1639,
002517.SZ,磊哂利大,20150413,7.1639,
002517.SZ,磊哂利大,20150414,7.1639,
002517.SZ,磊哂利大,20150415,7.1639,
002517.SZ,磊哂利大,20150416,7.1639,
002517.SZ,磊哂利大,20150417,7.8797,
002517.SZ,磊哂利大,20150420,8.6702,
002517.SZ,磊哂利大,20150421,9.5352,
002517.SZ,磊哂利大,20150422,10.4898,
002517.SZ,磊哂利大,20150423,11.5387,
002517.SZ,磊哂利大,20150424,12.6921,
002517.SZ,磊哂利大,20150427,13.9598,
002517.SZ,磊哂利大,20150428,15.3568,
002517.SZ,磊哂利大,20150429,16.893,
002517.SZ,磊哂利大,20150430,18.5833,
002517.SZ,磊哂利大,20150504,20.4426,
002517.SZ,磊哂利大,20150505,22.4859,
002517.SZ,磊哂利大,20150506,21.4418,
002517.SZ,磊哂利大,20150507,22.3715,
002517.SZ,磊哂利大,20150508,24.6087,
002517.SZ,磊哂利大,20150511,27.0695,
002517.SZ,磊哂利大,20150512,28.387,
002517.SZ,磊哂利大,20150513,27.2435,
002517.SZ,磊哂利大,20150514,29.9033,
002517.SZ,磊哂利大,20150515,28.198,
002517.SZ,磊哂利大,20150518,25.3792,
002517.SZ,磊哂利大,20150519,25.3792,
002517.SZ,磊哂利大,20150520,25.3792,
002517.SZ,磊哂利大,20150521,27.9196,
002517.SZ,磊哂利大,20150522,30.7136,
002517.SZ,磊哂利大,20150525,29.431,
002517.SZ,磊哂利大,20150526,30.0673,
002517.SZ,磊哂利大,20150527,29.9778,
002517.SZ,磊哂利大,20150528,26.98,
002517.SZ,磊哂利大,20150529,28.6355,
002517.SZ,磊哂利大,20150601,29.9281,
002517.SZ,磊哂利大,20150602,30.4004,
002517.SZ,磊哂利大,20150603,29.6298,
002517.SZ,磊哂利大,20150604,27.9892,
002517.SZ,磊哂利大,20150605,28.4218,
002517.SZ,磊哂利大,20150608,26.7762,
002517.SZ,磊哂利大,20150609,25.4588,
002517.SZ,磊哂利大,20150610,28.0042,
002517.SZ,磊哂利大,20150611,30.8031,
002517.SZ,磊哂利大,20150612,33.1098,
002517.SZ,磊哂利大,20150615,31.8819,
002517.SZ,磊哂利大,20150616,29.8784,
002517.SZ,磊哂利大,20150617,30.7235,
002517.SZ,磊哂利大,20150618,28.2428,
002517.SZ,磊哂利大,20150619,26.6768,
002517.SZ,磊哂利大,20150623,24.4595,
002517.SZ,磊哂利大,20150624,24.4645,
002517.SZ,磊哂利大,20150625,24.4595,
002517.SZ,磊哂利大,20150626,22.0136,
002517.SZ,磊哂利大,20150629,19.8112,
002517.SZ,磊哂利大,20150630,21.1187,
002517.SZ,磊哂利大,20150701,19.3886,
002517.SZ,磊哂利大,20150702,17.4498,
002517.SZ,磊哂利大,20150703,15.7048,
002517.SZ,磊哂利大,20150706,14.1338,
002517.SZ,磊哂利大,20150707,12.7219,
002517.SZ,磊哂利大,20150708,11.4492,
002517.SZ,磊哂利大,20150709,12.5927,
002517.SZ,磊哂利大,20150710,13.8505,
002517.SZ,磊哂利大,20150713,15.2375,
002517.SZ,磊哂利大,20150714,16.7637,
002517.SZ,磊哂利大,20150715,15.8092,
002517.SZ,磊哂利大,20150716,17.3901,
002517.SZ,磊哂利大,20150717,19.1301,
002517.SZ,磊哂利大,20150720,20.4724,
002517.SZ,磊哂利大,20150721,20.0846,
002517.SZ,磊哂利大,20150722,20.7309,
002517.SZ,磊哂利大,20150723,20.9546,
002517.SZ,磊哂利大,20150724,20.4824,
002517.SZ,磊哂利大,20150727,18.4341,
002517.SZ,磊哂利大,20150728,16.8085,
002517.SZ,磊哂利大,20150729,17.7431,
002517.SZ,磊哂利大,20150730,17.3056,
002517.SZ,磊哂利大,20150731,16.5599,
002517.SZ,磊哂利大,20150803,14.9939,
002517.SZ,磊哂利大,20150804,16.2367,
002517.SZ,磊哂利大,20150805,15.3121,
002517.SZ,磊哂利大,20150806,15.0287,
002517.SZ,磊哂利大,20150807,16.5301,
002517.SZ,磊哂利大,20150810,18.1856,
002517.SZ,磊哂利大,20150811,20.0051,
002517.SZ,磊哂利大,20150812,21.0789,
002517.SZ,磊哂利大,20150813,21.3424,
002517.SZ,磊哂利大,20150814,22.3367,
002517.SZ,磊哂利大,20150817,23.2415,
002517.SZ,磊哂利大,20150818,20.9198,
002517.SZ,磊哂利大,20150819,22.1428,
002517.SZ,磊哂利大,20150820,21.2828,
002517.SZ,磊哂利大,20150821,19.1948,
002517.SZ,磊哂利大,20150824,17.2758,
002517.SZ,磊哂利大,20150825,15.6352,
002517.SZ,磊哂利大,20150826,17.2012,
002517.SZ,磊哂利大,20150827,17.8922,
002517.SZ,磊哂利大,20150828,19.677,
002517.SZ,磊哂利大,20150831,18.8915,
002517.SZ,磊哂利大,20150901,17.0023,
002517.SZ,磊哂利大,20150902,15.3071,
002517.SZ,磊哂利大,20150907,14.3178,
002517.SZ,磊哂利大,20150908,15.7495,
002517.SZ,磊哂利大,20150909,17.3255,
002517.SZ,磊哂利大,20150910,17.3255,
002517.SZ,磊哂利大,20150911,17.3255,
002517.SZ,磊哂利大,20150914,17.3255,
002517.SZ,磊哂利大,20150915,17.3255,
002517.SZ,磊哂利大,20150916,17.3255,
