´úÂë,¼ò³Æ,ÈÕÆÚ,ÊÕÅÌ¼Û(Ôª),
601099.SH,Ì«Æ½Ñó,20071228,14.7528,
601099.SH,Ì«Æ½Ñó,20080102,14.137,
601099.SH,Ì«Æ½Ñó,20080103,13.8097,
601099.SH,Ì«Æ½Ñó,20080104,15.1892,
601099.SH,Ì«Æ½Ñó,20080107,16.2345,
601099.SH,Ì«Æ½Ñó,20080108,16.0022,
601099.SH,Ì«Æ½Ñó,20080109,15.9987,
601099.SH,Ì«Æ½Ñó,20080110,15.7453,
601099.SH,Ì«Æ½Ñó,20080111,15.3898,
601099.SH,Ì«Æ½Ñó,20080114,15.4989,
601099.SH,Ì«Æ½Ñó,20080115,15.0133,
601099.SH,Ì«Æ½Ñó,20080116,14.3481,
601099.SH,Ì«Æ½Ñó,20080117,14.7775,
601099.SH,Ì«Æ½Ñó,20080118,14.781,
601099.SH,Ì«Æ½Ñó,20080121,13.7991,
601099.SH,Ì«Æ½Ñó,20080122,12.4196,
601099.SH,Ì«Æ½Ñó,20080123,12.6694,
601099.SH,Ì«Æ½Ñó,20080124,12.3562,
601099.SH,Ì«Æ½Ñó,20080125,13.5915,
601099.SH,Ì«Æ½Ñó,20080128,12.2999,
601099.SH,Ì«Æ½Ñó,20080129,12.7469,
601099.SH,Ì«Æ½Ñó,20080130,12.5568,
601099.SH,Ì«Æ½Ñó,20080131,12.6096,
601099.SH,Ì«Æ½Ñó,20080201,11.7016,
601099.SH,Ì«Æ½Ñó,20080204,12.7081,
601099.SH,Ì«Æ½Ñó,20080205,12.3034,
601099.SH,Ì«Æ½Ñó,20080213,12.2295,
601099.SH,Ì«Æ½Ñó,20080214,12.3703,
601099.SH,Ì«Æ½Ñó,20080215,12.0324,
601099.SH,Ì«Æ½Ñó,20080218,12.1767,
601099.SH,Ì«Æ½Ñó,20080219,12.5498,
601099.SH,Ì«Æ½Ñó,20080220,12.1239,
601099.SH,Ì«Æ½Ñó,20080221,11.8354,
601099.SH,Ì«Æ½Ñó,20080222,11.2828,
601099.SH,Ì«Æ½Ñó,20080225,10.4382,
601099.SH,Ì«Æ½Ñó,20080226,10.6494,
601099.SH,Ì«Æ½Ñó,20080227,11.1737,
601099.SH,Ì«Æ½Ñó,20080228,10.8605,
601099.SH,Ì«Æ½Ñó,20080229,10.8711,
601099.SH,Ì«Æ½Ñó,20080303,11.0541,
601099.SH,Ì«Æ½Ñó,20080304,10.5579,
601099.SH,Ì«Æ½Ñó,20080305,10.3995,
601099.SH,Ì«Æ½Ñó,20080306,10.7761,
601099.SH,Ì«Æ½Ñó,20080307,10.4875,
601099.SH,Ì«Æ½Ñó,20080310,10.3573,
601099.SH,Ì«Æ½Ñó,20080311,10.308,
601099.SH,Ì«Æ½Ñó,20080312,9.5654,
601099.SH,Ì«Æ½Ñó,20080313,8.8932,
601099.SH,Ì«Æ½Ñó,20080314,9.0023,
601099.SH,Ì«Æ½Ñó,20080317,8.6434,
601099.SH,Ì«Æ½Ñó,20080318,7.7776,
601099.SH,Ì«Æ½Ñó,20080319,7.9465,
601099.SH,Ì«Æ½Ñó,20080320,7.9536,
601099.SH,Ì«Æ½Ñó,20080321,8.1753,
601099.SH,Ì«Æ½Ñó,20080324,7.6052,
601099.SH,Ì«Æ½Ñó,20080325,7.4961,
601099.SH,Ì«Æ½Ñó,20080326,7.5383,
601099.SH,Ì«Æ½Ñó,20080327,7.5383,
601099.SH,Ì«Æ½Ñó,20080328,7.6193,
601099.SH,Ì«Æ½Ñó,20080331,6.9576,
601099.SH,Ì«Æ½Ñó,20080401,6.2608,
