╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
300253.SZ,нюдЧ╫║©╣,20110818,1.5938,
300253.SZ,нюдЧ╫║©╣,20110819,1.4343,
300253.SZ,нюдЧ╫║©╣,20110822,1.4651,
300253.SZ,нюдЧ╫║©╣,20110823,1.5385,
300253.SZ,нюдЧ╫║©╣,20110824,1.4929,
300253.SZ,нюдЧ╫║©╣,20110825,1.5281,
300253.SZ,нюдЧ╫║©╣,20110826,1.5952,
300253.SZ,нюдЧ╫║©╣,20110829,1.593,
300253.SZ,нюдЧ╫║©╣,20110830,1.524,
300253.SZ,нюдЧ╫║©╣,20110831,1.5248,
300253.SZ,нюдЧ╫║©╣,20110901,1.4702,
300253.SZ,нюдЧ╫║©╣,20110902,1.5722,
300253.SZ,нюдЧ╫║©╣,20110905,1.5311,
300253.SZ,нюдЧ╫║©╣,20110906,1.3812,
300253.SZ,нюдЧ╫║©╣,20110907,1.4213,
300253.SZ,нюдЧ╫║©╣,20110908,1.3905,
300253.SZ,нюдЧ╫║©╣,20110909,1.3586,
300253.SZ,нюдЧ╫║©╣,20110913,1.27,
300253.SZ,нюдЧ╫║©╣,20110914,1.3033,
300253.SZ,нюдЧ╫║©╣,20110915,1.29,
300253.SZ,нюдЧ╫║©╣,20110916,1.2314,
300253.SZ,нюдЧ╫║©╣,20110919,1.1683,
300253.SZ,нюдЧ╫║©╣,20110920,1.1687,
300253.SZ,нюдЧ╫║©╣,20110921,1.2128,
300253.SZ,нюдЧ╫║©╣,20110922,1.1802,
300253.SZ,нюдЧ╫║©╣,20110923,1.1917,
300253.SZ,нюдЧ╫║©╣,20110926,1.1713,
300253.SZ,нюдЧ╫║©╣,20110927,1.1624,
300253.SZ,нюдЧ╫║©╣,20110928,1.1101,
300253.SZ,нюдЧ╫║©╣,20110929,1.0652,
300253.SZ,нюдЧ╫║©╣,20110930,1.0752,
300253.SZ,нюдЧ╫║©╣,20111010,1.0734,
300253.SZ,нюдЧ╫║©╣,20111011,1.0856,
300253.SZ,нюдЧ╫║©╣,20111012,1.1554,
300253.SZ,нюдЧ╫║©╣,20111013,1.1887,
300253.SZ,нюдЧ╫║©╣,20111014,1.195,
