ДњТы,МђГЦ,ШеЦк,ЪеХЬМл(дЊ),
002287.SZ,Цце§ВивЉ,20100114,22.9864,
002287.SZ,Цце§ВивЉ,20100115,22.708,
002287.SZ,Цце§ВивЉ,20100118,22.9325,
002287.SZ,Цце§ВивЉ,20100119,22.3846,
002287.SZ,Цце§ВивЉ,20100120,21.4863,
002287.SZ,Цце§ВивЉ,20100121,21.666,
002287.SZ,Цце§ВивЉ,20100122,20.9743,
002287.SZ,Цце§ВивЉ,20100125,20.8037,
002287.SZ,Цце§ВивЉ,20100126,20.139,
002287.SZ,Цце§ВивЉ,20100127,19.7976,
002287.SZ,Цце§ВивЉ,20100128,19.8695,
002287.SZ,Цце§ВивЉ,20100129,20.103,
002287.SZ,Цце§ВивЉ,20100201,19.3485,
002287.SZ,Цце§ВивЉ,20100202,19.1509,
002287.SZ,Цце§ВивЉ,20100203,20.8396,
002287.SZ,Цце§ВивЉ,20100204,22.8248,
002287.SZ,Цце§ВивЉ,20100205,21.7109,
002287.SZ,Цце§ВивЉ,20100208,20.7228,
002287.SZ,Цце§ВивЉ,20100209,20.3276,
002287.SZ,Цце§ВивЉ,20100210,20.5252,
002287.SZ,Цце§ВивЉ,20100211,20.0402,
002287.SZ,Цце§ВивЉ,20100212,20.3276,
002287.SZ,Цце§ВивЉ,20100222,21.0552,
002287.SZ,Цце§ВивЉ,20100223,20.9384,
002287.SZ,Цце§ВивЉ,20100224,21.2797,
002287.SZ,Цце§ВивЉ,20100225,21.8816,
002287.SZ,Цце§ВивЉ,20100226,21.4863,
002287.SZ,Цце§ВивЉ,20100301,21.657,
002287.SZ,Цце§ВивЉ,20100302,21.2438,
002287.SZ,Цце§ВивЉ,20100303,21.4684,
002287.SZ,Цце§ВивЉ,20100304,20.7947,
002287.SZ,Цце§ВивЉ,20100305,20.8037,
002287.SZ,Цце§ВивЉ,20100308,21.0462,
002287.SZ,Цце§ВивЉ,20100309,21.3157,
002287.SZ,Цце§ВивЉ,20100310,21.9624,
002287.SZ,Цце§ВивЉ,20100311,21.8995,
002287.SZ,Цце§ВивЉ,20100312,21.172,
002287.SZ,Цце§ВивЉ,20100315,20.5342,
002287.SZ,Цце§ВивЉ,20100316,20.7767,
002287.SZ,Цце§ВивЉ,20100317,21.0282,
002287.SZ,Цце§ВивЉ,20100318,21.1001,
002287.SZ,Цце§ВивЉ,20100319,21.2348,
002287.SZ,Цце§ВивЉ,20100322,21.2797,
002287.SZ,Цце§ВивЉ,20100323,20.9833,
002287.SZ,Цце§ВивЉ,20100324,21.4684,
002287.SZ,Цце§ВивЉ,20100325,21.675,
002287.SZ,Цце§ВивЉ,20100326,21.8187,
002287.SZ,Цце§ВивЉ,20100329,21.5582,
002287.SZ,Цце§ВивЉ,20100330,21.6391,
002287.SZ,Цце§ВивЉ,20100331,21.8277,
002287.SZ,Цце§ВивЉ,20100401,22.0972,
002287.SZ,Цце§ВивЉ,20100402,21.7289,
002287.SZ,Цце§ВивЉ,20100406,22.0792,
002287.SZ,Цце§ВивЉ,20100407,23.1122,
002287.SZ,Цце§ВивЉ,20100408,23.1212,
002287.SZ,Цце§ВивЉ,20100409,22.8607,
002287.SZ,Цце§ВивЉ,20100412,23.0673,
002287.SZ,Цце§ВивЉ,20100413,23.4446,
002287.SZ,Цце§ВивЉ,20100414,23.238,
002287.SZ,Цце§ВивЉ,20100415,22.2229,
002287.SZ,Цце§ВивЉ,20100416,22.2768,
002287.SZ,Цце§ВивЉ,20100419,21.4684,
002287.SZ,Цце§ВивЉ,20100420,21.7648,
002287.SZ,Цце§ВивЉ,20100421,22.2768,
002287.SZ,Цце§ВивЉ,20100422,22.4116,
002287.SZ,Цце§ВивЉ,20100423,21.7648,
002287.SZ,Цце§ВивЉ,20100426,22.0253,
002287.SZ,Цце§ВивЉ,20100427,21.4684,
002287.SZ,Цце§ВивЉ,20100428,21.0911,
002287.SZ,Цце§ВивЉ,20100429,20.2557,
002287.SZ,Цце§ВивЉ,20100430,19.7527,
002287.SZ,Цце§ВивЉ,20100504,19.9413,
002287.SZ,Цце§ВивЉ,20100505,20.2827,
002287.SZ,Цце§ВивЉ,20100506,19.9952,
002287.SZ,Цце§ВивЉ,20100507,19.7707,
002287.SZ,Цце§ВивЉ,20100510,19.4204,
002287.SZ,Цце§ВивЉ,20100511,18.8814,
002287.SZ,Цце§ВивЉ,20100512,18.8814,
002287.SZ,Цце§ВивЉ,20100513,18.7107,
002287.SZ,Цце§ВивЉ,20100514,18.8904,
002287.SZ,Цце§ВивЉ,20100517,17.3364,
002287.SZ,Цце§ВивЉ,20100518,17.2825,
002287.SZ,Цце§ВивЉ,20100519,17.1567,
002287.SZ,Цце§ВивЉ,20100520,16.9052,
002287.SZ,Цце§ВивЉ,20100521,17.8753,
002287.SZ,Цце§ВивЉ,20100524,18.6838,
002287.SZ,Цце§ВивЉ,20100525,18.3424,
002287.SZ,Цце§ВивЉ,20100526,18.3245,
002287.SZ,Цце§ВивЉ,20100527,18.594,
002287.SZ,Цце§ВивЉ,20100528,18.6748,
002287.SZ,Цце§ВивЉ,20100531,18.567,
002287.SZ,Цце§ВивЉ,20100601,17.5969,
002287.SZ,Цце§ВивЉ,20100602,17.7406,
002287.SZ,Цце§ВивЉ,20100603,17.6149,
002287.SZ,Цце§ВивЉ,20100604,17.8484,
002287.SZ,Цце§ВивЉ,20100607,17.6687,
002287.SZ,Цце§ВивЉ,20100608,18.1897,
002287.SZ,Цце§ВивЉ,20100609,18.4592,
002287.SZ,Цце§ВивЉ,20100610,18.6389,
002287.SZ,Цце§ВивЉ,20100611,18.549,
002287.SZ,Цце§ВивЉ,20100617,18.1089,
002287.SZ,Цце§ВивЉ,20100618,17.1657,
002287.SZ,Цце§ВивЉ,20100621,17.543,
002287.SZ,Цце§ВивЉ,20100622,17.6508,
002287.SZ,Цце§ВивЉ,20100623,18.073,
002287.SZ,Цце§ВивЉ,20100624,17.7902,
002287.SZ,Цце§ВивЉ,20100625,17.6168,
002287.SZ,Цце§ВивЉ,20100628,17.5165,
002287.SZ,Цце§ВивЉ,20100629,16.6406,
002287.SZ,Цце§ВивЉ,20100630,16.7866,
002287.SZ,Цце§ВивЉ,20100701,16.5768,
002287.SZ,Цце§ВивЉ,20100702,16.6041,
002287.SZ,Цце§ВивЉ,20100705,16.5129,
002287.SZ,Цце§ВивЉ,20100706,16.8596,
002287.SZ,Цце§ВивЉ,20100707,17.1607,
002287.SZ,Цце§ВивЉ,20100708,17.0694,
002287.SZ,Цце§ВивЉ,20100709,17.3431,
002287.SZ,Цце§ВивЉ,20100712,17.4526,
002287.SZ,Цце§ВивЉ,20100713,16.9964,
002287.SZ,Цце§ВивЉ,20100714,17.0603,
002287.SZ,Цце§ВивЉ,20100715,17.1515,
002287.SZ,Цце§ВивЉ,20100716,17.0329,
002287.SZ,Цце§ВивЉ,20100719,17.3066,
002287.SZ,Цце§ВивЉ,20100720,17.6807,
002287.SZ,Цце§ВивЉ,20100721,17.7354,
002287.SZ,Цце§ВивЉ,20100722,17.927,
002287.SZ,Цце§ВивЉ,20100723,17.8905,
002287.SZ,Цце§ВивЉ,20100726,17.9544,
002287.SZ,Цце§ВивЉ,20100727,17.9635,
002287.SZ,Цце§ВивЉ,20100728,18.2828,
002287.SZ,Цце§ВивЉ,20100729,18.2007,
002287.SZ,Цце§ВивЉ,20100730,18.073,
002287.SZ,Цце§ВивЉ,20100802,18.4014,
002287.SZ,Цце§ВивЉ,20100803,18.0638,
002287.SZ,Цце§ВивЉ,20100804,18.2554,
002287.SZ,Цце§ВивЉ,20100805,18.4288,
002287.SZ,Цце§ВивЉ,20100806,18.9123,
002287.SZ,Цце§ВивЉ,20100809,18.9762,
002287.SZ,Цце§ВивЉ,20100810,19.3137,
002287.SZ,Цце§ВивЉ,20100811,20.2443,
002287.SZ,Цце§ВивЉ,20100812,20.0527,
002287.SZ,Цце§ВивЉ,20100813,20.2352,
002287.SZ,Цце§ВивЉ,20100816,20.4632,
002287.SZ,Цце§ВивЉ,20100817,20.1713,
002287.SZ,Цце§ВивЉ,20100818,20.0071,
002287.SZ,Цце§ВивЉ,20100819,19.9797,
002287.SZ,Цце§ВивЉ,20100820,19.2316,
002287.SZ,Цце§ВивЉ,20100823,19.2042,
002287.SZ,Цце§ВивЉ,20100824,19.5053,
002287.SZ,Цце§ВивЉ,20100825,18.9762,
002287.SZ,Цце§ВивЉ,20100826,19.1586,
002287.SZ,Цце§ВивЉ,20100827,19.4871,
002287.SZ,Цце§ВивЉ,20100830,19.8337,
002287.SZ,Цце§ВивЉ,20100831,20.2078,
002287.SZ,Цце§ВивЉ,20100901,19.5418,
002287.SZ,Цце§ВивЉ,20100902,20.8647,
002287.SZ,Цце§ВивЉ,20100903,21.257,
002287.SZ,Цце§ВивЉ,20100906,20.8738,
002287.SZ,Цце§ВивЉ,20100907,21.5124,
002287.SZ,Цце§ВивЉ,20100908,21.4212,
002287.SZ,Цце§ВивЉ,20100909,21.3391,
002287.SZ,Цце§ВивЉ,20100910,22.0051,
002287.SZ,Цце§ВивЉ,20100913,22.443,
002287.SZ,Цце§ВивЉ,20100914,23.036,
002287.SZ,Цце§ВивЉ,20100915,22.9995,
002287.SZ,Цце§ВивЉ,20100916,24.3588,
002287.SZ,Цце§ВивЉ,20100917,24.4044,
002287.SZ,Цце§ВивЉ,20100920,24.4044,
002287.SZ,Цце§ВивЉ,20100921,23.8114,
002287.SZ,Цце§ВивЉ,20100927,23.7841,
002287.SZ,Цце§ВивЉ,20100928,25.3806,
002287.SZ,Цце§ВивЉ,20100929,26.7035,
002287.SZ,Цце§ВивЉ,20100930,27.4881,
002287.SZ,Цце§ВивЉ,20101008,27.4698,
002287.SZ,Цце§ВивЉ,20101011,27.5337,
002287.SZ,Цце§ВивЉ,20101012,27.5793,
002287.SZ,Цце§ВивЉ,20101013,28.2544,
002287.SZ,Цце§ВивЉ,20101014,25.4262,
002287.SZ,Цце§ВивЉ,20101015,24.5869,
002287.SZ,Цце§ВивЉ,20101018,23.0816,
002287.SZ,Цце§ВивЉ,20101019,24.0669,
002287.SZ,Цце§ВивЉ,20101020,23.5286,
002287.SZ,Цце§ВивЉ,20101021,23.9574,
002287.SZ,Цце§ВивЉ,20101022,23.7293,
002287.SZ,Цце§ВивЉ,20101025,23.8844,
002287.SZ,Цце§ВивЉ,20101026,23.8844,
002287.SZ,Цце§ВивЉ,20101027,24.9974,
002287.SZ,Цце§ВивЉ,20101028,24.4409,
002287.SZ,Цце§ВивЉ,20101029,24.1034,
002287.SZ,Цце§ВивЉ,20101101,24.5869,
002287.SZ,Цце§ВивЉ,20101102,25.2803,
002287.SZ,Цце§ВивЉ,20101103,24.7329,
002287.SZ,Цце§ВивЉ,20101104,24.8332,
002287.SZ,Цце§ВивЉ,20101105,25.4536,
002287.SZ,Цце§ВивЉ,20101108,25.8459,
002287.SZ,Цце§ВивЉ,20101109,26.0466,
002287.SZ,Цце§ВивЉ,20101110,26.2382,
002287.SZ,Цце§ВивЉ,20101111,25.5175,
002287.SZ,Цце§ВивЉ,20101112,23.2914,
002287.SZ,Цце§ВивЉ,20101115,24.222,
002287.SZ,Цце§ВивЉ,20101116,24.222,
002287.SZ,Цце§ВивЉ,20101117,22.4338,
002287.SZ,Цце§ВивЉ,20101118,22.6254,
002287.SZ,Цце§ВивЉ,20101119,23.1363,
002287.SZ,Цце§ВивЉ,20101122,23.7293,
002287.SZ,Цце§ВивЉ,20101123,23.0542,
002287.SZ,Цце§ВивЉ,20101124,23.7202,
002287.SZ,Цце§ВивЉ,20101125,23.9939,
002287.SZ,Цце§ВивЉ,20101126,24.9792,
002287.SZ,Цце§ВивЉ,20101129,25.8824,
002287.SZ,Цце§ВивЉ,20101130,24.2402,
002287.SZ,Цце§ВивЉ,20101201,23.5742,
002287.SZ,Цце§ВивЉ,20101202,23.8114,
002287.SZ,Цце§ВивЉ,20101203,23.2732,
002287.SZ,Цце§ВивЉ,20101206,22.6345,
002287.SZ,Цце§ВивЉ,20101207,22.9995,
002287.SZ,Цце§ВивЉ,20101208,23.5925,
002287.SZ,Цце§ВивЉ,20101209,22.7805,
002287.SZ,Цце§ВивЉ,20101210,22.9812,
002287.SZ,Цце§ВивЉ,20101213,23.4465,
002287.SZ,Цце§ВивЉ,20101214,23.5834,
002287.SZ,Цце§ВивЉ,20101215,23.5651,
002287.SZ,Цце§ВивЉ,20101216,23.8023,
002287.SZ,Цце§ВивЉ,20101217,23.8023,
002287.SZ,Цце§ВивЉ,20101220,23.1454,
002287.SZ,Цце§ВивЉ,20101221,24.6234,
002287.SZ,Цце§ВивЉ,20101222,24.2585,
002287.SZ,Цце§ВивЉ,20101223,23.3097,
002287.SZ,Цце§ВивЉ,20101224,22.7258,
002287.SZ,Цце§ВивЉ,20101227,22.4886,
002287.SZ,Цце§ВивЉ,20101228,21.9686,
002287.SZ,Цце§ВивЉ,20101229,22.0963,
002287.SZ,Цце§ВивЉ,20101230,22.443,
002287.SZ,Цце§ВивЉ,20101231,22.6893,
002287.SZ,Цце§ВивЉ,20110104,22.9174,
002287.SZ,Цце§ВивЉ,20110105,22.7349,
002287.SZ,Цце§ВивЉ,20110106,22.7896,
002287.SZ,Цце§ВивЉ,20110107,22.6802,
002287.SZ,Цце§ВивЉ,20110110,21.5306,
002287.SZ,Цце§ВивЉ,20110111,20.9741,
002287.SZ,Цце§ВивЉ,20110112,21.3208,
002287.SZ,Цце§ВивЉ,20110113,21.1201,
002287.SZ,Цце§ВивЉ,20110114,20.5545,
002287.SZ,Цце§ВивЉ,20110117,19.4779,
002287.SZ,Цце§ВивЉ,20110118,19.3867,
002287.SZ,Цце§ВивЉ,20110119,20.819,
002287.SZ,Цце§ВивЉ,20110120,19.706,
002287.SZ,Цце§ВивЉ,20110121,19.9615,
002287.SZ,Цце§ВивЉ,20110124,19.4414,
002287.SZ,Цце§ВивЉ,20110125,18.9305,
002287.SZ,Цце§ВивЉ,20110126,19.1495,
002287.SZ,Цце§ВивЉ,20110127,19.4871,
002287.SZ,Цце§ВивЉ,20110128,19.7699,
002287.SZ,Цце§ВивЉ,20110131,19.9067,
002287.SZ,Цце§ВивЉ,20110201,19.9341,
002287.SZ,Цце§ВивЉ,20110209,19.6604,
002287.SZ,Цце§ВивЉ,20110210,20.6731,
002287.SZ,Цце§ВивЉ,20110211,20.7552,
002287.SZ,Цце§ВивЉ,20110214,21.184,
002287.SZ,Цце§ВивЉ,20110215,21.2661,
002287.SZ,Цце§ВивЉ,20110216,21.4942,
002287.SZ,Цце§ВивЉ,20110217,21.6036,
002287.SZ,Цце§ВивЉ,20110218,21.2022,
002287.SZ,Цце§ВивЉ,20110221,21.6401,
002287.SZ,Цце§ВивЉ,20110222,21.4942,
002287.SZ,Цце§ВивЉ,20110223,22.2514,
002287.SZ,Цце§ВивЉ,20110224,22.0324,
002287.SZ,Цце§ВивЉ,20110225,21.8135,
002287.SZ,Цце§ВивЉ,20110228,22.078,
002287.SZ,Цце§ВивЉ,20110301,22.2514,
002287.SZ,Цце§ВивЉ,20110302,22.3973,
002287.SZ,Цце§ВивЉ,20110303,21.6492,
002287.SZ,Цце§ВивЉ,20110304,21.9138,
002287.SZ,Цце§ВивЉ,20110307,22.078,
002287.SZ,Цце§ВивЉ,20110308,22.5342,
002287.SZ,Цце§ВивЉ,20110309,22.2514,
002287.SZ,Цце§ВивЉ,20110310,22.3152,
002287.SZ,Цце§ВивЉ,20110311,22.0233,
002287.SZ,Цце§ВивЉ,20110314,22.5342,
002287.SZ,Цце§ВивЉ,20110315,22.4521,
002287.SZ,Цце§ВивЉ,20110316,23.2093,
002287.SZ,Цце§ВивЉ,20110317,22.9904,
002287.SZ,Цце§ВивЉ,20110318,23.8571,
002287.SZ,Цце§ВивЉ,20110321,23.9848,
002287.SZ,Цце§ВивЉ,20110322,23.629,
002287.SZ,Цце§ВивЉ,20110323,23.3188,
002287.SZ,Цце§ВивЉ,20110324,23.3279,
002287.SZ,Цце§ВивЉ,20110325,22.9721,
002287.SZ,Цце§ВивЉ,20110328,23.3553,
002287.SZ,Цце§ВивЉ,20110329,22.0507,
002287.SZ,Цце§ВивЉ,20110330,21.7131,
002287.SZ,Цце§ВивЉ,20110331,21.8773,
002287.SZ,Цце§ВивЉ,20110401,21.4942,
002287.SZ,Цце§ВивЉ,20110406,20.9011,
002287.SZ,Цце§ВивЉ,20110407,21.0289,
002287.SZ,Цце§ВивЉ,20110408,21.4394,
002287.SZ,Цце§ВивЉ,20110411,20.9285,
002287.SZ,Цце§ВивЉ,20110412,20.9376,
002287.SZ,Цце§ВивЉ,20110413,21.2478,
002287.SZ,Цце§ВивЉ,20110414,21.111,
002287.SZ,Цце§ВивЉ,20110415,20.7278,
002287.SZ,Цце§ВивЉ,20110418,20.6639,
002287.SZ,Цце§ВивЉ,20110419,20.0983,
002287.SZ,Цце§ВивЉ,20110420,21.9503,
002287.SZ,Цце§ВивЉ,20110421,21.2387,
002287.SZ,Цце§ВивЉ,20110422,21.2387,
002287.SZ,Цце§ВивЉ,20110425,20.2352,
002287.SZ,Цце§ВивЉ,20110426,20.372,
002287.SZ,Цце§ВивЉ,20110427,21.0562,
002287.SZ,Цце§ВивЉ,20110428,20.3081,
002287.SZ,Цце§ВивЉ,20110429,20.4267,
002287.SZ,Цце§ВивЉ,20110503,20.9194,
002287.SZ,Цце§ВивЉ,20110504,20.7096,
002287.SZ,Цце§ВивЉ,20110505,20.9285,
002287.SZ,Цце§ВивЉ,20110506,20.9833,
002287.SZ,Цце§ВивЉ,20110509,21.1292,
002287.SZ,Цце§ВивЉ,20110510,21.0289,
002287.SZ,Цце§ВивЉ,20110511,20.9559,
002287.SZ,Цце§ВивЉ,20110512,20.6183,
002287.SZ,Цце§ВивЉ,20110513,20.5727,
002287.SZ,Цце§ВивЉ,20110516,20.5271,
002287.SZ,Цце§ВивЉ,20110517,20.4176,
002287.SZ,Цце§ВивЉ,20110518,20.8099,
002287.SZ,Цце§ВивЉ,20110519,20.6913,
002287.SZ,Цце§ВивЉ,20110520,20.6267,
002287.SZ,Цце§ВивЉ,20110523,19.7768,
002287.SZ,Цце§ВивЉ,20110524,19.3796,
002287.SZ,Цце§ВивЉ,20110525,19.0933,
002287.SZ,Цце§ВивЉ,20110526,19.0286,
002287.SZ,Цце§ВивЉ,20110527,18.4744,
002287.SZ,Цце§ВивЉ,20110530,18.4744,
002287.SZ,Цце§ВивЉ,20110531,18.8162,
002287.SZ,Цце§ВивЉ,20110601,18.8346,
002287.SZ,Цце§ВивЉ,20110602,18.5206,
002287.SZ,Цце§ВивЉ,20110603,18.7146,
002287.SZ,Цце§ВивЉ,20110607,18.9085,
002287.SZ,Цце§ВивЉ,20110608,18.8993,
002287.SZ,Цце§ВивЉ,20110609,18.5021,
002287.SZ,Цце§ВивЉ,20110610,18.5668,
002287.SZ,Цце§ВивЉ,20110613,18.4467,
002287.SZ,Цце§ВивЉ,20110614,18.6314,
002287.SZ,Цце§ВивЉ,20110615,19.9154,
002287.SZ,Цце§ВивЉ,20110616,18.9363,
002287.SZ,Цце§ВивЉ,20110617,18.8624,
002287.SZ,Цце§ВивЉ,20110620,18.2619,
002287.SZ,Цце§ВивЉ,20110621,18.4097,
002287.SZ,Цце§ВивЉ,20110622,18.5113,
002287.SZ,Цце§ВивЉ,20110623,18.613,
002287.SZ,Цце§ВивЉ,20110624,18.7977,
002287.SZ,Цце§ВивЉ,20110627,18.9363,
002287.SZ,Цце§ВивЉ,20110628,19.472,
002287.SZ,Цце§ВивЉ,20110629,19.1764,
002287.SZ,Цце§ВивЉ,20110630,19.5367,
002287.SZ,Цце§ВивЉ,20110701,19.4074,
002287.SZ,Цце§ВивЉ,20110704,19.6752,
002287.SZ,Цце§ВивЉ,20110705,19.823,
002287.SZ,Цце§ВивЉ,20110706,19.629,
002287.SZ,Цце§ВивЉ,20110707,19.7307,
002287.SZ,Цце§ВивЉ,20110708,19.4905,
002287.SZ,Цце§ВивЉ,20110711,19.5459,
002287.SZ,Цце§ВивЉ,20110712,19.0841,
002287.SZ,Цце§ВивЉ,20110713,19.3519,
002287.SZ,Цце§ВивЉ,20110714,19.8877,
002287.SZ,Цце§ВивЉ,20110715,20.4696,
002287.SZ,Цце§ВивЉ,20110718,21.0701,
002287.SZ,Цце§ВивЉ,20110719,20.8391,
002287.SZ,Цце§ВивЉ,20110720,20.4881,
002287.SZ,Цце§ВивЉ,20110721,20.174,
002287.SZ,Цце§ВивЉ,20110722,20.2295,
002287.SZ,Цце§ВивЉ,20110725,19.4535,
002287.SZ,Цце§ВивЉ,20110726,19.3427,
002287.SZ,Цце§ВивЉ,20110727,19.6752,
002287.SZ,Цце§ВивЉ,20110728,19.4535,
002287.SZ,Цце§ВивЉ,20110729,19.4351,
002287.SZ,Цце§ВивЉ,20110801,19.7491,
002287.SZ,Цце§ВивЉ,20110802,19.6937,
002287.SZ,Цце§ВивЉ,20110803,19.7122,
002287.SZ,Цце§ВивЉ,20110804,19.6752,
002287.SZ,Цце§ВивЉ,20110805,18.8624,
002287.SZ,Цце§ВивЉ,20110808,18.8624,
002287.SZ,Цце§ВивЉ,20110809,17.9479,
002287.SZ,Цце§ВивЉ,20110810,17.9664,
002287.SZ,Цце§ВивЉ,20110811,18.1973,
002287.SZ,Цце§ВивЉ,20110812,18.2897,
002287.SZ,Цце§ВивЉ,20110815,18.576,
002287.SZ,Цце§ВивЉ,20110816,18.3636,
002287.SZ,Цце§ВивЉ,20110817,18.2158,
002287.SZ,Цце§ВивЉ,20110818,17.8555,
002287.SZ,Цце§ВивЉ,20110819,17.6985,
002287.SZ,Цце§ВивЉ,20110822,17.7077,
002287.SZ,Цце§ВивЉ,20110823,18.0864,
002287.SZ,Цце§ВивЉ,20110824,18.1234,
002287.SZ,Цце§ВивЉ,20110825,18.5668,
002287.SZ,Цце§ВивЉ,20110826,18.5852,
002287.SZ,Цце§ВивЉ,20110829,18.1788,
002287.SZ,Цце§ВивЉ,20110830,18.6037,
002287.SZ,Цце§ВивЉ,20110831,18.419,
002287.SZ,Цце§ВивЉ,20110901,18.2989,
002287.SZ,Цце§ВивЉ,20110902,17.9202,
002287.SZ,Цце§ВивЉ,20110905,17.5969,
002287.SZ,Цце§ВивЉ,20110906,17.4583,
002287.SZ,Цце§ВивЉ,20110907,18.0402,
002287.SZ,Цце§ВивЉ,20110908,17.8832,
002287.SZ,Цце§ВивЉ,20110909,17.6338,
002287.SZ,Цце§ВивЉ,20110913,17.3567,
002287.SZ,Цце§ВивЉ,20110914,17.6338,
