´úÂë,¼ò³Æ,ÈÕÆÚ,ÊÕÅÌ¼Û(Ôª),
002837.SZ,Ó¢Î¬¿Ë,20161229,10.4516,
002837.SZ,Ó¢Î¬¿Ë,20161230,11.4959,
002837.SZ,Ó¢Î¬¿Ë,20170103,12.6451,
002837.SZ,Ó¢Î¬¿Ë,20170104,13.9113,
002837.SZ,Ó¢Î¬¿Ë,20170105,15.3024,
002837.SZ,Ó¢Î¬¿Ë,20170106,16.8346,
002837.SZ,Ó¢Î¬¿Ë,20170109,18.5201,
002837.SZ,Ó¢Î¬¿Ë,20170110,20.3709,
002837.SZ,Ó¢Î¬¿Ë,20170111,22.4072,
002837.SZ,Ó¢Î¬¿Ë,20170112,21.1007,
002837.SZ,Ó¢Î¬¿Ë,20170113,19.7177,
002837.SZ,Ó¢Î¬¿Ë,20170116,19.9999,
002837.SZ,Ó¢Î¬¿Ë,20170117,20.5967,
002837.SZ,Ó¢Î¬¿Ë,20170118,19.3064,
002837.SZ,Ó¢Î¬¿Ë,20170119,18.7943,
002837.SZ,Ó¢Î¬¿Ë,20170120,19.3749,
002837.SZ,Ó¢Î¬¿Ë,20170123,20.0483,
002837.SZ,Ó¢Î¬¿Ë,20170124,19.4959,
002837.SZ,Ó¢Î¬¿Ë,20170125,20.4878,
002837.SZ,Ó¢Î¬¿Ë,20170126,21.2338,
002837.SZ,Ó¢Î¬¿Ë,20170203,20.5564,
002837.SZ,Ó¢Î¬¿Ë,20170206,21.4395,
002837.SZ,Ó¢Î¬¿Ë,20170207,20.7741,
002837.SZ,Ó¢Î¬¿Ë,20170208,21.3991,
002837.SZ,Ó¢Î¬¿Ë,20170209,21.4112,
002837.SZ,Ó¢Î¬¿Ë,20170210,21.3104,
002837.SZ,Ó¢Î¬¿Ë,20170213,22.4596,
002837.SZ,Ó¢Î¬¿Ë,20170214,22.6854,
002837.SZ,Ó¢Î¬¿Ë,20170215,23.2459,
002837.SZ,Ó¢Î¬¿Ë,20170216,22.9032,
002837.SZ,Ó¢Î¬¿Ë,20170217,22.3548,
002837.SZ,Ó¢Î¬¿Ë,20170220,22.6532,
002837.SZ,Ó¢Î¬¿Ë,20170221,23.5644,
002837.SZ,Ó¢Î¬¿Ë,20170222,23.6088,
002837.SZ,Ó¢Î¬¿Ë,20170223,23.7903,
002837.SZ,Ó¢Î¬¿Ë,20170224,23.637,
002837.SZ,Ó¢Î¬¿Ë,20170227,23.1169,
002837.SZ,Ó¢Î¬¿Ë,20170228,23.4072,
002837.SZ,Ó¢Î¬¿Ë,20170301,22.7056,
002837.SZ,Ó¢Î¬¿Ë,20170302,22.5322,
002837.SZ,Ó¢Î¬¿Ë,20170303,22.3628,
002837.SZ,Ó¢Î¬¿Ë,20170306,23.0403,
002837.SZ,Ó¢Î¬¿Ë,20170307,23.2741,
002837.SZ,Ó¢Î¬¿Ë,20170308,23.7459,
002837.SZ,Ó¢Î¬¿Ë,20170309,23.0201,
002837.SZ,Ó¢Î¬¿Ë,20170310,22.9636,
002837.SZ,Ó¢Î¬¿Ë,20170313,23.2661,
002837.SZ,Ó¢Î¬¿Ë,20170314,23.2459,
002837.SZ,Ó¢Î¬¿Ë,20170315,23.5685,
002837.SZ,Ó¢Î¬¿Ë,20170316,24.2459,
002837.SZ,Ó¢Î¬¿Ë,20170317,23.6169,
002837.SZ,Ó¢Î¬¿Ë,20170320,24.9112,
002837.SZ,Ó¢Î¬¿Ë,20170321,25.3306,
002837.SZ,Ó¢Î¬¿Ë,20170322,25.4394,
002837.SZ,Ó¢Î¬¿Ë,20170323,24.5241,
002837.SZ,Ó¢Î¬¿Ë,20170324,24.7782,
002837.SZ,Ó¢Î¬¿Ë,20170327,24.7096,
002837.SZ,Ó¢Î¬¿Ë,20170328,23.9515,
002837.SZ,Ó¢Î¬¿Ë,20170329,22.2459,
002837.SZ,Ó¢Î¬¿Ë,20170330,21.4475,
002837.SZ,Ó¢Î¬¿Ë,20170331,21.0967,
002837.SZ,Ó¢Î¬¿Ë,20170405,21.5645,
002837.SZ,Ó¢Î¬¿Ë,20170406,21.6814,
002837.SZ,Ó¢Î¬¿Ë,20170407,21.7056,
002837.SZ,Ó¢Î¬¿Ë,20170410,20.8588,
002837.SZ,Ó¢Î¬¿Ë,20170411,21.0645,
002837.SZ,Ó¢Î¬¿Ë,20170412,20.3104,
002837.SZ,Ó¢Î¬¿Ë,20170413,20.1411,
002837.SZ,Ó¢Î¬¿Ë,20170414,19.8628,
002837.SZ,Ó¢Î¬¿Ë,20170417,18.633,
002837.SZ,Ó¢Î¬¿Ë,20170418,18.3669,
002837.SZ,Ó¢Î¬¿Ë,20170419,18.8709,
002837.SZ,Ó¢Î¬¿Ë,20170420,18.5645,
002837.SZ,Ó¢Î¬¿Ë,20170421,18.7701,
002837.SZ,Ó¢Î¬¿Ë,20170424,18.7137,
002837.SZ,Ó¢Î¬¿Ë,20170425,19.762,
002837.SZ,Ó¢Î¬¿Ë,20170426,21.3225,
002837.SZ,Ó¢Î¬¿Ë,20170427,21.6653,
002837.SZ,Ó¢Î¬¿Ë,20170428,21.8225,
002837.SZ,Ó¢Î¬¿Ë,20170502,21.8145,
002837.SZ,Ó¢Î¬¿Ë,20170503,22.5362,
002837.SZ,Ó¢Î¬¿Ë,20170504,21.8951,
002837.SZ,Ó¢Î¬¿Ë,20170505,22.1612,
002837.SZ,Ó¢Î¬¿Ë,20170508,21.9193,
002837.SZ,Ó¢Î¬¿Ë,20170509,22.0564,
002837.SZ,Ó¢Î¬¿Ë,20170510,22.3991,
002837.SZ,Ó¢Î¬¿Ë,20170511,23.3386,
002837.SZ,Ó¢Î¬¿Ë,20170512,24.133,
002837.SZ,Ó¢Î¬¿Ë,20170515,24.1935,
002837.SZ,Ó¢Î¬¿Ë,20170516,26.6128,
002837.SZ,Ó¢Î¬¿Ë,20170517,27.8023,
002837.SZ,Ó¢Î¬¿Ë,20170518,27.258,
002837.SZ,Ó¢Î¬¿Ë,20170519,27.012,
002837.SZ,Ó¢Î¬¿Ë,20170522,24.3104,
002837.SZ,Ó¢Î¬¿Ë,20170523,24.3548,
002837.SZ,Ó¢Î¬¿Ë,20170524,23.4677,
002837.SZ,Ó¢Î¬¿Ë,20170525,22.7499,
002837.SZ,Ó¢Î¬¿Ë,20170526,25.0241,
002837.SZ,Ó¢Î¬¿Ë,20170531,26.4314,
002837.SZ,Ó¢Î¬¿Ë,20170601,23.7892,
002837.SZ,Ó¢Î¬¿Ë,20170602,22.3336,
002837.SZ,Ó¢Î¬¿Ë,20170605,24.5669,
002837.SZ,Ó¢Î¬¿Ë,20170606,27.0196,
002837.SZ,Ó¢Î¬¿Ë,20170607,29.7216,
002837.SZ,Ó¢Î¬¿Ë,20170608,32.6928,
002837.SZ,Ó¢Î¬¿Ë,20170609,32.4036,
002837.SZ,Ó¢Î¬¿Ë,20170612,30.3098,
002837.SZ,Ó¢Î¬¿Ë,20170613,31.3069,
002837.SZ,Ó¢Î¬¿Ë,20170614,30.1104,
002837.SZ,Ó¢Î¬¿Ë,20170615,30.6389,
002837.SZ,Ó¢Î¬¿Ë,20170616,32.0846,
002837.SZ,Ó¢Î¬¿Ë,20170619,30.4594,
002837.SZ,Ó¢Î¬¿Ë,20170620,29.2131,
002837.SZ,Ó¢Î¬¿Ë,20170621,27.8372,
002837.SZ,Ó¢Î¬¿Ë,20170622,27.6178,
