´úÂë,¼ò³Æ,ÈÕÆÚ,ÊÕÅÌ¼Û(Ôª),
002165.SZ,ºì±¦Àö,20070913,6.5761,
002165.SZ,ºì±¦Àö,20070914,5.971,
002165.SZ,ºì±¦Àö,20070917,5.7903,
002165.SZ,ºì±¦Àö,20070918,6.0915,
002165.SZ,ºì±¦Àö,20070919,5.9259,
002165.SZ,ºì±¦Àö,20070920,6.3215,
002165.SZ,ºì±¦Àö,20070921,6.9539,
002165.SZ,ºì±¦Àö,20070924,6.9539,
002165.SZ,ºì±¦Àö,20070925,6.2585,
002165.SZ,ºì±¦Àö,20070926,5.8725,
002165.SZ,ºì±¦Àö,20070927,6.0107,
002165.SZ,ºì±¦Àö,20070928,6.3379,
002165.SZ,ºì±¦Àö,20071008,6.1599,
002165.SZ,ºì±¦Àö,20071009,6.7759,
002165.SZ,ºì±¦Àö,20071010,6.8581,
002165.SZ,ºì±¦Àö,20071011,7.5439,
002165.SZ,ºì±¦Àö,20071012,7.7314,
002165.SZ,ºì±¦Àö,20071015,7.4398,
002165.SZ,ºì±¦Àö,20071016,7.2687,
002165.SZ,ºì±¦Àö,20071017,7.3563,
002165.SZ,ºì±¦Àö,20071018,7.4604,
002165.SZ,ºì±¦Àö,20071019,7.214,
002165.SZ,ºì±¦Àö,20071022,6.4926,
002165.SZ,ºì±¦Àö,20071023,6.7143,
002165.SZ,ºì±¦Àö,20071024,6.5432,
002165.SZ,ºì±¦Àö,20071025,6.0367,
002165.SZ,ºì±¦Àö,20071026,6.279,
002165.SZ,ºì±¦Àö,20071029,6.379,
002165.SZ,ºì±¦Àö,20071030,6.4337,
002165.SZ,ºì±¦Àö,20071031,6.572,
002165.SZ,ºì±¦Àö,20071101,6.4529,
002165.SZ,ºì±¦Àö,20071102,6.379,
002165.SZ,ºì±¦Àö,20071105,6.5473,
002165.SZ,ºì±¦Àö,20071106,6.6445,
002165.SZ,ºì±¦Àö,20071107,6.3968,
002165.SZ,ºì±¦Àö,20071108,6.1079,
002165.SZ,ºì±¦Àö,20071109,5.7698,
002165.SZ,ºì±¦Àö,20071112,5.7698,
002165.SZ,ºì±¦Àö,20071113,5.585,
002165.SZ,ºì±¦Àö,20071114,5.8821,
002165.SZ,ºì±¦Àö,20071115,5.7356,
002165.SZ,ºì±¦Àö,20071116,5.7835,
002165.SZ,ºì±¦Àö,20071119,5.9327,
002165.SZ,ºì±¦Àö,20071120,6.0053,
002165.SZ,ºì±¦Àö,20071121,6.008,
002165.SZ,ºì±¦Àö,20071122,5.6808,
002165.SZ,ºì±¦Àö,20071123,5.7328,
002165.SZ,ºì±¦Àö,20071126,5.6535,
002165.SZ,ºì±¦Àö,20071127,5.7151,
002165.SZ,ºì±¦Àö,20071128,5.5549,
002165.SZ,ºì±¦Àö,20071129,5.8355,
002165.SZ,ºì±¦Àö,20071130,5.9875,
002165.SZ,ºì±¦Àö,20071203,5.9478,
002165.SZ,ºì±¦Àö,20071204,5.9519,
