代码,简称,日期,收盘价(元),
000903.SZ,云内动力,19990415,0.7372,
000903.SZ,云内动力,19990416,0.718,
000903.SZ,云内动力,19990419,0.7171,
000903.SZ,云内动力,19990420,0.7075,
000903.SZ,云内动力,19990421,0.6997,
000903.SZ,云内动力,19990422,0.6997,
000903.SZ,云内动力,19990423,0.6936,
000903.SZ,云内动力,19990426,0.6709,
000903.SZ,云内动力,19990427,0.6892,
000903.SZ,云内动力,19990428,0.6761,
000903.SZ,云内动力,19990429,0.6875,
000903.SZ,云内动力,19990430,0.6944,
000903.SZ,云内动力,19990504,0.684,
000903.SZ,云内动力,19990505,0.6787,
000903.SZ,云内动力,19990506,0.6875,
000903.SZ,云内动力,19990507,0.6752,
000903.SZ,云内动力,19990510,0.6351,
000903.SZ,云内动力,19990511,0.6543,
000903.SZ,云内动力,19990512,0.6491,
000903.SZ,云内动力,19990513,0.6465,
000903.SZ,云内动力,19990514,0.6194,
000903.SZ,云内动力,19990517,0.622,
000903.SZ,云内动力,19990518,0.6072,
000903.SZ,云内动力,19990519,0.6403,
000903.SZ,云内动力,19990520,0.6674,
000903.SZ,云内动力,19990521,0.663,
000903.SZ,云内动力,19990524,0.6944,
000903.SZ,云内动力,19990525,0.6796,
000903.SZ,云内动力,19990526,0.7145,
000903.SZ,云内动力,19990527,0.7415,
000903.SZ,云内动力,19990528,0.7162,
000903.SZ,云内动力,19990531,0.704,
000903.SZ,云内动力,19990601,0.7276,
000903.SZ,云内动力,19990602,0.7293,
000903.SZ,云内动力,19990603,0.711,
000903.SZ,云内动力,19990604,0.7162,
000903.SZ,云内动力,19990607,0.752,
000903.SZ,云内动力,19990608,0.8096,
000903.SZ,云内动力,19990609,0.7939,
000903.SZ,云内动力,19990610,0.7956,
000903.SZ,云内动力,19990611,0.8026,
000903.SZ,云内动力,19990614,0.834,
000903.SZ,云内动力,19990615,0.7773,
000903.SZ,云内动力,19990616,0.8113,
000903.SZ,云内动力,19990617,0.8541,
000903.SZ,云内动力,19990618,0.848,
000903.SZ,云内动力,19990621,0.8785,
000903.SZ,云内动力,19990622,0.8881,
000903.SZ,云内动力,19990623,0.9282,
000903.SZ,云内动力,19990624,0.9841,
000903.SZ,云内动力,19990625,0.9125,
000903.SZ,云内动力,19990628,0.9125,
000903.SZ,云内动力,19990629,0.9815,
000903.SZ,云内动力,19990630,0.9178,
000903.SZ,云内动力,19990701,0.8262,
000903.SZ,云内动力,19990702,0.8628,
000903.SZ,云内动力,19990705,0.8619,
000903.SZ,云内动力,19990706,0.814,
000903.SZ,云内动力,19990707,0.8262,
000903.SZ,云内动力,19990708,0.848,
000903.SZ,云内动力,19990709,0.8811,
000903.SZ,云内动力,19990712,0.8942,
000903.SZ,云内动力,19990713,0.8672,
000903.SZ,云内动力,19990714,0.8855,
000903.SZ,云内动力,19990715,0.8628,
000903.SZ,云内动力,19990716,0.8288,
000903.SZ,云内动力,19990719,0.7974,
000903.SZ,云内动力,19990720,0.8523,
000903.SZ,云内动力,19990721,0.8637,
000903.SZ,云内动力,19990722,0.8157,
000903.SZ,云内动力,19990723,0.8297,
000903.SZ,云内动力,19990726,0.8393,
000903.SZ,云内动力,19990727,0.8454,
000903.SZ,云内动力,19990728,0.8916,
000903.SZ,云内动力,19990729,0.8925,
000903.SZ,云内动力,19990730,0.8986,
000903.SZ,云内动力,19990802,0.9029,
000903.SZ,云内动力,19990803,0.8951,
000903.SZ,云内动力,19990804,0.9056,
000903.SZ,云内动力,19990805,0.8951,
000903.SZ,云内动力,19990806,0.8715,
000903.SZ,云内动力,19990809,0.8724,
000903.SZ,云内动力,19990810,0.8724,
000903.SZ,云内动力,19990811,0.8454,
000903.SZ,云内动力,19990812,0.8305,
000903.SZ,云内动力,19990813,0.827,
000903.SZ,云内动力,19990816,0.8201,
000903.SZ,云内动力,19990817,0.8314,
000903.SZ,云内动力,19990818,0.8393,
000903.SZ,云内动力,19990819,0.8628,
000903.SZ,云内动力,19990820,0.8471,
000903.SZ,云内动力,19990823,0.868,
000903.SZ,云内动力,19990824,0.8585,
000903.SZ,云内动力,19990825,0.8515,
000903.SZ,云内动力,19990826,0.855,
000903.SZ,云内动力,19990827,0.8372,
000903.SZ,云内动力,19990830,0.8354,
000903.SZ,云内动力,19990831,0.8372,
000903.SZ,云内动力,19990901,0.8248,
000903.SZ,云内动力,19990902,0.8256,
000903.SZ,云内动力,19990903,0.8363,
000903.SZ,云内动力,19990906,0.8167,
000903.SZ,云内动力,19990907,0.8167,
000903.SZ,云内动力,19990908,0.8203,
