ด๚ย๋,ผ๒ณฦ,ศีฦฺ,สีลฬผÛ(ิช),
002623.SZ,ัวย๊ถู,20111013,37.4317,
002623.SZ,ัวย๊ถู,20111014,34.963,
002623.SZ,ัวย๊ถู,20111017,36.5402,
002623.SZ,ัวย๊ถู,20111018,35.639,
002623.SZ,ัวย๊ถู,20111019,34.1107,
002623.SZ,ัวย๊ถู,20111020,32.2298,
002623.SZ,ัวย๊ถู,20111021,32.1907,
002623.SZ,ัวย๊ถู,20111024,31.7792,
002623.SZ,ัวย๊ถู,20111025,32.6413,
002623.SZ,ัวย๊ถู,20111026,32.2298,
002623.SZ,ัวย๊ถู,20111027,33.2585,
002623.SZ,ัวย๊ถู,20111028,33.5817,
002623.SZ,ัวย๊ถู,20111031,33.474,
002623.SZ,ัวย๊ถู,20111101,33.2389,
002623.SZ,ัวย๊ถู,20111102,33.6699,
002623.SZ,ัวย๊ถู,20111103,33.6993,
002623.SZ,ัวย๊ถู,20111104,34.2773,
002623.SZ,ัวย๊ถู,20111107,33.523,
002623.SZ,ัวย๊ถู,20111108,33.523,
002623.SZ,ัวย๊ถู,20111109,33.6895,
002623.SZ,ัวย๊ถู,20111110,32.7197,
002623.SZ,ัวย๊ถู,20111111,32.2494,
002623.SZ,ัวย๊ถู,20111114,33.2291,
002623.SZ,ัวย๊ถู,20111115,33.4544,
002623.SZ,ัวย๊ถู,20111116,33.2291,
002623.SZ,ัวย๊ถู,20111117,33.9932,
002623.SZ,ัวย๊ถู,20111118,34.385,
002623.SZ,ัวย๊ถู,20111121,32.9156,
002623.SZ,ัวย๊ถู,20111122,32.4943,
002623.SZ,ัวย๊ถู,20111123,33.7189,
002623.SZ,ัวย๊ถู,20111124,34.2577,
002623.SZ,ัวย๊ถู,20111125,34.0716,
002623.SZ,ัวย๊ถู,20111128,34.9042,
002623.SZ,ัวย๊ถู,20111129,34.6495,
002623.SZ,ัวย๊ถู,20111130,32.269,
002623.SZ,ัวย๊ถู,20111201,32.5335,
002623.SZ,ัวย๊ถู,20111202,31.1816,
002623.SZ,ัวย๊ถู,20111205,29.6044,
002623.SZ,ัวย๊ถู,20111206,29.9571,
002623.SZ,ัวย๊ถู,20111207,30.1138,
002623.SZ,ัวย๊ถู,20111208,30.202,
002623.SZ,ัวย๊ถู,20111209,29.6436,
002623.SZ,ัวย๊ถู,20111212,29.3105,
002623.SZ,ัวย๊ถู,20111213,27.7823,
002623.SZ,ัวย๊ถู,20111214,27.3317,
002623.SZ,ัวย๊ถู,20111215,27.0378,
002623.SZ,ัวย๊ถู,20111216,27.9195,
002623.SZ,ัวย๊ถู,20111219,29.4869,
002623.SZ,ัวย๊ถู,20111220,28.5562,
002623.SZ,ัวย๊ถู,20111221,27.704,
002623.SZ,ัวย๊ถู,20111222,27.3611,
002623.SZ,ัวย๊ถู,20111223,27.2533,
002623.SZ,ัวย๊ถู,20111226,27.1162,
002623.SZ,ัวย๊ถู,20111227,25.5684,
002623.SZ,ัวย๊ถู,20111228,25.2745,
002623.SZ,ัวย๊ถู,20111229,25.0296,
002623.SZ,ัวย๊ถู,20111230,25.4704,
002623.SZ,ัวย๊ถู,20120104,24.3634,
002623.SZ,ัวย๊ถู,20120105,22.5903,
002623.SZ,ัวย๊ถู,20120106,23.3642,
002623.SZ,ัวย๊ถู,20120109,24.5299,
002623.SZ,ัวย๊ถู,20120110,25.2353,
002623.SZ,ัวย๊ถู,20120111,25.1667,
002623.SZ,ัวย๊ถู,20120112,25.1275,
002623.SZ,ัวย๊ถู,20120113,22.6784,
002623.SZ,ัวย๊ถู,20120116,21.7478,
002623.SZ,ัวย๊ถู,20120117,23.0605,
002623.SZ,ัวย๊ถู,20120118,22.2376,
002623.SZ,ัวย๊ถู,20120119,22.7862,
002623.SZ,ัวย๊ถู,20120120,23.1389,
002623.SZ,ัวย๊ถู,20120130,24.1871,
002623.SZ,ัวย๊ถู,20120131,24.0009,
002623.SZ,ัวย๊ถู,20120201,23.9814,
002623.SZ,ัวย๊ถู,20120202,24.4516,
