代码,简称,日期,收盘价(元),
600714.SH,金瑞矿业,19960606,3.7699,
600714.SH,金瑞矿业,19960607,3.4306,
600714.SH,金瑞矿业,19960610,3.221,
600714.SH,金瑞矿业,19960611,3.1828,
600714.SH,金瑞矿业,19960612,3.1066,
600714.SH,金瑞矿业,19960613,3.0837,
600714.SH,金瑞矿业,19960614,3.1828,
600714.SH,金瑞矿业,19960617,3.099,
600714.SH,金瑞矿业,19960618,3.0761,
600714.SH,金瑞矿业,19960619,3.0037,
600714.SH,金瑞矿业,19960620,3.0151,
600714.SH,金瑞矿业,19960621,3.0761,
600714.SH,金瑞矿业,19960624,3.0875,
600714.SH,金瑞矿业,19960625,2.9923,
600714.SH,金瑞矿业,19960626,2.9999,
600714.SH,金瑞矿业,19960627,3.0799,
600714.SH,金瑞矿业,19960628,3.1828,
600714.SH,金瑞矿业,19960701,2.9808,
600714.SH,金瑞矿业,19960702,3.0037,
600714.SH,金瑞矿业,19960703,3.0494,
600714.SH,金瑞矿业,19960704,3.0113,
600714.SH,金瑞矿业,19960705,2.9808,
600714.SH,金瑞矿业,19960708,2.8741,
600714.SH,金瑞矿业,19960709,2.7635,
600714.SH,金瑞矿业,19960710,2.8017,
600714.SH,金瑞矿业,19960711,2.7445,
600714.SH,金瑞矿业,19960712,2.7826,
600714.SH,金瑞矿业,19960715,2.7292,
600714.SH,金瑞矿业,19960716,2.8131,
600714.SH,金瑞矿业,19960717,2.8131,
600714.SH,金瑞矿业,19960718,2.8207,
600714.SH,金瑞矿业,19960719,2.8588,
600714.SH,金瑞矿业,19960722,2.9694,
600714.SH,金瑞矿业,19960723,2.897,
600714.SH,金瑞矿业,19960724,3.2019,
600714.SH,金瑞矿业,19960725,3.1104,
600714.SH,金瑞矿业,19960726,2.9808,
600714.SH,金瑞矿业,19960729,3.1485,
600714.SH,金瑞矿业,19960730,3.0494,
600714.SH,金瑞矿业,19960731,2.9465,
600714.SH,金瑞矿业,19960801,2.9351,
600714.SH,金瑞矿业,19960802,2.9084,
600714.SH,金瑞矿业,19960805,2.9351,
600714.SH,金瑞矿业,19960806,3.0494,
600714.SH,金瑞矿业,19960807,3.0037,
600714.SH,金瑞矿业,19960808,2.9541,
600714.SH,金瑞矿业,19960809,2.9541,
600714.SH,金瑞矿业,19960812,3.0685,
600714.SH,金瑞矿业,19960813,3.0113,
600714.SH,金瑞矿业,19960814,2.9846,
600714.SH,金瑞矿业,19960815,2.9351,
600714.SH,金瑞矿业,19960816,2.8779,
600714.SH,金瑞矿业,19960819,2.8017,
600714.SH,金瑞矿业,19960820,2.7635,
600714.SH,金瑞矿业,19960821,2.8588,
600714.SH,金瑞矿业,19960822,3.0494,
600714.SH,金瑞矿业,19960823,2.9465,
600714.SH,金瑞矿业,19960826,3.0189,
600714.SH,金瑞矿业,19960827,3.1257,
600714.SH,金瑞矿业,19960828,3.1447,
600714.SH,金瑞矿业,19960829,3.2286,
600714.SH,金瑞矿业,19960830,3.2476,
600714.SH,金瑞矿业,19960902,3.24,
600714.SH,金瑞矿业,19960903,3.0875,
600714.SH,金瑞矿业,19960904,3.16,
600714.SH,金瑞矿业,19960905,3.1828,
600714.SH,金瑞矿业,19960906,3.0914,
600714.SH,金瑞矿业,19960909,3.0761,
600714.SH,金瑞矿业,19960910,2.9198,
600714.SH,金瑞矿业,19960911,2.9275,
600714.SH,金瑞矿业,19960912,2.8207,
600714.SH,金瑞矿业,19960913,2.8474,
600714.SH,金瑞矿业,19960916,2.9275,
600714.SH,金瑞矿业,19960917,2.9579,
600714.SH,金瑞矿业,19960918,2.8055,
600714.SH,金瑞矿业,19960919,2.8283,
600714.SH,金瑞矿业,19960920,2.9503,
600714.SH,金瑞矿业,19960923,3.0875,
600714.SH,金瑞矿业,19960924,3.3391,
600714.SH,金瑞矿业,19960925,3.1867,
600714.SH,金瑞矿业,19960926,3.3506,
600714.SH,金瑞矿业,19960927,3.2705,
600714.SH,金瑞矿业,19961003,3.179,
600714.SH,金瑞矿业,19961004,3.1409,
600714.SH,金瑞矿业,19961007,3.099,
600714.SH,金瑞矿业,19961008,3.1447,
600714.SH,金瑞矿业,19961009,3.0875,
600714.SH,金瑞矿业,19961010,3.1447,
600714.SH,金瑞矿业,19961011,3.1447,
600714.SH,金瑞矿业,19961014,3.3887,
600714.SH,金瑞矿业,19961015,3.5221,
600714.SH,金瑞矿业,19961016,3.3734,
600714.SH,金瑞矿业,19961017,3.564,
600714.SH,金瑞矿业,19961018,3.423,
600714.SH,金瑞矿业,19961021,3.766,
600714.SH,金瑞矿业,19961022,3.8423,
600714.SH,金瑞矿业,19961023,3.888,
600714.SH,金瑞矿业,19961024,3.888,
600714.SH,金瑞矿业,19961025,3.9185,
600714.SH,金瑞矿业,19961028,4.2273,
600714.SH,金瑞矿业,19961029,4.0024,
600714.SH,金瑞矿业,19961030,3.7165,
600714.SH,金瑞矿业,19961031,3.9185,
600714.SH,金瑞矿业,19961101,3.7356,
600714.SH,金瑞矿业,19961104,3.7508,
600714.SH,金瑞矿业,19961105,3.5793,
600714.SH,金瑞矿业,19961106,3.4954,
600714.SH,金瑞矿业,19961107,3.6212,
600714.SH,金瑞矿业,19961108,3.5755,
600714.SH,金瑞矿业,19961111,3.6403,
600714.SH,金瑞矿业,19961112,3.6479,
600714.SH,金瑞矿业,19961113,3.7317,
600714.SH,金瑞矿业,19961114,3.7051,
600714.SH,金瑞矿业,19961115,3.6136,
600714.SH,金瑞矿业,19961118,3.7546,
600714.SH,金瑞矿业,19961119,3.8461,
600714.SH,金瑞矿业,19961120,3.7737,
600714.SH,金瑞矿业,19961121,3.5755,
600714.SH,金瑞矿业,19961122,3.6098,
600714.SH,金瑞矿业,19961125,3.6212,
600714.SH,金瑞矿业,19961126,3.6098,
600714.SH,金瑞矿业,19961127,3.7279,
600714.SH,金瑞矿业,19961128,3.8728,
600714.SH,金瑞矿业,19961129,4.1587,
600714.SH,金瑞矿业,19961202,5.0316,
600714.SH,金瑞矿业,19961203,4.7457,
600714.SH,金瑞矿业,19961204,5.3403,
600714.SH,金瑞矿业,19961205,5.3708,
600714.SH,金瑞矿业,19961206,5.3098,
600714.SH,金瑞矿业,19961209,5.6033,
600714.SH,金瑞矿业,19961210,5.55,
600714.SH,金瑞矿业,19961211,5.7177,
600714.SH,金瑞矿业,19961212,5.3174,
600714.SH,金瑞矿业,19961213,4.9363,
600714.SH,金瑞矿业,19961216,4.4445,
600714.SH,金瑞矿业,19961217,3.9986,
600714.SH,金瑞矿业,19961218,4.2692,
600714.SH,金瑞矿业,19961219,3.8423,
600714.SH,金瑞矿业,19961220,3.6288,
600714.SH,金瑞矿业,19961223,3.8308,
600714.SH,金瑞矿业,19961224,3.5907,
600714.SH,金瑞矿业,19961225,3.8918,
600714.SH,金瑞矿业,19961226,4.0024,
600714.SH,金瑞矿业,19961227,3.9643,
600714.SH,金瑞矿业,19961230,4.1853,
600714.SH,金瑞矿业,19961231,3.9643,
600714.SH,金瑞矿业,19970102,4.0024,
600714.SH,金瑞矿业,19970103,3.8499,
600714.SH,金瑞矿业,19970106,3.7317,
600714.SH,金瑞矿业,19970107,3.869,
600714.SH,金瑞矿业,19970108,3.888,
600714.SH,金瑞矿业,19970109,3.869,
600714.SH,金瑞矿业,19970110,4.1548,
600714.SH,金瑞矿业,19970113,4.4522,
600714.SH,金瑞矿业,19970114,4.2616,
600714.SH,金瑞矿业,19970115,4.5017,
600714.SH,金瑞矿业,19970116,4.6313,
600714.SH,金瑞矿业,19970117,4.6504,
600714.SH,金瑞矿业,19970120,4.6504,
600714.SH,金瑞矿业,19970121,4.5437,
600714.SH,金瑞矿业,19970122,4.6008,
600714.SH,金瑞矿业,19970123,4.6733,
600714.SH,金瑞矿业,19970124,4.6237,
600714.SH,金瑞矿业,19970127,4.6237,
600714.SH,金瑞矿业,19970128,4.719,
600714.SH,金瑞矿业,19970129,4.6694,
600714.SH,金瑞矿业,19970130,4.5932,
600714.SH,金瑞矿业,19970131,4.6313,
600714.SH,金瑞矿业,19970217,4.5894,
600714.SH,金瑞矿业,19970218,4.132,
600714.SH,金瑞矿业,19970219,4.3683,
600714.SH,金瑞矿业,19970220,4.193,
600714.SH,金瑞矿业,19970221,4.4217,
600714.SH,金瑞矿业,19970224,4.4445,
600714.SH,金瑞矿业,19970225,4.4407,
600714.SH,金瑞矿业,19970226,4.5284,
600714.SH,金瑞矿业,19970227,4.4979,
600714.SH,金瑞矿业,19970228,4.658,
600714.SH,金瑞矿业,19970303,4.7076,
600714.SH,金瑞矿业,19970304,4.6618,
600714.SH,金瑞矿业,19970305,4.5627,
600714.SH,金瑞矿业,19970306,4.6504,
600714.SH,金瑞矿业,19970307,4.8372,
600714.SH,金瑞矿业,19970310,4.8372,
600714.SH,金瑞矿业,19970311,4.8867,
600714.SH,金瑞矿业,19970312,4.9172,
600714.SH,金瑞矿业,19970313,4.8105,
600714.SH,金瑞矿业,19970314,4.8219,
600714.SH,金瑞矿业,19970317,4.9325,
600714.SH,金瑞矿业,19970318,5.0392,
600714.SH,金瑞矿业,19970319,4.9744,
600714.SH,金瑞矿业,19970320,4.7457,
600714.SH,金瑞矿业,19970321,4.8867,
600714.SH,金瑞矿业,19970324,4.9172,
600714.SH,金瑞矿业,19970325,4.8333,
600714.SH,金瑞矿业,19970326,4.8791,
600714.SH,金瑞矿业,19970327,4.982,
600714.SH,金瑞矿业,19970328,4.9248,
600714.SH,金瑞矿业,19970331,5.1459,
600714.SH,金瑞矿业,19970401,5.2221,
600714.SH,金瑞矿业,19970402,5.1154,
600714.SH,金瑞矿业,19970403,5.104,
600714.SH,金瑞矿业,19970404,5.1078,
600714.SH,金瑞矿业,19970407,5.0087,
600714.SH,金瑞矿业,19970408,5.0544,
600714.SH,金瑞矿业,19970409,5.245,
600714.SH,金瑞矿业,19970410,5.1459,
600714.SH,金瑞矿业,19970411,5.0887,
600714.SH,金瑞矿业,19970414,5.2374,
600714.SH,金瑞矿业,19970415,5.2221,
600714.SH,金瑞矿业,19970416,5.184,
600714.SH,金瑞矿业,19970417,5.2031,
600714.SH,金瑞矿业,19970418,5.2412,
600714.SH,金瑞矿业,19970421,5.3174,
600714.SH,金瑞矿业,19970422,5.4089,
600714.SH,金瑞矿业,19970423,5.306,
600714.SH,金瑞矿业,19970424,5.1955,
600714.SH,金瑞矿业,19970425,5.2221,
600714.SH,金瑞矿业,19970428,5.4242,
600714.SH,金瑞矿业,19970429,5.3289,
600714.SH,金瑞矿业,19970430,5.3822,
600714.SH,金瑞矿业,19970505,5.5195,
600714.SH,金瑞矿业,19970506,5.5042,
600714.SH,金瑞矿业,19970507,5.4356,
600714.SH,金瑞矿业,19970508,5.2031,
600714.SH,金瑞矿业,19970509,5.3784,
600714.SH,金瑞矿业,19970512,5.5195,
600714.SH,金瑞矿业,19970513,5.569,
600714.SH,金瑞矿业,19970514,5.2221,
600714.SH,金瑞矿业,19970515,5.3556,
