¥˙¬Î,ºÚ≥∆,»’∆⁄, ’≈Ãº€(‘™),
600817.SH,*ST∫Í ¢,19940128,3.5698,
600817.SH,*ST∫Í ¢,19940131,3.6414,
600817.SH,*ST∫Í ¢,19940201,3.5407,
600817.SH,*ST∫Í ¢,19940202,3.6504,
600817.SH,*ST∫Í ¢,19940203,3.5944,
600817.SH,*ST∫Í ¢,19940204,3.5899,
600817.SH,*ST∫Í ¢,19940214,3.5272,
600817.SH,*ST∫Í ¢,19940215,3.4399,
600817.SH,*ST∫Í ¢,19940216,3.4421,
600817.SH,*ST∫Í ¢,19940217,3.3705,
600817.SH,*ST∫Í ¢,19940218,3.3593,
600817.SH,*ST∫Í ¢,19940221,3.2204,
600817.SH,*ST∫Í ¢,19940222,3.3548,
600817.SH,*ST∫Í ¢,19940223,3.2921,
600817.SH,*ST∫Í ¢,19940224,3.4265,
600817.SH,*ST∫Í ¢,19940225,3.8475,
600817.SH,*ST∫Í ¢,19940228,3.628,
600817.SH,*ST∫Í ¢,19940301,3.4265,
600817.SH,*ST∫Í ¢,19940302,3.4287,
600817.SH,*ST∫Í ¢,19940303,3.5071,
600817.SH,*ST∫Í ¢,19940304,3.5832,
600817.SH,*ST∫Í ¢,19940307,3.628,
600817.SH,*ST∫Í ¢,19940308,3.74,
600817.SH,*ST∫Í ¢,19940309,4.7007,
600817.SH,*ST∫Í ¢,19940310,4.0311,
600817.SH,*ST∫Í ¢,19940311,4.1095,
600817.SH,*ST∫Í ¢,19940314,4.3111,
600817.SH,*ST∫Í ¢,19940315,4.2349,
600817.SH,*ST∫Í ¢,19940316,4.4118,
600817.SH,*ST∫Í ¢,19940317,4.1991,
600817.SH,*ST∫Í ¢,19940318,4.2282,
600817.SH,*ST∫Í ¢,19940321,3.9863,
600817.SH,*ST∫Í ¢,19940322,4.0983,
600817.SH,*ST∫Í ¢,19940323,4.0311,
600817.SH,*ST∫Í ¢,19940324,3.9415,
600817.SH,*ST∫Í ¢,19940325,3.9595,
600817.SH,*ST∫Í ¢,19940328,3.852,
600817.SH,*ST∫Í ¢,19940329,4.0087,
600817.SH,*ST∫Í ¢,19940330,3.7176,
600817.SH,*ST∫Í ¢,19940331,3.852,
600817.SH,*ST∫Í ¢,19940401,3.852,
600817.SH,*ST∫Í ¢,19940404,3.7803,
600817.SH,*ST∫Í ¢,19940405,3.7736,
600817.SH,*ST∫Í ¢,19940406,3.7781,
600817.SH,*ST∫Í ¢,19940407,3.8027,
600817.SH,*ST∫Í ¢,19940408,3.8072,
600817.SH,*ST∫Í ¢,19940411,3.8744,
600817.SH,*ST∫Í ¢,19940412,3.8273,
600817.SH,*ST∫Í ¢,19940413,3.8251,
600817.SH,*ST∫Í ¢,19940414,3.5877,
600817.SH,*ST∫Í ¢,19940415,3.5384,
600817.SH,*ST∫Í ¢,19940418,3.3959,
600817.SH,*ST∫Í ¢,19940419,3.1018,
600817.SH,*ST∫Í ¢,19940420,3.0321,
600817.SH,*ST∫Í ¢,19940421,3.5778,
600817.SH,*ST∫Í ¢,19940422,3.6082,
600817.SH,*ST∫Í ¢,19940425,3.5324,
600817.SH,*ST∫Í ¢,19940426,3.7234,
600817.SH,*ST∫Í ¢,19940427,3.7628,
600817.SH,*ST∫Í ¢,19940428,3.6385,
600817.SH,*ST∫Í ¢,19940429,3.5506,
600817.SH,*ST∫Í ¢,19940503,3.6991,
600817.SH,*ST∫Í ¢,19940504,3.7992,
600817.SH,*ST∫Í ¢,19940505,3.593,
600817.SH,*ST∫Í ¢,19940506,3.5172,
600817.SH,*ST∫Í ¢,19940509,3.4505,
600817.SH,*ST∫Í ¢,19940510,3.593,
600817.SH,*ST∫Í ¢,19940511,3.6294,
600817.SH,*ST∫Í ¢,19940512,3.5809,
600817.SH,*ST∫Í ¢,19940513,3.6233,
600817.SH,*ST∫Í ¢,19940516,3.5778,
600817.SH,*ST∫Í ¢,19940517,3.5748,
600817.SH,*ST∫Í ¢,19940518,3.5111,
600817.SH,*ST∫Í ¢,19940519,3.5778,
600817.SH,*ST∫Í ¢,19940520,3.6385,
600817.SH,*ST∫Í ¢,19940523,3.5445,
600817.SH,*ST∫Í ¢,19940524,3.6082,
600817.SH,*ST∫Í ¢,19940525,3.5475,
600817.SH,*ST∫Í ¢,19940526,3.4899,
600817.SH,*ST∫Í ¢,19940527,3.4535,
