ด๚ย๋,ผ๒ณฦ,ศีฦฺ,สีลฬผÛ(ิช),
002615.SZ,นþถ๛หน,20111222,3.44,
002615.SZ,นþถ๛หน,20111223,3.5057,
002615.SZ,นþถ๛หน,20111226,3.4708,
002615.SZ,นþถ๛หน,20111227,3.1915,
002615.SZ,นþถ๛หน,20111228,3.0621,
002615.SZ,นþถ๛หน,20111229,3.0169,
002615.SZ,นþถ๛หน,20111230,3.058,
002615.SZ,นþถ๛หน,20120104,2.8855,
002615.SZ,นþถ๛หน,20120105,2.6144,
002615.SZ,นþถ๛หน,20120106,2.6657,
002615.SZ,นþถ๛หน,20120109,2.7869,
002615.SZ,นþถ๛หน,20120110,2.8917,
002615.SZ,นþถ๛หน,20120111,2.8937,
002615.SZ,นþถ๛หน,20120112,2.8937,
002615.SZ,นþถ๛หน,20120113,2.6493,
002615.SZ,นþถ๛หน,20120116,2.9142,
002615.SZ,นþถ๛หน,20120117,3.0868,
002615.SZ,นþถ๛หน,20120118,2.8896,
002615.SZ,นþถ๛หน,20120119,2.8814,
002615.SZ,นþถ๛หน,20120120,2.906,
002615.SZ,นþถ๛หน,20120130,2.8937,
002615.SZ,นþถ๛หน,20120131,2.8444,
002615.SZ,นþถ๛หน,20120201,2.8485,
002615.SZ,นþถ๛หน,20120202,2.9451,
002615.SZ,นþถ๛หน,20120203,3.0518,
002615.SZ,นþถ๛หน,20120206,3.0251,
002615.SZ,นþถ๛หน,20120207,2.9348,
002615.SZ,นþถ๛หน,20120208,3.0251,
002615.SZ,นþถ๛หน,20120209,3.0827,
002615.SZ,นþถ๛หน,20120210,3.095,
002615.SZ,นþถ๛หน,20120213,3.134,
002615.SZ,นþถ๛หน,20120214,3.1032,
002615.SZ,นþถ๛หน,20120215,3.1463,
002615.SZ,นþถ๛หน,20120216,3.136,
002615.SZ,นþถ๛หน,20120217,3.1032,
002615.SZ,นþถ๛หน,20120220,3.1052,
002615.SZ,นþถ๛หน,20120221,3.1319,
002615.SZ,นþถ๛หน,20120222,3.2326,
002615.SZ,นþถ๛หน,20120223,3.2654,
002615.SZ,นþถ๛หน,20120224,3.3045,
002615.SZ,นþถ๛หน,20120227,3.2901,
002615.SZ,นþถ๛หน,20120228,3.2901,
002615.SZ,นþถ๛หน,20120229,3.2613,
002615.SZ,นþถ๛หน,20120301,3.2552,
002615.SZ,นþถ๛หน,20120302,3.3332,
002615.SZ,นþถ๛หน,20120305,3.3003,
002615.SZ,นþถ๛หน,20120306,3.2326,
002615.SZ,นþถ๛หน,20120307,3.2038,
002615.SZ,นþถ๛หน,20120308,3.2387,
002615.SZ,นþถ๛หน,20120309,3.3435,
002615.SZ,นþถ๛หน,20120312,3.364,
002615.SZ,นþถ๛หน,20120313,3.4503,
002615.SZ,นþถ๛หน,20120314,3.2387,
002615.SZ,นþถ๛หน,20120315,3.1771,
002615.SZ,นþถ๛หน,20120316,3.2326,
002615.SZ,นþถ๛หน,20120319,3.3476,
002615.SZ,นþถ๛หน,20120320,3.2367,
002615.SZ,นþถ๛หน,20120321,3.2161,
002615.SZ,นþถ๛หน,20120322,3.2203,
002615.SZ,นþถ๛หน,20120323,3.0888,
002615.SZ,นþถ๛หน,20120326,2.9861,
002615.SZ,นþถ๛หน,20120327,2.9676,
002615.SZ,นþถ๛หน,20120328,2.8752,
002615.SZ,นþถ๛หน,20120329,2.8547,
002615.SZ,นþถ๛หน,20120330,2.7931,
002615.SZ,นþถ๛หน,20120405,2.8752,
002615.SZ,นþถ๛หน,20120406,2.8978,
002615.SZ,นþถ๛หน,20120409,3.1874,
002615.SZ,นþถ๛หน,20120410,3.4236,
002615.SZ,นþถ๛หน,20120411,3.5488,
002615.SZ,นþถ๛หน,20120412,3.9041,
002615.SZ,นþถ๛หน,20120413,3.8384,
002615.SZ,นþถ๛หน,20120416,3.8446,
002615.SZ,นþถ๛หน,20120417,3.5735,
002615.SZ,นþถ๛หน,20120418,3.6392,
002615.SZ,นþถ๛หน,20120419,3.6598,
002615.SZ,นþถ๛หน,20120420,3.6289,
002615.SZ,นþถ๛หน,20120423,3.5222,
002615.SZ,นþถ๛หน,20120424,3.8754,
002615.SZ,นþถ๛หน,20120425,4.0664,
002615.SZ,นþถ๛หน,20120426,3.6598,
002615.SZ,นþถ๛หน,20120427,3.4749,
002615.SZ,นþถ๛หน,20120502,3.5735,
002615.SZ,นþถ๛หน,20120503,3.5755,
002615.SZ,นþถ๛หน,20120504,3.5406,
002615.SZ,นþถ๛หน,20120507,3.5673,
002615.SZ,นþถ๛หน,20120508,3.9247,
002615.SZ,นþถ๛หน,20120509,3.7912,
002615.SZ,นþถ๛หน,20120510,3.7337,
002615.SZ,นþถ๛หน,20120511,3.7932,
002615.SZ,นþถ๛หน,20120514,3.8282,
002615.SZ,นþถ๛หน,20120515,3.8282,
002615.SZ,นþถ๛หน,20120516,3.9144,
002615.SZ,นþถ๛หน,20120517,4.0438,
002615.SZ,นþถ๛หน,20120518,3.8015,
002615.SZ,นþถ๛หน,20120521,3.6823,
002615.SZ,นþถ๛หน,20120522,3.8117,
002615.SZ,นþถ๛หน,20120523,3.8343,
002615.SZ,นþถ๛หน,20120524,3.6146,
002615.SZ,นþถ๛หน,20120525,3.5242,
002615.SZ,นþถ๛หน,20120528,3.6577,
002615.SZ,นþถ๛หน,20120529,3.6331,
002615.SZ,นþถ๛หน,20120530,3.6844,
002615.SZ,นþถ๛หน,20120531,3.7727,
002615.SZ,นþถ๛หน,20120601,3.744,
002615.SZ,นþถ๛หน,20120604,3.4955,
002615.SZ,นþถ๛หน,20120605,3.4338,
002615.SZ,นþถ๛หน,20120606,3.4256,
002615.SZ,นþถ๛หน,20120607,3.4236,
002615.SZ,นþถ๛หน,20120608,3.4297,
002615.SZ,นþถ๛หน,20120611,3.5427,
002615.SZ,นþถ๛หน,20120612,3.4605,
002615.SZ,นþถ๛หน,20120613,3.5263,
002615.SZ,นþถ๛หน,20120614,3.5406,
002615.SZ,นþถ๛หน,20120615,3.4019,
002615.SZ,นþถ๛หน,20120618,3.4355,
002615.SZ,นþถ๛หน,20120619,3.4229,
002615.SZ,นþถ๛หน,20120620,3.3346,
002615.SZ,นþถ๛หน,20120621,3.3325,
002615.SZ,นþถ๛หน,20120625,3.118,
002615.SZ,นþถ๛หน,20120626,3.1517,
002615.SZ,นþถ๛หน,20120627,3.1391,
002615.SZ,นþถ๛หน,20120628,3.1391,
002615.SZ,นþถ๛หน,20120629,3.1327,
002615.SZ,นþถ๛หน,20120702,3.2021,
002615.SZ,นþถ๛หน,20120703,3.1811,
002615.SZ,นþถ๛หน,20120704,3.0697,
002615.SZ,นþถ๛หน,20120705,2.9603,
002615.SZ,นþถ๛หน,20120706,3.0192,
002615.SZ,นþถ๛หน,20120709,2.9015,
002615.SZ,นþถ๛หน,20120710,2.8678,
002615.SZ,นþถ๛หน,20120711,2.9246,
002615.SZ,นþถ๛หน,20120712,2.9519,
002615.SZ,นþถ๛หน,20120713,2.9057,
002615.SZ,นþถ๛หน,20120716,2.626,
002615.SZ,นþถ๛หน,20120717,2.8889,
002615.SZ,นþถ๛หน,20120718,3.0991,
002615.SZ,นþถ๛หน,20120719,3.0886,
002615.SZ,นþถ๛หน,20120720,2.9961,
002615.SZ,นþถ๛หน,20120723,2.9393,
002615.SZ,นþถ๛หน,20120724,3.0718,
002615.SZ,นþถ๛หน,20120725,3.0234,
002615.SZ,นþถ๛หน,20120726,2.9666,
002615.SZ,นþถ๛หน,20120727,2.9057,
002615.SZ,นþถ๛หน,20120730,2.8111,
002615.SZ,นþถ๛หน,20120731,2.8678,
002615.SZ,นþถ๛หน,20120801,2.9183,
002615.SZ,นþถ๛หน,20120802,2.8363,
002615.SZ,นþถ๛หน,20120803,2.933,
002615.SZ,นþถ๛หน,20120806,3.0802,
002615.SZ,นþถ๛หน,20120807,3.0655,
002615.SZ,นþถ๛หน,20120808,3.0402,
002615.SZ,นþถ๛หน,20120809,3.0781,
002615.SZ,นþถ๛หน,20120810,3.0529,
002615.SZ,นþถ๛หน,20120813,2.9793,
002615.SZ,นþถ๛หน,20120814,2.9393,
002615.SZ,นþถ๛หน,20120815,2.8531,
002615.SZ,นþถ๛หน,20120816,2.8804,
002615.SZ,นþถ๛หน,20120817,2.9015,
002615.SZ,นþถ๛หน,20120820,2.8994,
002615.SZ,นþถ๛หน,20120821,2.9709,
002615.SZ,นþถ๛หน,20120822,3.0045,
002615.SZ,นþถ๛หน,20120823,3.0045,
002615.SZ,นþถ๛หน,20120824,2.8825,
002615.SZ,นþถ๛หน,20120827,2.7669,
002615.SZ,นþถ๛หน,20120828,3.0444,
002615.SZ,นþถ๛หน,20120829,2.9961,
002615.SZ,นþถ๛หน,20120830,3.0676,
002615.SZ,นþถ๛หน,20120831,3.0297,
002615.SZ,นþถ๛หน,20120903,3.179,
002615.SZ,นþถ๛หน,20120904,3.1412,
002615.SZ,นþถ๛หน,20120905,3.0844,
002615.SZ,นþถ๛หน,20120906,3.0339,
002615.SZ,นþถ๛หน,20120907,3.2063,
002615.SZ,นþถ๛หน,20120910,3.2232,
002615.SZ,นþถ๛หน,20120911,3.2063,
002615.SZ,นþถ๛หน,20120912,3.2526,
002615.SZ,นþถ๛หน,20120913,3.1012,
002615.SZ,นþถ๛หน,20120914,3.1348,
002615.SZ,นþถ๛หน,20120917,3.1412,
002615.SZ,นþถ๛หน,20120918,3.0402,
002615.SZ,นþถ๛หน,20120919,3.0676,
002615.SZ,นþถ๛หน,20120920,2.9435,
002615.SZ,นþถ๛หน,20120921,2.9246,
002615.SZ,นþถ๛หน,20120924,2.9288,
002615.SZ,นþถ๛หน,20120925,2.8804,
002615.SZ,นþถ๛หน,20120926,2.8027,
002615.SZ,นþถ๛หน,20120927,2.8531,
002615.SZ,นþถ๛หน,20120928,2.8868,
002615.SZ,นþถ๛หน,20121008,2.8846,
002615.SZ,นþถ๛หน,20121009,2.9582,
002615.SZ,นþถ๛หน,20121010,2.9898,
002615.SZ,นþถ๛หน,20121011,2.8594,
002615.SZ,นþถ๛หน,20121012,2.9036,
002615.SZ,นþถ๛หน,20121015,2.8321,
002615.SZ,นþถ๛หน,20121016,2.8615,
002615.SZ,นþถ๛หน,20121017,2.9015,
002615.SZ,นþถ๛หน,20121018,2.9456,
002615.SZ,นþถ๛หน,20121019,2.8952,
002615.SZ,นþถ๛หน,20121022,2.9078,
002615.SZ,นþถ๛หน,20121023,2.8636,
002615.SZ,นþถ๛หน,20121024,2.8384,
002615.SZ,นþถ๛หน,20121025,2.8384,
002615.SZ,นþถ๛หน,20121026,2.7228,
002615.SZ,นþถ๛หน,20121029,2.6996,
002615.SZ,นþถ๛หน,20121030,2.7333,
002615.SZ,นþถ๛หน,20121031,2.7059,
002615.SZ,นþถ๛หน,20121101,2.7543,
002615.SZ,นþถ๛หน,20121102,2.748,
002615.SZ,นþถ๛หน,20121105,2.7164,
002615.SZ,นþถ๛หน,20121106,2.6912,
002615.SZ,นþถ๛หน,20121107,2.6912,
002615.SZ,นþถ๛หน,20121108,2.6723,
002615.SZ,นþถ๛หน,20121109,2.605,
002615.SZ,นþถ๛หน,20121112,2.6134,
002615.SZ,นþถ๛หน,20121113,2.5419,
002615.SZ,นþถ๛หน,20121114,2.5525,
002615.SZ,นþถ๛หน,20121115,2.4726,
002615.SZ,นþถ๛หน,20121116,2.4599,
002615.SZ,นþถ๛หน,20121119,2.4873,
002615.SZ,นþถ๛หน,20121120,2.7354,
002615.SZ,นþถ๛หน,20121121,2.7837,
002615.SZ,นþถ๛หน,20121122,2.8216,
002615.SZ,นþถ๛หน,20121123,2.748,
002615.SZ,นþถ๛หน,20121126,2.7164,
002615.SZ,นþถ๛หน,20121127,2.5525,
002615.SZ,นþถ๛หน,20121128,2.5861,
002615.SZ,นþถ๛หน,20121129,2.4347,
002615.SZ,นþถ๛หน,20121130,2.3485,
002615.SZ,นþถ๛หน,20121203,2.1677,
002615.SZ,นþถ๛หน,20121204,2.1992,
002615.SZ,นþถ๛หน,20121205,2.2686,
002615.SZ,นþถ๛หน,20121206,2.2749,
002615.SZ,นþถ๛หน,20121207,2.338,
002615.SZ,นþถ๛หน,20121210,2.4179,
002615.SZ,นþถ๛หน,20121211,2.3737,
002615.SZ,นþถ๛หน,20121212,2.3758,
002615.SZ,นþถ๛หน,20121213,2.3548,
002615.SZ,นþถ๛หน,20121214,2.462,
002615.SZ,นþถ๛หน,20121217,2.4684,
002615.SZ,นþถ๛หน,20121218,2.4389,
002615.SZ,นþถ๛หน,20121219,2.4494,
002615.SZ,นþถ๛หน,20121220,2.4768,
002615.SZ,นþถ๛หน,20121221,2.5125,
002615.SZ,นþถ๛หน,20121224,2.5104,
002615.SZ,นþถ๛หน,20121225,2.5903,
002615.SZ,นþถ๛หน,20121226,2.6555,
002615.SZ,นþถ๛หน,20121227,2.5924,
002615.SZ,นþถ๛หน,20121228,2.6387,
002615.SZ,นþถ๛หน,20121231,2.6576,
002615.SZ,นþถ๛หน,20130104,2.6281,
002615.SZ,นþถ๛หน,20130107,2.6492,
002615.SZ,นþถ๛หน,20130108,2.6849,
002615.SZ,นþถ๛หน,20130109,2.6492,
002615.SZ,นþถ๛หน,20130110,2.6576,
002615.SZ,นþถ๛หน,20130111,2.6071,
002615.SZ,นþถ๛หน,20130114,2.687,
002615.SZ,นþถ๛หน,20130115,2.7627,
002615.SZ,นþถ๛หน,20130116,2.7164,
002615.SZ,นþถ๛หน,20130117,2.7942,
002615.SZ,นþถ๛หน,20130118,2.7648,
002615.SZ,นþถ๛หน,20130121,2.7753,
002615.SZ,นþถ๛หน,20130122,2.6849,
002615.SZ,นþถ๛หน,20130123,2.7963,
002615.SZ,นþถ๛หน,20130124,2.6492,
002615.SZ,นþถ๛หน,20130125,2.6008,
002615.SZ,นþถ๛หน,20130128,2.6765,
002615.SZ,นþถ๛หน,20130129,2.6765,
002615.SZ,นþถ๛หน,20130130,2.7101,
002615.SZ,นþถ๛หน,20130131,2.6744,
002615.SZ,นþถ๛หน,20130201,2.6723,
002615.SZ,นþถ๛หน,20130204,2.7186,
002615.SZ,นþถ๛หน,20130205,2.708,
002615.SZ,นþถ๛หน,20130206,2.7333,
002615.SZ,นþถ๛หน,20130207,2.7312,
002615.SZ,นþถ๛หน,20130208,2.7564,
002615.SZ,นþถ๛หน,20130218,2.7837,
002615.SZ,นþถ๛หน,20130219,2.7059,
002615.SZ,นþถ๛หน,20130220,2.7522,
002615.SZ,นþถ๛หน,20130221,2.6639,
002615.SZ,นþถ๛หน,20130222,2.6702,
002615.SZ,นþถ๛หน,20130225,2.6954,
002615.SZ,นþถ๛หน,20130226,2.666,
002615.SZ,นþถ๛หน,20130227,2.6492,
002615.SZ,นþถ๛หน,20130228,2.7017,
002615.SZ,นþถ๛หน,20130301,2.7522,
002615.SZ,นþถ๛หน,20130304,2.7543,
002615.SZ,นþถ๛หน,20130305,2.8699,
002615.SZ,นþถ๛หน,20130306,2.891,
002615.SZ,นþถ๛หน,20130307,2.8195,
002615.SZ,นþถ๛หน,20130308,2.7858,
002615.SZ,นþถ๛หน,20130311,2.7984,
002615.SZ,นþถ๛หน,20130312,2.6744,
002615.SZ,นþถ๛หน,20130313,2.6681,
002615.SZ,นþถ๛หน,20130314,2.6555,
002615.SZ,นþถ๛หน,20130315,2.6555,
002615.SZ,นþถ๛หน,20130318,2.6071,
002615.SZ,นþถ๛หน,20130319,2.5966,
002615.SZ,นþถ๛หน,20130320,2.6786,
002615.SZ,นþถ๛หน,20130321,2.708,
002615.SZ,นþถ๛หน,20130322,2.727,
002615.SZ,นþถ๛หน,20130325,2.7522,
002615.SZ,นþถ๛หน,20130326,2.7564,
002615.SZ,นþถ๛หน,20130327,2.8195,
002615.SZ,นþถ๛หน,20130328,2.7017,
002615.SZ,นþถ๛หน,20130329,2.6323,
002615.SZ,นþถ๛หน,20130401,2.6492,
002615.SZ,นþถ๛หน,20130402,2.6239,
002615.SZ,นþถ๛หน,20130403,2.6071,
002615.SZ,นþถ๛หน,20130408,2.5293,
002615.SZ,นþถ๛หน,20130409,2.5525,
002615.SZ,นþถ๛หน,20130410,2.5104,
002615.SZ,นþถ๛หน,20130411,2.5062,
002615.SZ,นþถ๛หน,20130412,2.4641,
002615.SZ,นþถ๛หน,20130415,2.462,
002615.SZ,นþถ๛หน,20130416,2.4978,
002615.SZ,นþถ๛หน,20130417,2.5062,
002615.SZ,นþถ๛หน,20130418,2.544,
002615.SZ,นþถ๛หน,20130419,2.5945,
002615.SZ,นþถ๛หน,20130422,2.5777,
002615.SZ,นþถ๛หน,20130423,2.4999,
002615.SZ,นþถ๛หน,20130424,2.5714,
002615.SZ,นþถ๛หน,20130425,2.5419,
002615.SZ,นþถ๛หน,20130426,2.5503,
002615.SZ,นþถ๛หน,20130502,2.5798,
002615.SZ,นþถ๛หน,20130503,2.6134,
002615.SZ,นþถ๛หน,20130506,2.6492,
002615.SZ,นþถ๛หน,20130507,2.6239,
002615.SZ,นþถ๛หน,20130508,2.6849,
002615.SZ,นþถ๛หน,20130509,2.6681,
002615.SZ,นþถ๛หน,20130510,2.7106,
002615.SZ,นþถ๛หน,20130513,2.7447,
002615.SZ,นþถ๛หน,20130514,2.7277,
002615.SZ,นþถ๛หน,20130515,2.7787,
002615.SZ,นþถ๛หน,20130516,2.8787,
002615.SZ,นþถ๛หน,20130517,2.9617,
002615.SZ,นþถ๛หน,20130520,2.9681,
002615.SZ,นþถ๛หน,20130521,2.9809,
002615.SZ,นþถ๛หน,20130522,3.0021,
002615.SZ,นþถ๛หน,20130523,2.9298,
002615.SZ,นþถ๛หน,20130524,2.9894,
002615.SZ,นþถ๛หน,20130527,3.0128,
002615.SZ,นþถ๛หน,20130528,2.9575,
002615.SZ,นþถ๛หน,20130529,2.9596,
002615.SZ,นþถ๛หน,20130530,2.9319,
002615.SZ,นþถ๛หน,20130531,2.9106,
002615.SZ,นþถ๛หน,20130603,2.9255,
002615.SZ,นþถ๛หน,20130604,2.8383,
002615.SZ,นþถ๛หน,20130605,2.8511,
002615.SZ,นþถ๛หน,20130606,2.8064,
002615.SZ,นþถ๛หน,20130607,2.7617,
002615.SZ,นþถ๛หน,20130613,2.7213,
002615.SZ,นþถ๛หน,20130614,2.766,
002615.SZ,นþถ๛หน,20130617,2.9255,
002615.SZ,นþถ๛หน,20130618,2.9255,
002615.SZ,นþถ๛หน,20130619,2.9766,
002615.SZ,นþถ๛หน,20130620,2.8468,
002615.SZ,นþถ๛หน,20130621,2.9575,
002615.SZ,นþถ๛หน,20130624,3.0958,
002615.SZ,นþถ๛หน,20130625,3.1915,
002615.SZ,นþถ๛หน,20130626,3.2468,
002615.SZ,นþถ๛หน,20130627,3.1213,
002615.SZ,นþถ๛หน,20130628,3.0255,
002615.SZ,นþถ๛หน,20130701,3.3277,
002615.SZ,นþถ๛หน,20130702,3.4468,
002615.SZ,นþถ๛หน,20130703,3.4,
002615.SZ,นþถ๛หน,20130704,3.4575,
002615.SZ,นþถ๛หน,20130705,3.4958,
002615.SZ,นþถ๛หน,20130708,3.2936,
002615.SZ,นþถ๛หน,20130709,3.3298,
002615.SZ,นþถ๛หน,20130710,3.4915,
002615.SZ,นþถ๛หน,20130711,3.4319,
002615.SZ,นþถ๛หน,20130712,3.3894,
002615.SZ,นþถ๛หน,20130715,3.4447,
002615.SZ,นþถ๛หน,20130716,3.5787,
002615.SZ,นþถ๛หน,20130717,3.4085,
002615.SZ,นþถ๛หน,20130718,3.4936,
002615.SZ,นþถ๛หน,20130719,3.4319,
002615.SZ,นþถ๛หน,20130722,3.3809,
002615.SZ,นþถ๛หน,20130723,3.4894,
002615.SZ,นþถ๛หน,20130724,3.6787,
002615.SZ,นþถ๛หน,20130725,3.466,
002615.SZ,นþถ๛หน,20130726,3.2809,
002615.SZ,นþถ๛หน,20130729,3.1872,
002615.SZ,นþถ๛หน,20130730,3.1979,
002615.SZ,นþถ๛หน,20130731,3.166,
002615.SZ,นþถ๛หน,20130801,3.283,
002615.SZ,นþถ๛หน,20130802,3.2702,
002615.SZ,นþถ๛หน,20130805,3.3021,
002615.SZ,นþถ๛หน,20130806,3.3255,
002615.SZ,นþถ๛หน,20130807,3.3809,
002615.SZ,นþถ๛หน,20130808,3.317,
002615.SZ,นþถ๛หน,20130809,3.2723,
002615.SZ,นþถ๛หน,20130812,3.2872,
002615.SZ,นþถ๛หน,20130813,3.3787,
002615.SZ,นþถ๛หน,20130814,3.4192,
002615.SZ,นþถ๛หน,20130815,3.5234,
002615.SZ,นþถ๛หน,20130816,3.3787,
002615.SZ,นþถ๛หน,20130819,3.4617,
002615.SZ,นþถ๛หน,20130820,3.4149,
002615.SZ,นþถ๛หน,20130821,3.4255,
002615.SZ,นþถ๛หน,20130822,3.4511,
002615.SZ,นþถ๛หน,20130823,3.4,
002615.SZ,นþถ๛หน,20130826,3.4638,
002615.SZ,นþถ๛หน,20130827,3.5596,
002615.SZ,นþถ๛หน,20130828,3.4894,
002615.SZ,นþถ๛หน,20130829,3.4128,
002615.SZ,นþถ๛หน,20130830,3.1915,
002615.SZ,นþถ๛หน,20130902,3.2021,
002615.SZ,นþถ๛หน,20130903,3.2468,
002615.SZ,นþถ๛หน,20130904,3.2362,
002615.SZ,นþถ๛หน,20130905,3.2638,
002615.SZ,นþถ๛หน,20130906,3.3106,
002615.SZ,นþถ๛หน,20130909,3.3447,
002615.SZ,นþถ๛หน,20130910,3.2894,
002615.SZ,นþถ๛หน,20130911,3.2277,
002615.SZ,นþถ๛หน,20130912,3.3021,
002615.SZ,นþถ๛หน,20130913,3.4213,
002615.SZ,นþถ๛หน,20130916,3.4617,
002615.SZ,นþถ๛หน,20130917,3.434,
002615.SZ,นþถ๛หน,20130918,3.5106,
002615.SZ,นþถ๛หน,20130923,3.5277,
002615.SZ,นþถ๛หน,20130924,3.4617,
002615.SZ,นþถ๛หน,20130925,3.4213,
002615.SZ,นþถ๛หน,20130926,3.417,
002615.SZ,นþถ๛หน,20130927,3.383,
002615.SZ,นþถ๛หน,20130930,3.4851,
002615.SZ,นþถ๛หน,20131008,3.5872,
002615.SZ,นþถ๛หน,20131009,3.5681,
002615.SZ,นþถ๛หน,20131010,3.6341,
002615.SZ,นþถ๛หน,20131011,3.6468,
002615.SZ,นþถ๛หน,20131014,3.7319,
002615.SZ,นþถ๛หน,20131015,3.5979,
002615.SZ,นþถ๛หน,20131016,3.6447,
002615.SZ,นþถ๛หน,20131017,3.9362,
002615.SZ,นþถ๛หน,20131018,3.9106,
002615.SZ,นþถ๛หน,20131021,3.9575,
002615.SZ,นþถ๛หน,20131022,3.9043,
002615.SZ,นþถ๛หน,20131023,3.6383,
002615.SZ,นþถ๛หน,20131024,3.6489,
002615.SZ,นþถ๛หน,20131025,3.5936,
002615.SZ,นþถ๛หน,20131028,3.6809,
002615.SZ,นþถ๛หน,20131029,3.6021,
002615.SZ,นþถ๛หน,20131030,3.7745,
002615.SZ,นþถ๛หน,20131031,3.7383,
002615.SZ,นþถ๛หน,20131101,3.6702,
002615.SZ,นþถ๛หน,20131104,3.7468,
002615.SZ,นþถ๛หน,20131105,3.8149,
002615.SZ,นþถ๛หน,20131106,3.817,
002615.SZ,นþถ๛หน,20131107,3.8192,
002615.SZ,นþถ๛หน,20131108,3.8979,
002615.SZ,นþถ๛หน,20131111,4.0575,
002615.SZ,นþถ๛หน,20131112,4.0319,
002615.SZ,นþถ๛หน,20131113,4.0213,
002615.SZ,นþถ๛หน,20131114,4.2617,
002615.SZ,นþถ๛หน,20131115,4.366,
002615.SZ,นþถ๛หน,20131118,4.3617,
002615.SZ,นþถ๛หน,20131119,4.4043,
002615.SZ,นþถ๛หน,20131120,4.3128,
002615.SZ,นþถ๛หน,20131121,4.3426,
002615.SZ,นþถ๛หน,20131122,4.3106,
002615.SZ,นþถ๛หน,20131125,4.6064,
002615.SZ,นþถ๛หน,20131126,4.5426,
002615.SZ,นþถ๛หน,20131127,4.5489,
002615.SZ,นþถ๛หน,20131128,4.8426,
002615.SZ,นþถ๛หน,20131129,5.0426,
002615.SZ,นþถ๛หน,20131202,4.5383,
002615.SZ,นþถ๛หน,20131203,4.6787,
