¥˙¬Î,ºÚ≥∆,»’∆⁄, ’≈Ãº€(‘™),
603778.SH,«¨æ∞‘∞¡÷,20151231,4.3565,
603778.SH,«¨æ∞‘∞¡÷,20160104,4.7917,
603778.SH,«¨æ∞‘∞¡÷,20160105,5.2715,
603778.SH,«¨æ∞‘∞¡÷,20160106,5.7991,
603778.SH,«¨æ∞‘∞¡÷,20160107,6.3793,
603778.SH,«¨æ∞‘∞¡÷,20160108,7.0169,
603778.SH,«¨æ∞‘∞¡÷,20160111,7.7183,
603778.SH,«¨æ∞‘∞¡÷,20160112,8.4898,
603778.SH,«¨æ∞‘∞¡÷,20160113,9.3394,
603778.SH,«¨æ∞‘∞¡÷,20160114,10.2735,
603778.SH,«¨æ∞‘∞¡÷,20160115,11.1789,
603778.SH,«¨æ∞‘∞¡÷,20160118,10.0615,
603778.SH,«¨æ∞‘∞¡÷,20160119,9.7698,
603778.SH,«¨æ∞‘∞¡÷,20160120,9.2199,
603778.SH,«¨æ∞‘∞¡÷,20160121,8.2985,
603778.SH,«¨æ∞‘∞¡÷,20160122,8.3798,
603778.SH,«¨æ∞‘∞¡÷,20160125,8.3384,
603778.SH,«¨æ∞‘∞¡÷,20160126,7.5047,
603778.SH,«¨æ∞‘∞¡÷,20160127,7.7741,
603778.SH,«¨æ∞‘∞¡÷,20160128,7.0392,
603778.SH,«¨æ∞‘∞¡÷,20160129,7.366,
603778.SH,«¨æ∞‘∞¡÷,20160201,7.484,
603778.SH,«¨æ∞‘∞¡÷,20160202,7.629,
603778.SH,«¨æ∞‘∞¡÷,20160203,7.543,
603778.SH,«¨æ∞‘∞¡÷,20160204,7.9526,
603778.SH,«¨æ∞‘∞¡÷,20160205,7.6992,
603778.SH,«¨æ∞‘∞¡÷,20160215,7.4919,
603778.SH,«¨æ∞‘∞¡÷,20160216,7.8123,
603778.SH,«¨æ∞‘∞¡÷,20160217,8.0817,
603778.SH,«¨æ∞‘∞¡÷,20160218,8.1917,
603778.SH,«¨æ∞‘∞¡÷,20160219,8.1057,
603778.SH,«¨æ∞‘∞¡÷,20160222,8.4787,
603778.SH,«¨æ∞‘∞¡÷,20160223,8.7465,
603778.SH,«¨æ∞‘∞¡÷,20160224,8.4245,
603778.SH,«¨æ∞‘∞¡÷,20160225,7.5844,
603778.SH,«¨æ∞‘∞¡÷,20160226,7.5573,
603778.SH,«¨æ∞‘∞¡÷,20160229,6.8017,
603778.SH,«¨æ∞‘∞¡÷,20160301,7.0488,
603778.SH,«¨æ∞‘∞¡÷,20160302,7.4664,
603778.SH,«¨æ∞‘∞¡÷,20160303,7.4362,
603778.SH,«¨æ∞‘∞¡÷,20160304,6.9516,
603778.SH,«¨æ∞‘∞¡÷,20160307,7.1189,
603778.SH,«¨æ∞‘∞¡÷,20160308,7.0791,
603778.SH,«¨æ∞‘∞¡÷,20160309,7.2178,
603778.SH,«¨æ∞‘∞¡÷,20160310,6.993,
603778.SH,«¨æ∞‘∞¡÷,20160311,6.9994,
603778.SH,«¨æ∞‘∞¡÷,20160314,7.3007,
603778.SH,«¨æ∞‘∞¡÷,20160315,7.2927,
603778.SH,«¨æ∞‘∞¡÷,20160316,7.103,
603778.SH,«¨æ∞‘∞¡÷,20160317,7.5254,
603778.SH,«¨æ∞‘∞¡÷,20160318,7.7741,
603778.SH,«¨æ∞‘∞¡÷,20160321,7.9415,
603778.SH,«¨æ∞‘∞¡÷,20160322,7.8697,
603778.SH,«¨æ∞‘∞¡÷,20160323,8.1567,
603778.SH,«¨æ∞‘∞¡÷,20160324,8.077,
603778.SH,«¨æ∞‘∞¡÷,20160325,7.9,
603778.SH,«¨æ∞‘∞¡÷,20160328,7.9813,
603778.SH,«¨æ∞‘∞¡÷,20160329,8.0642,
603778.SH,«¨æ∞‘∞¡÷,20160330,8.3272,
603778.SH,«¨æ∞‘∞¡÷,20160331,8.3958,
603778.SH,«¨æ∞‘∞¡÷,20160401,8.3384,
603778.SH,«¨æ∞‘∞¡÷,20160405,8.6875,
