╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
002918.SZ,цидхюЖи╞,20171219,45.06,
002918.SZ,цидхюЖи╞,20171220,49.57,
002918.SZ,цидхюЖи╞,20171221,54.53,
002918.SZ,цидхюЖи╞,20171222,59.98,
002918.SZ,цидхюЖи╞,20171225,60.7,
002918.SZ,цидхюЖи╞,20171226,61.41,
002918.SZ,цидхюЖи╞,20171227,64.97,
002918.SZ,цидхюЖи╞,20171228,60.76,
002918.SZ,цидхюЖи╞,20171229,55.7,
002918.SZ,цидхюЖи╞,20180102,56.78,
002918.SZ,цидхюЖи╞,20180103,57.55,
002918.SZ,цидхюЖи╞,20180104,56.66,
002918.SZ,цидхюЖи╞,20180105,57.89,
002918.SZ,цидхюЖи╞,20180108,59.3,
002918.SZ,цидхюЖи╞,20180109,58.26,
002918.SZ,цидхюЖи╞,20180110,60.5,
002918.SZ,цидхюЖи╞,20180111,59.87,
002918.SZ,цидхюЖи╞,20180112,56.84,
002918.SZ,цидхюЖи╞,20180115,52.83,
002918.SZ,цидхюЖи╞,20180116,53.86,
002918.SZ,цидхюЖи╞,20180117,54.25,
002918.SZ,цидхюЖи╞,20180118,53.83,
002918.SZ,цидхюЖи╞,20180119,53.68,
002918.SZ,цидхюЖи╞,20180122,52.54,
002918.SZ,цидхюЖи╞,20180123,53.41,
002918.SZ,цидхюЖи╞,20180124,53.88,
002918.SZ,цидхюЖи╞,20180125,52.96,
002918.SZ,цидхюЖи╞,20180126,51.56,
002918.SZ,цидхюЖи╞,20180129,52.32,
002918.SZ,цидхюЖи╞,20180130,51.81,
002918.SZ,цидхюЖи╞,20180131,51.95,
002918.SZ,цидхюЖи╞,20180201,47.8,
002918.SZ,цидхюЖи╞,20180202,47.53,
002918.SZ,цидхюЖи╞,20180205,47.83,
002918.SZ,цидхюЖи╞,20180206,44.75,
002918.SZ,цидхюЖи╞,20180207,45.99,
002918.SZ,цидхюЖи╞,20180208,46.17,
002918.SZ,цидхюЖи╞,20180209,43.75,
002918.SZ,цидхюЖи╞,20180212,44.79,
002918.SZ,цидхюЖи╞,20180213,44.72,
002918.SZ,цидхюЖи╞,20180214,44.23,
002918.SZ,цидхюЖи╞,20180222,44.82,
002918.SZ,цидхюЖи╞,20180223,46.03,
002918.SZ,цидхюЖи╞,20180226,46.75,
002918.SZ,цидхюЖи╞,20180227,46.62,
002918.SZ,цидхюЖи╞,20180228,45.31,
002918.SZ,цидхюЖи╞,20180301,45.54,
002918.SZ,цидхюЖи╞,20180302,44.73,
002918.SZ,цидхюЖи╞,20180305,47.29,
002918.SZ,цидхюЖи╞,20180306,47.2,
002918.SZ,цидхюЖи╞,20180307,48.22,
002918.SZ,цидхюЖи╞,20180308,48.89,
002918.SZ,цидхюЖи╞,20180309,48.95,
002918.SZ,цидхюЖи╞,20180312,48.88,
002918.SZ,цидхюЖи╞,20180313,47.75,
002918.SZ,цидхюЖи╞,20180314,48.78,
002918.SZ,цидхюЖи╞,20180315,46.79,
002918.SZ,цидхюЖи╞,20180316,46.93,
002918.SZ,цидхюЖи╞,20180319,48.5,
002918.SZ,цидхюЖи╞,20180320,49.32,
002918.SZ,цидхюЖи╞,20180321,47.71,
002918.SZ,цидхюЖи╞,20180322,49.2,
002918.SZ,цидхюЖи╞,20180323,44.59,
002918.SZ,цидхюЖи╞,20180326,45.41,
