ДњТы,МђГЦ,ШеЦк,ЪеХЬМл(дЊ),
300027.SZ,ЛЊвъажЕм,20100317,3.6473,
300027.SZ,ЛЊвъажЕм,20100318,3.6546,
300027.SZ,ЛЊвъажЕм,20100319,3.8466,
300027.SZ,ЛЊвъажЕм,20100322,3.8818,
300027.SZ,ЛЊвъажЕм,20100323,3.9642,
300027.SZ,ЛЊвъажЕм,20100324,3.9927,
300027.SZ,ЛЊвъажЕм,20100325,4.2917,
300027.SZ,ЛЊвъажЕм,20100326,4.1821,
300027.SZ,ЛЊвъажЕм,20100329,4.1176,
300027.SZ,ЛЊвъажЕм,20100330,4.1462,
300027.SZ,ЛЊвъажЕм,20100331,4.2571,
300027.SZ,ЛЊвъажЕм,20100401,4.2372,
300027.SZ,ЛЊвъажЕм,20100402,4.0891,
300027.SZ,ЛЊвъажЕм,20100406,4.1522,
300027.SZ,ЛЊвъажЕм,20100407,4.2917,
300027.SZ,ЛЊвъажЕм,20100408,4.1562,
300027.SZ,ЛЊвъажЕм,20100409,4.5176,
300027.SZ,ЛЊвъажЕм,20100412,4.594,
300027.SZ,ЛЊвъажЕм,20100413,4.1854,
300027.SZ,ЛЊвъажЕм,20100414,4.1495,
300027.SZ,ЛЊвъажЕм,20100415,3.9462,
300027.SZ,ЛЊвъажЕм,20100416,4.1356,
300027.SZ,ЛЊвъажЕм,20100419,4.1356,
300027.SZ,ЛЊвъажЕм,20100420,4.2047,
300027.SZ,ЛЊвъажЕм,20100421,4.3887,
300027.SZ,ЛЊвъажЕм,20100422,4.5103,
300027.SZ,ЛЊвъажЕм,20100423,4.4285,
300027.SZ,ЛЊвъажЕм,20100426,4.3641,
300027.SZ,ЛЊвъажЕм,20100427,4.2711,
300027.SZ,ЛЊвъажЕм,20100428,4.0816,
300027.SZ,ЛЊвъажЕм,20100429,3.8787,
300027.SZ,ЛЊвъажЕм,20100430,3.8774,
300027.SZ,ЛЊвъажЕм,20100504,3.9241,
300027.SZ,ЛЊвъажЕм,20100505,4.1176,
300027.SZ,ЛЊвъажЕм,20100506,4.1216,
300027.SZ,ЛЊвъажЕм,20100507,4.2004,
300027.SZ,ЛЊвъажЕм,20100510,4.0549,
300027.SZ,ЛЊвъажЕм,20100511,3.8707,
300027.SZ,ЛЊвъажЕм,20100512,3.9641,
300027.SZ,ЛЊвъажЕм,20100513,4.0656,
300027.SZ,ЛЊвъажЕм,20100514,4.0015,
300027.SZ,ЛЊвъажЕм,20100517,3.9775,
300027.SZ,ЛЊвъажЕм,20100518,3.9107,
300027.SZ,ЛЊвъажЕм,20100519,4.0215,
300027.SZ,ЛЊвъажЕм,20100520,3.9107,
300027.SZ,ЛЊвъажЕм,20100521,3.9988,
300027.SZ,ЛЊвъажЕм,20100524,4.2471,
300027.SZ,ЛЊвъажЕм,20100525,4.2818,
300027.SZ,ЛЊвъажЕм,20100526,4.2684,
300027.SZ,ЛЊвъажЕм,20100527,4.518,
300027.SZ,ЛЊвъажЕм,20100528,4.7983,
300027.SZ,ЛЊвъажЕм,20100531,4.6448,
300027.SZ,ЛЊвъажЕм,20100601,4.538,
300027.SZ,ЛЊвъажЕм,20100602,4.9918,
300027.SZ,ЛЊвъажЕм,20100603,4.9451,
300027.SZ,ЛЊвъажЕм,20100604,5.0052,
300027.SZ,ЛЊвъажЕм,20100607,5.2121,
300027.SZ,ЛЊвъажЕм,20100608,5.1654,
300027.SZ,ЛЊвъажЕм,20100609,5.0826,
300027.SZ,ЛЊвъажЕм,20100610,5.1747,
300027.SZ,ЛЊвъажЕм,20100611,5.0519,
300027.SZ,ЛЊвъажЕм,20100617,4.7663,
300027.SZ,ЛЊвъажЕм,20100618,4.7449,
300027.SZ,ЛЊвъажЕм,20100621,4.8664,
300027.SZ,ЛЊвъажЕм,20100622,4.9264,
300027.SZ,ЛЊвъажЕм,20100623,4.9264,
300027.SZ,ЛЊвъажЕм,20100624,5.0586,
300027.SZ,ЛЊвъажЕм,20100625,4.9451,
300027.SZ,ЛЊвъажЕм,20100628,4.7796,
300027.SZ,ЛЊвъажЕм,20100629,4.3018,
300027.SZ,ЛЊвъажЕм,20100630,4.2044,
300027.SZ,ЛЊвъажЕм,20100701,3.9908,
300027.SZ,ЛЊвъажЕм,20100702,3.9254,
300027.SZ,ЛЊвъажЕм,20100705,3.9401,
300027.SZ,ЛЊвъажЕм,20100706,4.0669,
300027.SZ,ЛЊвъажЕм,20100707,4.1323,
300027.SZ,ЛЊвъажЕм,20100708,4.1109,
300027.SZ,ЛЊвъажЕм,20100709,4.4046,
300027.SZ,ЛЊвъажЕм,20100712,4.478,
300027.SZ,ЛЊвъажЕм,20100713,4.5848,
300027.SZ,ЛЊвъажЕм,20100714,4.5234,
300027.SZ,ЛЊвъажЕм,20100715,4.5007,
300027.SZ,ЛЊвъажЕм,20100716,4.498,
300027.SZ,ЛЊвъажЕм,20100719,4.5634,
300027.SZ,ЛЊвъажЕм,20100720,4.6101,
300027.SZ,ЛЊвъажЕм,20100721,4.7182,
300027.SZ,ЛЊвъажЕм,20100722,4.6275,
300027.SZ,ЛЊвъажЕм,20100723,4.5727,
300027.SZ,ЛЊвъажЕм,20100726,4.5407,
300027.SZ,ЛЊвъажЕм,20100727,4.482,
300027.SZ,ЛЊвъажЕм,20100728,4.6008,
300027.SZ,ЛЊвъажЕм,20100729,4.522,
300027.SZ,ЛЊвъажЕм,20100730,4.5287,
300027.SZ,ЛЊвъажЕм,20100802,4.5981,
300027.SZ,ЛЊвъажЕм,20100803,4.7316,
300027.SZ,ЛЊвъажЕм,20100804,4.6889,
300027.SZ,ЛЊвъажЕм,20100805,4.7329,
300027.SZ,ЛЊвъажЕм,20100806,4.7383,
300027.SZ,ЛЊвъажЕм,20100809,4.9518,
300027.SZ,ЛЊвъажЕм,20100810,4.7369,
300027.SZ,ЛЊвъажЕм,20100811,4.7356,
300027.SZ,ЛЊвъажЕм,20100812,4.5981,
300027.SZ,ЛЊвъажЕм,20100813,4.6502,
300027.SZ,ЛЊвъажЕм,20100816,4.7583,
300027.SZ,ЛЊвъажЕм,20100817,4.7449,
300027.SZ,ЛЊвъажЕм,20100818,4.6675,
300027.SZ,ЛЊвъажЕм,20100819,4.6181,
300027.SZ,ЛЊвъажЕм,20100820,4.4486,
300027.SZ,ЛЊвъажЕм,20100823,4.4459,
300027.SZ,ЛЊвъажЕм,20100824,4.494,
300027.SZ,ЛЊвъажЕм,20100825,4.3111,
300027.SZ,ЛЊвъажЕм,20100826,4.2778,
300027.SZ,ЛЊвъажЕм,20100827,4.3365,
300027.SZ,ЛЊвъажЕм,20100830,4.4366,
300027.SZ,ЛЊвъажЕм,20100831,4.3525,
300027.SZ,ЛЊвъажЕм,20100901,4.211,
300027.SZ,ЛЊвъажЕм,20100902,4.3138,
300027.SZ,ЛЊвъажЕм,20100903,4.4953,
300027.SZ,ЛЊвъажЕм,20100906,4.3846,
300027.SZ,ЛЊвъажЕм,20100907,4.4299,
300027.SZ,ЛЊвъажЕм,20100908,4.4259,
300027.SZ,ЛЊвъажЕм,20100909,4.3579,
300027.SZ,ЛЊвъажЕм,20100910,4.3365,
300027.SZ,ЛЊвъажЕм,20100913,4.3886,
300027.SZ,ЛЊвъажЕм,20100914,4.3178,
300027.SZ,ЛЊвъажЕм,20100915,4.1189,
300027.SZ,ЛЊвъажЕм,20100916,3.9481,
300027.SZ,ЛЊвъажЕм,20100917,3.9508,
300027.SZ,ЛЊвъажЕм,20100920,3.8587,
300027.SZ,ЛЊвъажЕм,20100921,3.7652,
300027.SZ,ЛЊвъажЕм,20100927,3.856,
300027.SZ,ЛЊвъажЕм,20100928,3.9254,
300027.SZ,ЛЊвъажЕм,20100929,3.9641,
300027.SZ,ЛЊвъажЕм,20100930,3.9654,
300027.SZ,ЛЊвъажЕм,20101008,4.0442,
300027.SZ,ЛЊвъажЕм,20101011,3.9668,
300027.SZ,ЛЊвъажЕм,20101012,3.9881,
300027.SZ,ЛЊвъажЕм,20101013,4.0776,
300027.SZ,ЛЊвъажЕм,20101014,4.0642,
300027.SZ,ЛЊвъажЕм,20101015,3.9107,
300027.SZ,ЛЊвъажЕм,20101018,3.9668,
300027.SZ,ЛЊвъажЕм,20101019,4.2551,
300027.SZ,ЛЊвъажЕм,20101020,4.2684,
300027.SZ,ЛЊвъажЕм,20101021,4.1777,
300027.SZ,ЛЊвъажЕм,20101022,4.2431,
300027.SZ,ЛЊвъажЕм,20101025,4.2537,
300027.SZ,ЛЊвъажЕм,20101026,4.2244,
300027.SZ,ЛЊвъажЕм,20101027,4.1243,
300027.SZ,ЛЊвъажЕм,20101028,4.0295,
300027.SZ,ЛЊвъажЕм,20101029,4.1043,
300027.SZ,ЛЊвъажЕм,20101101,4.2578,
300027.SZ,ЛЊвъажЕм,20101102,4.0469,
300027.SZ,ЛЊвъажЕм,20101103,3.9241,
300027.SZ,ЛЊвъажЕм,20101104,3.9521,
300027.SZ,ЛЊвъажЕм,20101105,3.9921,
300027.SZ,ЛЊвъажЕм,20101108,4.0522,
300027.SZ,ЛЊвъажЕм,20101109,4.0309,
300027.SZ,ЛЊвъажЕм,20101110,4.1336,
300027.SZ,ЛЊвъажЕм,20101111,4.1403,
300027.SZ,ЛЊвъажЕм,20101112,3.9147,
300027.SZ,ЛЊвъажЕм,20101115,4.0549,
300027.SZ,ЛЊвъажЕм,20101116,3.9828,
300027.SZ,ЛЊвъажЕм,20101117,3.9588,
300027.SZ,ЛЊвъажЕм,20101118,3.9201,
300027.SZ,ЛЊвъажЕм,20101119,4.0455,
300027.SZ,ЛЊвъажЕм,20101122,4.1683,
300027.SZ,ЛЊвъажЕм,20101123,4.0469,
300027.SZ,ЛЊвъажЕм,20101124,4.1643,
300027.SZ,ЛЊвъажЕм,20101125,4.1763,
300027.SZ,ЛЊвъажЕм,20101126,4.2204,
300027.SZ,ЛЊвъажЕм,20101129,4.0842,
300027.SZ,ЛЊвъажЕм,20101130,3.8854,
300027.SZ,ЛЊвъажЕм,20101201,3.9721,
300027.SZ,ЛЊвъажЕм,20101202,3.9908,
300027.SZ,ЛЊвъажЕм,20101203,3.9988,
300027.SZ,ЛЊвъажЕм,20101206,3.896,
300027.SZ,ЛЊвъажЕм,20101207,3.9267,
300027.SZ,ЛЊвъажЕм,20101208,4.0869,
300027.SZ,ЛЊвъажЕм,20101209,4.0509,
300027.SZ,ЛЊвъажЕм,20101210,4.0936,
300027.SZ,ЛЊвъажЕм,20101213,4.1523,
300027.SZ,ЛЊвъажЕм,20101214,4.195,
300027.SZ,ЛЊвъажЕм,20101215,4.5434,
300027.SZ,ЛЊвъажЕм,20101216,4.4259,
300027.SZ,ЛЊвъажЕм,20101217,4.3912,
300027.SZ,ЛЊвъажЕм,20101220,4.4847,
300027.SZ,ЛЊвъажЕм,20101221,4.4953,
300027.SZ,ЛЊвъажЕм,20101222,4.3565,
300027.SZ,ЛЊвъажЕм,20101223,4.1683,
300027.SZ,ЛЊвъажЕм,20101224,4.151,
300027.SZ,ЛЊвъажЕм,20101227,3.9241,
300027.SZ,ЛЊвъажЕм,20101228,3.8333,
300027.SZ,ЛЊвъажЕм,20101229,3.8774,
300027.SZ,ЛЊвъажЕм,20101230,3.852,
300027.SZ,ЛЊвъажЕм,20101231,3.9147,
300027.SZ,ЛЊвъажЕм,20110104,3.9775,
300027.SZ,ЛЊвъажЕм,20110105,3.8814,
300027.SZ,ЛЊвъажЕм,20110106,3.7692,
300027.SZ,ЛЊвъажЕм,20110107,3.8226,
300027.SZ,ЛЊвъажЕм,20110110,3.7212,
300027.SZ,ЛЊвъажЕм,20110111,3.7332,
300027.SZ,ЛЊвъажЕм,20110112,3.7292,
300027.SZ,ЛЊвъажЕм,20110113,3.8106,
300027.SZ,ЛЊвъажЕм,20110114,3.6865,
300027.SZ,ЛЊвъажЕм,20110117,3.4703,
300027.SZ,ЛЊвъажЕм,20110118,3.4476,
300027.SZ,ЛЊвъажЕм,20110119,3.517,
300027.SZ,ЛЊвъажЕм,20110120,3.4115,
300027.SZ,ЛЊвъажЕм,20110121,3.4222,
300027.SZ,ЛЊвъажЕм,20110124,3.3608,
300027.SZ,ЛЊвъажЕм,20110125,3.3635,
300027.SZ,ЛЊвъажЕм,20110126,3.4142,
300027.SZ,ЛЊвъажЕм,20110127,3.4716,
300027.SZ,ЛЊвъажЕм,20110128,3.4956,
300027.SZ,ЛЊвъажЕм,20110131,3.501,
300027.SZ,ЛЊвъажЕм,20110201,3.5477,
300027.SZ,ЛЊвъажЕм,20110209,3.4756,
300027.SZ,ЛЊвъажЕм,20110210,3.5677,
300027.SZ,ЛЊвъажЕм,20110211,3.5744,
300027.SZ,ЛЊвъажЕм,20110214,3.6278,
300027.SZ,ЛЊвъажЕм,20110215,3.6117,
300027.SZ,ЛЊвъажЕм,20110216,3.6318,
300027.SZ,ЛЊвъажЕм,20110217,3.6478,
300027.SZ,ЛЊвъажЕм,20110218,3.6104,
300027.SZ,ЛЊвъажЕм,20110221,3.6198,
300027.SZ,ЛЊвъажЕм,20110222,3.6278,
300027.SZ,ЛЊвъажЕм,20110223,3.6424,
300027.SZ,ЛЊвъажЕм,20110224,3.7679,
300027.SZ,ЛЊвъажЕм,20110225,3.7479,
300027.SZ,ЛЊвъажЕм,20110228,3.7546,
300027.SZ,ЛЊвъажЕм,20110301,3.6585,
300027.SZ,ЛЊвъажЕм,20110302,3.6731,
300027.SZ,ЛЊвъажЕм,20110303,3.6144,
300027.SZ,ЛЊвъажЕм,20110304,3.6571,
300027.SZ,ЛЊвъажЕм,20110307,3.6558,
300027.SZ,ЛЊвъажЕм,20110308,3.6731,
300027.SZ,ЛЊвъажЕм,20110309,3.6705,
300027.SZ,ЛЊвъажЕм,20110310,3.7853,
300027.SZ,ЛЊвъажЕм,20110311,3.8827,
300027.SZ,ЛЊвъажЕм,20110314,3.8053,
300027.SZ,ЛЊвъажЕм,20110315,3.6972,
300027.SZ,ЛЊвъажЕм,20110316,3.7279,
300027.SZ,ЛЊвъажЕм,20110317,3.6585,
300027.SZ,ЛЊвъажЕм,20110318,3.6505,
300027.SZ,ЛЊвъажЕм,20110321,3.565,
300027.SZ,ЛЊвъажЕм,20110322,3.5931,
300027.SZ,ЛЊвъажЕм,20110323,3.6545,
300027.SZ,ЛЊвъажЕм,20110324,3.6264,
300027.SZ,ЛЊвъажЕм,20110325,3.5997,
300027.SZ,ЛЊвъажЕм,20110328,3.553,
300027.SZ,ЛЊвъажЕм,20110329,3.5103,
300027.SZ,ЛЊвъажЕм,20110330,3.4903,
300027.SZ,ЛЊвъажЕм,20110331,3.4903,
300027.SZ,ЛЊвъажЕм,20110401,3.5103,
300027.SZ,ЛЊвъажЕм,20110406,3.4276,
300027.SZ,ЛЊвъажЕм,20110407,3.4689,
300027.SZ,ЛЊвъажЕм,20110408,3.6051,
300027.SZ,ЛЊвъажЕм,20110411,3.5597,
300027.SZ,ЛЊвъажЕм,20110412,3.5637,
300027.SZ,ЛЊвъажЕм,20110413,3.6117,
300027.SZ,ЛЊвъажЕм,20110414,3.5904,
300027.SZ,ЛЊвъажЕм,20110415,3.5347,
300027.SZ,ЛЊвъажЕм,20110418,3.5613,
300027.SZ,ЛЊвъажЕм,20110419,3.4887,
300027.SZ,ЛЊвъажЕм,20110420,3.525,
300027.SZ,ЛЊвъажЕм,20110421,3.6291,
300027.SZ,ЛЊвъажЕм,20110422,3.6049,
300027.SZ,ЛЊвъажЕм,20110425,3.634,
300027.SZ,ЛЊвъажЕм,20110426,3.5347,
300027.SZ,ЛЊвъажЕм,20110427,3.5105,
300027.SZ,ЛЊвъажЕм,20110428,3.3531,
300027.SZ,ЛЊвъажЕм,20110429,3.3701,
300027.SZ,ЛЊвъажЕм,20110503,3.3846,
300027.SZ,ЛЊвъажЕм,20110504,3.3556,
300027.SZ,ЛЊвъажЕм,20110505,3.5807,
300027.SZ,ЛЊвъажЕм,20110506,3.525,
300027.SZ,ЛЊвъажЕм,20110509,3.8252,
300027.SZ,ЛЊвъажЕм,20110510,3.7889,
300027.SZ,ЛЊвъажЕм,20110511,3.7671,
300027.SZ,ЛЊвъажЕм,20110512,3.7405,
300027.SZ,ЛЊвъажЕм,20110513,3.755,
300027.SZ,ЛЊвъажЕм,20110516,3.755,
300027.SZ,ЛЊвъажЕм,20110517,3.6945,
300027.SZ,ЛЊвъажЕм,20110518,3.6509,
300027.SZ,ЛЊвъажЕм,20110519,3.663,
300027.SZ,ЛЊвъажЕм,20110520,3.5783,
300027.SZ,ЛЊвъажЕм,20110523,3.4185,
300027.SZ,ЛЊвъажЕм,20110524,3.5347,
300027.SZ,ЛЊвъажЕм,20110525,3.4524,
300027.SZ,ЛЊвъажЕм,20110526,3.5057,
300027.SZ,ЛЊвъажЕм,20110527,3.5347,
300027.SZ,ЛЊвъажЕм,20110530,3.68,
300027.SZ,ЛЊвъажЕм,20110531,3.7284,
300027.SZ,ЛЊвъажЕм,20110601,3.6872,
300027.SZ,ЛЊвъажЕм,20110602,3.6872,
300027.SZ,ЛЊвъажЕм,20110603,3.7405,
300027.SZ,ЛЊвъажЕм,20110607,3.7163,
300027.SZ,ЛЊвъажЕм,20110608,3.6412,
300027.SZ,ЛЊвъажЕм,20110609,3.4863,
300027.SZ,ЛЊвъажЕм,20110610,3.5274,
300027.SZ,ЛЊвъажЕм,20110613,3.5371,
300027.SZ,ЛЊвъажЕм,20110614,3.5759,
300027.SZ,ЛЊвъажЕм,20110615,3.4814,
300027.SZ,ЛЊвъажЕм,20110616,3.4282,
300027.SZ,ЛЊвъажЕм,20110617,3.45,
300027.SZ,ЛЊвъажЕм,20110620,3.496,
300027.SZ,ЛЊвъажЕм,20110621,3.5178,
300027.SZ,ЛЊвъажЕм,20110622,3.4524,
300027.SZ,ЛЊвъажЕм,20110623,3.5008,
300027.SZ,ЛЊвъажЕм,20110624,3.5517,
300027.SZ,ЛЊвъажЕм,20110627,3.5492,
300027.SZ,ЛЊвъажЕм,20110628,3.5274,
300027.SZ,ЛЊвъажЕм,20110629,3.4645,
300027.SZ,ЛЊвъажЕм,20110630,3.4863,
300027.SZ,ЛЊвъажЕм,20110701,3.5468,
300027.SZ,ЛЊвъажЕм,20110704,3.6267,
300027.SZ,ЛЊвъажЕм,20110705,3.6098,
300027.SZ,ЛЊвъажЕм,20110706,3.6897,
300027.SZ,ЛЊвъажЕм,20110707,3.7114,
300027.SZ,ЛЊвъажЕм,20110708,3.6703,
300027.SZ,ЛЊвъажЕм,20110711,3.6703,
300027.SZ,ЛЊвъажЕм,20110712,3.7187,
300027.SZ,ЛЊвъажЕм,20110713,3.7478,
300027.SZ,ЛЊвъажЕм,20110714,3.7671,
300027.SZ,ЛЊвъажЕм,20110715,3.8785,
300027.SZ,ЛЊвъажЕм,20110718,3.8155,
300027.SZ,ЛЊвъажЕм,20110719,3.7308,
300027.SZ,ЛЊвъажЕм,20110720,3.8107,
300027.SZ,ЛЊвъажЕм,20110721,3.7526,
300027.SZ,ЛЊвъажЕм,20110722,3.7187,
300027.SZ,ЛЊвъажЕм,20110725,3.6267,
300027.SZ,ЛЊвъажЕм,20110726,3.6364,
300027.SZ,ЛЊвъажЕм,20110727,3.6993,
300027.SZ,ЛЊвъажЕм,20110728,3.68,
300027.SZ,ЛЊвъажЕм,20110729,3.7357,
300027.SZ,ЛЊвъажЕм,20110801,3.755,
300027.SZ,ЛЊвъажЕм,20110802,3.7768,
300027.SZ,ЛЊвъажЕм,20110803,3.8204,
300027.SZ,ЛЊвъажЕм,20110804,3.7889,
300027.SZ,ЛЊвъажЕм,20110805,3.7889,
300027.SZ,ЛЊвъажЕм,20110808,3.6654,
300027.SZ,ЛЊвъажЕм,20110809,3.6533,
300027.SZ,ЛЊвъажЕм,20110810,3.6703,
300027.SZ,ЛЊвъажЕм,20110811,3.8325,
300027.SZ,ЛЊвъажЕм,20110812,3.9971,
300027.SZ,ЛЊвъажЕм,20110815,4.0141,
300027.SZ,ЛЊвъажЕм,20110816,3.9899,
300027.SZ,ЛЊвъажЕм,20110817,4.0262,
300027.SZ,ЛЊвъажЕм,20110818,3.9197,
300027.SZ,ЛЊвъажЕм,20110819,3.9947,
300027.SZ,ЛЊвъажЕм,20110822,3.9584,
300027.SZ,ЛЊвъажЕм,20110823,4.1327,
300027.SZ,ЛЊвъажЕм,20110824,4.1327,
300027.SZ,ЛЊвъажЕм,20110825,4.1303,
300027.SZ,ЛЊвъажЕм,20110826,4.1303,
300027.SZ,ЛЊвъажЕм,20110829,4.2949,
300027.SZ,ЛЊвъажЕм,20110830,4.2078,
300027.SZ,ЛЊвъажЕм,20110831,4.2005,
300027.SZ,ЛЊвъажЕм,20110901,4.1012,
300027.SZ,ЛЊвъажЕм,20110902,4.1642,
300027.SZ,ЛЊвъажЕм,20110905,4.0673,
300027.SZ,ЛЊвъажЕм,20110906,4.0794,
300027.SZ,ЛЊвъажЕм,20110907,4.1666,
300027.SZ,ЛЊвъажЕм,20110908,4.1158,
300027.SZ,ЛЊвъажЕм,20110909,4.1303,
300027.SZ,ЛЊвъажЕм,20110913,3.9439,
300027.SZ,ЛЊвъажЕм,20110914,3.9995,
300027.SZ,ЛЊвъажЕм,20110915,3.9874,
300027.SZ,ЛЊвъажЕм,20110916,3.9874,
300027.SZ,ЛЊвъажЕм,20110919,3.9221,
300027.SZ,ЛЊвъажЕм,20110920,3.9245,
300027.SZ,ЛЊвъажЕм,20110921,4.0165,
300027.SZ,ЛЊвъажЕм,20110922,3.9366,
300027.SZ,ЛЊвъажЕм,20110923,3.9148,
300027.SZ,ЛЊвъажЕм,20110926,3.8422,
300027.SZ,ЛЊвъажЕм,20110927,3.9027,
300027.SZ,ЛЊвъажЕм,20110928,3.7889,
300027.SZ,ЛЊвъажЕм,20110929,3.6558,
300027.SZ,ЛЊвъажЕм,20110930,3.6872,
300027.SZ,ЛЊвъажЕм,20111010,3.7526,
300027.SZ,ЛЊвъажЕм,20111011,3.7647,
300027.SZ,ЛЊвъажЕм,20111012,3.9221,
300027.SZ,ЛЊвъажЕм,20111013,4.0455,
300027.SZ,ЛЊвъажЕм,20111014,4.031,
300027.SZ,ЛЊвъажЕм,20111017,3.9681,
300027.SZ,ЛЊвъажЕм,20111018,3.9535,
300027.SZ,ЛЊвъажЕм,20111019,3.9874,
300027.SZ,ЛЊвъажЕм,20111020,3.8325,
300027.SZ,ЛЊвъажЕм,20111021,3.6751,
