╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
600399.SH,╦╖кЁль╦ж,20001229,2.0867,
600399.SH,╦╖кЁль╦ж,20010102,2.1332,
600399.SH,╦╖кЁль╦ж,20010103,2.1332,
600399.SH,╦╖кЁль╦ж,20010104,2.171,
600399.SH,╦╖кЁль╦ж,20010105,2.203,
600399.SH,╦╖кЁль╦ж,20010108,2.2989,
600399.SH,╦╖кЁль╦ж,20010109,2.3512,
600399.SH,╦╖кЁль╦ж,20010110,2.3338,
600399.SH,╦╖кЁль╦ж,20010111,2.3657,
600399.SH,╦╖кЁль╦ж,20010112,2.3745,
600399.SH,╦╖кЁль╦ж,20010115,2.2611,
600399.SH,╦╖кЁль╦ж,20010116,2.2844,
600399.SH,╦╖кЁль╦ж,20010117,2.2902,
600399.SH,╦╖кЁль╦ж,20010118,2.296,
600399.SH,╦╖кЁль╦ж,20010119,2.3425,
600399.SH,╦╖кЁль╦ж,20010205,2.2727,
600399.SH,╦╖кЁль╦ж,20010206,2.2785,
600399.SH,╦╖кЁль╦ж,20010207,2.2756,
600399.SH,╦╖кЁль╦ж,20010208,2.2233,
600399.SH,╦╖кЁль╦ж,20010209,2.2611,
600399.SH,╦╖кЁль╦ж,20010212,2.2582,
600399.SH,╦╖кЁль╦ж,20010213,2.2524,
600399.SH,╦╖кЁль╦ж,20010214,2.2524,
600399.SH,╦╖кЁль╦ж,20010215,2.2611,
600399.SH,╦╖кЁль╦ж,20010216,2.232,
600399.SH,╦╖кЁль╦ж,20010219,2.2524,
600399.SH,╦╖кЁль╦ж,20010220,2.2204,
600399.SH,╦╖кЁль╦ж,20010221,2.171,
600399.SH,╦╖кЁль╦ж,20010222,2.1652,
600399.SH,╦╖кЁль╦ж,20010223,2.2233,
600399.SH,╦╖кЁль╦ж,20010226,2.2437,
600399.SH,╦╖кЁль╦ж,20010227,2.232,
600399.SH,╦╖кЁль╦ж,20010228,2.2466,
600399.SH,╦╖кЁль╦ж,20010301,2.2553,
600399.SH,╦╖кЁль╦ж,20010302,2.2698,
600399.SH,╦╖кЁль╦ж,20010305,2.2553,
600399.SH,╦╖кЁль╦ж,20010306,2.2931,
600399.SH,╦╖кЁль╦ж,20010307,2.2844,
600399.SH,╦╖кЁль╦ж,20010308,2.2873,
600399.SH,╦╖кЁль╦ж,20010309,2.2785,
600399.SH,╦╖кЁль╦ж,20010312,2.2669,
600399.SH,╦╖кЁль╦ж,20010313,2.3512,
600399.SH,╦╖кЁль╦ж,20010314,2.3686,
600399.SH,╦╖кЁль╦ж,20010315,2.3774,
600399.SH,╦╖кЁль╦ж,20010316,2.4529,
600399.SH,╦╖кЁль╦ж,20010319,2.5808,
600399.SH,╦╖кЁль╦ж,20010320,2.5663,
600399.SH,╦╖кЁль╦ж,20010321,2.5576,
600399.SH,╦╖кЁль╦ж,20010322,2.5634,
600399.SH,╦╖кЁль╦ж,20010323,2.482,
600399.SH,╦╖кЁль╦ж,20010326,2.5314,
600399.SH,╦╖кЁль╦ж,20010327,2.5256,
600399.SH,╦╖кЁль╦ж,20010328,2.5546,
600399.SH,╦╖кЁль╦ж,20010329,2.5285,
600399.SH,╦╖кЁль╦ж,20010330,2.5634,
600399.SH,╦╖кЁль╦ж,20010402,2.5779,
600399.SH,╦╖кЁль╦ж,20010403,2.543,
600399.SH,╦╖кЁль╦ж,20010404,2.514,
600399.SH,╦╖кЁль╦ж,20010405,2.543,
600399.SH,╦╖кЁль╦ж,20010406,2.5052,
600399.SH,╦╖кЁль╦ж,20010409,2.4994,
600399.SH,╦╖кЁль╦ж,20010410,2.5314,
600399.SH,╦╖кЁль╦ж,20010411,2.5343,
600399.SH,╦╖кЁль╦ж,20010412,2.5198,
600399.SH,╦╖кЁль╦ж,20010413,2.5052,
600399.SH,╦╖кЁль╦ж,20010416,2.543,
600399.SH,╦╖кЁль╦ж,20010417,2.5227,
600399.SH,╦╖кЁль╦ж,20010418,2.5517,
600399.SH,╦╖кЁль╦ж,20010419,2.5605,
600399.SH,╦╖кЁль╦ж,20010420,2.6041,
600399.SH,╦╖кЁль╦ж,20010423,2.6157,
600399.SH,╦╖кЁль╦ж,20010424,2.5837,
600399.SH,╦╖кЁль╦ж,20010425,2.5081,
600399.SH,╦╖кЁль╦ж,20010426,2.4762,
600399.SH,╦╖кЁль╦ж,20010427,2.4791,
600399.SH,╦╖кЁль╦ж,20010430,2.45,
600399.SH,╦╖кЁль╦ж,20010508,2.4704,
600399.SH,╦╖кЁль╦ж,20010509,2.4965,
600399.SH,╦╖кЁль╦ж,20010510,2.4965,
600399.SH,╦╖кЁль╦ж,20010511,2.4994,
600399.SH,╦╖кЁль╦ж,20010514,2.5285,
600399.SH,╦╖кЁль╦ж,20010515,2.5779,
600399.SH,╦╖кЁль╦ж,20010516,2.5488,
600399.SH,╦╖кЁль╦ж,20010517,2.5023,
600399.SH,╦╖кЁль╦ж,20010518,2.5052,
600399.SH,╦╖кЁль╦ж,20010521,2.5285,
600399.SH,╦╖кЁль╦ж,20010522,2.5314,
600399.SH,╦╖кЁль╦ж,20010523,2.4936,
600399.SH,╦╖кЁль╦ж,20010524,2.4733,
600399.SH,╦╖кЁль╦ж,20010525,2.5256,
600399.SH,╦╖кЁль╦ж,20010528,2.4849,
600399.SH,╦╖кЁль╦ж,20010529,2.4907,
600399.SH,╦╖кЁль╦ж,20010530,2.5198,
600399.SH,╦╖кЁль╦ж,20010531,2.543,
600399.SH,╦╖кЁль╦ж,20010601,2.5692,
600399.SH,╦╖кЁль╦ж,20010604,2.575,
600399.SH,╦╖кЁль╦ж,20010605,2.5576,
600399.SH,╦╖кЁль╦ж,20010606,2.5692,
600399.SH,╦╖кЁль╦ж,20010607,2.5779,
600399.SH,╦╖кЁль╦ж,20010608,2.5575,
600399.SH,╦╖кЁль╦ж,20010611,2.6043,
600399.SH,╦╖кЁль╦ж,20010612,2.6247,
600399.SH,╦╖кЁль╦ж,20010613,2.6481,
600399.SH,╦╖кЁль╦ж,20010614,2.6013,
600399.SH,╦╖кЁль╦ж,20010615,2.7212,
600399.SH,╦╖кЁль╦ж,20010618,2.6832,
600399.SH,╦╖кЁль╦ж,20010619,2.6715,
600399.SH,╦╖кЁль╦ж,20010620,2.7007,
600399.SH,╦╖кЁль╦ж,20010621,2.7387,
600399.SH,╦╖кЁль╦ж,20010622,2.7504,
