����,���,����,���̼�(Ԫ),
300038.SZ,÷̩ŵ,20100108,23.3017,
300038.SZ,÷̩ŵ,20100111,21.5282,
300038.SZ,÷̩ŵ,20100112,21.6771,
300038.SZ,÷̩ŵ,20100113,21.2758,
300038.SZ,÷̩ŵ,20100114,21.9489,
300038.SZ,÷̩ŵ,20100115,21.58,
300038.SZ,÷̩ŵ,20100118,21.4505,
300038.SZ,÷̩ŵ,20100119,21.3211,
300038.SZ,÷̩ŵ,20100120,19.8971,
300038.SZ,÷̩ŵ,20100121,20.0848,
300038.SZ,÷̩ŵ,20100122,19.0233,
300038.SZ,÷̩ŵ,20100125,18.4666,
300038.SZ,÷̩ŵ,20100126,18.1818,
300038.SZ,÷̩ŵ,20100127,18.2206,
300038.SZ,÷̩ŵ,20100128,18.3048,
300038.SZ,÷̩ŵ,20100129,18.5572,
300038.SZ,÷̩ŵ,20100201,17.4569,
300038.SZ,÷̩ŵ,20100202,17.0879,
300038.SZ,÷̩ŵ,20100203,16.8937,
300038.SZ,÷̩ŵ,20100204,16.9326,
300038.SZ,÷̩ŵ,20100205,16.9326,
300038.SZ,÷̩ŵ,20100208,17.0944,
300038.SZ,÷̩ŵ,20100209,17.0232,
300038.SZ,÷̩ŵ,20100210,17.4698,
300038.SZ,÷̩ŵ,20100211,17.4245,
300038.SZ,÷̩ŵ,20100212,17.5798,
300038.SZ,÷̩ŵ,20100222,17.2756,
300038.SZ,÷̩ŵ,20100223,17.185,
300038.SZ,÷̩ŵ,20100224,18.9067,
300038.SZ,÷̩ŵ,20100225,19.1268,
300038.SZ,÷̩ŵ,20100226,18.9326,
300038.SZ,÷̩ŵ,20100301,18.9974,
300038.SZ,÷̩ŵ,20100302,19.1333,
300038.SZ,÷̩ŵ,20100303,18.8873,
300038.SZ,÷̩ŵ,20100304,18.0588,
300038.SZ,÷̩ŵ,20100305,18.2465,
300038.SZ,÷̩ŵ,20100308,18.499,
300038.SZ,÷̩ŵ,20100309,18.9326,
300038.SZ,÷̩ŵ,20100310,18.7061,
300038.SZ,÷̩ŵ,20100311,18.8614,
300038.SZ,÷̩ŵ,20100312,19.1268,
300038.SZ,÷̩ŵ,20100315,19.3922,
300038.SZ,÷̩ŵ,20100316,19.0297,
300038.SZ,÷̩ŵ,20100317,19.4699,
300038.SZ,÷̩ŵ,20100318,19.7223,
300038.SZ,÷̩ŵ,20100319,19.6058,
300038.SZ,÷̩ŵ,20100322,19.6123,
300038.SZ,÷̩ŵ,20100323,19.4634,
300038.SZ,÷̩ŵ,20100324,19.8841,
300038.SZ,÷̩ŵ,20100325,20.5508,
300038.SZ,÷̩ŵ,20100326,19.4246,
300038.SZ,÷̩ŵ,20100329,19.1721,
300038.SZ,÷̩ŵ,20100330,19.554,
300038.SZ,÷̩ŵ,20100331,20.0201,
300038.SZ,÷̩ŵ,20100401,20.2595,
300038.SZ,÷̩ŵ,20100402,20.3566,
300038.SZ,÷̩ŵ,20100406,20.7126,
300038.SZ,÷̩ŵ,20100407,20.8162,
300038.SZ,÷̩ŵ,20100408,20.4602,
300038.SZ,÷̩ŵ,20100409,20.732,
300038.SZ,÷̩ŵ,20100412,20.9715,
300038.SZ,÷̩ŵ,20100413,19.2886,
300038.SZ,÷̩ŵ,20100414,19.0686,
300038.SZ,÷̩ŵ,20100415,18.2724,
300038.SZ,÷̩ŵ,20100416,18.2724,
300038.SZ,÷̩ŵ,20100419,18.1106,
300038.SZ,÷̩ŵ,20100420,18.0135,
300038.SZ,÷̩ŵ,20100421,18.5766,
300038.SZ,÷̩ŵ,20100422,18.7708,
300038.SZ,÷̩ŵ,20100423,18.3825,
300038.SZ,÷̩ŵ,20100426,17.0102,
300038.SZ,÷̩ŵ,20100427,16.5766,
300038.SZ,÷̩ŵ,20100428,16.9132,
