測鎢,潠備,�梪�,彶攫歎(啋),
600510.SH,窪警竣,20020618,3.4877,
600510.SH,窪警竣,20020619,3.5158,
600510.SH,窪警竣,20020620,3.5177,
600510.SH,窪警竣,20020621,3.6057,
600510.SH,窪警竣,20020624,3.9672,
600510.SH,窪警竣,20020625,4.0178,
600510.SH,窪警竣,20020626,3.9953,
600510.SH,窪警竣,20020627,3.9391,
600510.SH,窪警竣,20020628,3.8323,
600510.SH,窪警竣,20020701,3.8305,
600510.SH,窪警竣,20020702,3.8773,
600510.SH,窪警竣,20020703,3.8586,
600510.SH,窪警竣,20020704,3.911,
600510.SH,窪警竣,20020705,3.9709,
600510.SH,窪警竣,20020708,3.9766,
600510.SH,窪警竣,20020709,3.9222,
600510.SH,窪警竣,20020710,3.8773,
600510.SH,窪警竣,20020711,3.8679,
600510.SH,窪警竣,20020712,3.8773,
600510.SH,窪警竣,20020715,3.7949,
600510.SH,窪警竣,20020716,3.778,
600510.SH,窪警竣,20020717,3.7518,
600510.SH,窪警竣,20020718,3.7481,
600510.SH,窪警竣,20020719,3.7818,
600510.SH,窪警竣,20020722,3.7031,
600510.SH,窪警竣,20020723,3.7068,
600510.SH,窪警竣,20020724,3.7293,
600510.SH,窪警竣,20020725,3.7218,
600510.SH,窪警竣,20020726,3.8061,
600510.SH,窪警竣,20020729,3.8174,
600510.SH,窪警竣,20020730,3.8024,
600510.SH,窪警竣,20020731,3.7724,
600510.SH,窪警竣,20020801,3.7574,
600510.SH,窪警竣,20020802,3.7874,
600510.SH,窪警竣,20020805,3.8642,
600510.SH,窪警竣,20020806,3.8511,
600510.SH,窪警竣,20020807,3.8548,
600510.SH,窪警竣,20020808,3.8679,
600510.SH,窪警竣,20020809,3.8323,
600510.SH,窪警竣,20020812,3.8024,
600510.SH,窪警竣,20020813,3.8042,
600510.SH,窪警竣,20020814,3.8248,
600510.SH,窪警竣,20020815,3.7406,
600510.SH,窪警竣,20020816,3.7499,
600510.SH,窪警竣,20020819,3.7462,
600510.SH,窪警竣,20020820,3.8005,
