測鎢,潠備,�梪�,彶攫歎(啋),
300700.SZ,廗毚陔第,20170912,15.11,
300700.SZ,廗毚陔第,20170913,16.62,
300700.SZ,廗毚陔第,20170914,18.28,
300700.SZ,廗毚陔第,20170915,20.11,
300700.SZ,廗毚陔第,20170918,22.12,
300700.SZ,廗毚陔第,20170919,24.33,
300700.SZ,廗毚陔第,20170920,26.76,
300700.SZ,廗毚陔第,20170921,29.44,
300700.SZ,廗毚陔第,20170922,32.38,
300700.SZ,廗毚陔第,20170925,35.62,
300700.SZ,廗毚陔第,20170926,39.18,
300700.SZ,廗毚陔第,20170927,43.1,
300700.SZ,廗毚陔第,20170928,47.41,
300700.SZ,廗毚陔第,20170929,52.15,
300700.SZ,廗毚陔第,20171009,57.37,
300700.SZ,廗毚陔第,20171010,63.11,
300700.SZ,廗毚陔第,20171011,63.11,
300700.SZ,廗毚陔第,20171012,63.11,
300700.SZ,廗毚陔第,20171013,63.11,
300700.SZ,廗毚陔第,20171016,63.11,
300700.SZ,廗毚陔第,20171017,63.11,
300700.SZ,廗毚陔第,20171018,63.11,
300700.SZ,廗毚陔第,20171019,63.11,
300700.SZ,廗毚陔第,20171020,63.11,
300700.SZ,廗毚陔第,20171023,63.11,
300700.SZ,廗毚陔第,20171024,63.11,
300700.SZ,廗毚陔第,20171025,69.42,
300700.SZ,廗毚陔第,20171026,70.7,
300700.SZ,廗毚陔第,20171027,70.55,
300700.SZ,廗毚陔第,20171030,69.64,
300700.SZ,廗毚陔第,20171031,73.5,
300700.SZ,廗毚陔第,20171101,76,
300700.SZ,廗毚陔第,20171102,73.3,
300700.SZ,廗毚陔第,20171103,76.7,
300700.SZ,廗毚陔第,20171106,77.99,
300700.SZ,廗毚陔第,20171107,83.8,
300700.SZ,廗毚陔第,20171108,85.95,
300700.SZ,廗毚陔第,20171109,92,
300700.SZ,廗毚陔第,20171110,92.02,
300700.SZ,廗毚陔第,20171113,92.92,
300700.SZ,廗毚陔第,20171114,99.38,
300700.SZ,廗毚陔第,20171115,89.44,
300700.SZ,廗毚陔第,20171116,84.53,
300700.SZ,廗毚陔第,20171117,80.8,
300700.SZ,廗毚陔第,20171120,85.69,
300700.SZ,廗毚陔第,20171121,78.59,
300700.SZ,廗毚陔第,20171122,81.19,
300700.SZ,廗毚陔第,20171123,74.06,
300700.SZ,廗毚陔第,20171124,68.69,
300700.SZ,廗毚陔第,20171127,66,
300700.SZ,廗毚陔第,20171128,67.12,
300700.SZ,廗毚陔第,20171129,68.79,
300700.SZ,廗毚陔第,20171130,68,
300700.SZ,廗毚陔第,20171201,68.22,
300700.SZ,廗毚陔第,20171204,61.4,
300700.SZ,廗毚陔第,20171205,58.3,
300700.SZ,廗毚陔第,20171206,60.65,
300700.SZ,廗毚陔第,20171207,60.72,
300700.SZ,廗毚陔第,20171208,64.17,
300700.SZ,廗毚陔第,20171211,63.93,
300700.SZ,廗毚陔第,20171212,63.5,
300700.SZ,廗毚陔第,20171213,63,
300700.SZ,廗毚陔第,20171214,64,
300700.SZ,廗毚陔第,20171215,59.44,
300700.SZ,廗毚陔第,20171218,59.97,
300700.SZ,廗毚陔第,20171219,60.55,
300700.SZ,廗毚陔第,20171220,60.3,
300700.SZ,廗毚陔第,20171221,61.52,
300700.SZ,廗毚陔第,20171222,63.85,
300700.SZ,廗毚陔第,20171225,64.8,
300700.SZ,廗毚陔第,20171226,67.9,
300700.SZ,廗毚陔第,20171227,66.41,
300700.SZ,廗毚陔第,20171228,66.98,
300700.SZ,廗毚陔第,20171229,64.9,
300700.SZ,廗毚陔第,20180102,67.11,
300700.SZ,廗毚陔第,20180103,68.31,
300700.SZ,廗毚陔第,20180104,67.69,
300700.SZ,廗毚陔第,20180105,68.39,
300700.SZ,廗毚陔第,20180108,68.45,
300700.SZ,廗毚陔第,20180109,66.87,
300700.SZ,廗毚陔第,20180110,62.89,
300700.SZ,廗毚陔第,20180111,63.54,
300700.SZ,廗毚陔第,20180112,63.05,
