╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
600746.SH,╫╜кукВфу,19960918,1.6744,
600746.SH,╫╜кукВфу,19960919,1.5104,
600746.SH,╫╜кукВфу,19960920,1.541,
600746.SH,╫╜кукВфу,19960923,1.5257,
600746.SH,╫╜кукВфу,19960924,1.5146,
600746.SH,╫╜кукВфу,19960925,1.5771,
600746.SH,╫╜кукВфу,19960926,1.6327,
600746.SH,╫╜кукВфу,19960927,1.598,
600746.SH,╫╜кукВфу,19961003,1.5479,
600746.SH,╫╜кукВфу,19961004,1.5146,
600746.SH,╫╜кукВфу,19961007,1.4854,
600746.SH,╫╜кукВфу,19961008,1.5077,
600746.SH,╫╜кукВфу,19961009,1.4799,
600746.SH,╫╜кукВфу,19961010,1.5049,
600746.SH,╫╜кукВфу,19961011,1.4799,
600746.SH,╫╜кукВфу,19961014,1.5021,
600746.SH,╫╜кукВфу,19961015,1.5271,
600746.SH,╫╜кукВфу,19961016,1.5229,
600746.SH,╫╜кукВфу,19961017,1.6258,
600746.SH,╫╜кукВфу,19961018,1.5354,
600746.SH,╫╜кукВфу,19961021,1.5632,
600746.SH,╫╜кукВфу,19961022,1.5535,
600746.SH,╫╜кукВфу,19961023,1.591,
600746.SH,╫╜кукВфу,19961024,1.6146,
600746.SH,╫╜кукВфу,19961025,1.6883,
600746.SH,╫╜кукВфу,19961028,1.7064,
600746.SH,╫╜кукВфу,19961029,1.6397,
600746.SH,╫╜кукВфу,19961030,1.5646,
600746.SH,╫╜кукВфу,19961031,1.6313,
600746.SH,╫╜кукВфу,19961101,1.5591,
600746.SH,╫╜кукВфу,19961104,1.598,
600746.SH,╫╜кукВфу,19961105,1.5952,
600746.SH,╫╜кукВфу,19961106,1.6146,
600746.SH,╫╜кукВфу,19961107,1.6813,
600746.SH,╫╜кукВфу,19961108,1.6952,
600746.SH,╫╜кукВфу,19961111,1.705,
600746.SH,╫╜кукВфу,19961112,1.6647,
600746.SH,╫╜кукВфу,19961113,1.6369,
600746.SH,╫╜кукВфу,19961114,1.6369,
600746.SH,╫╜кукВфу,19961115,1.6119,
600746.SH,╫╜кукВфу,19961118,1.6813,
600746.SH,╫╜кукВфу,19961119,1.8231,
600746.SH,╫╜кукВфу,19961120,1.8745,
600746.SH,╫╜кукВфу,19961121,1.7369,
600746.SH,╫╜кукВфу,19961122,1.8064,
600746.SH,╫╜кукВфу,19961125,1.9106,
600746.SH,╫╜кукВфу,19961126,1.8898,
600746.SH,╫╜кукВфу,19961127,1.9176,
600746.SH,╫╜кукВфу,19961128,2.0913,
600746.SH,╫╜кукВфу,19961129,2.1121,
600746.SH,╫╜кукВфу,19961202,2.2038,
600746.SH,╫╜кукВфу,19961203,2.0982,
600746.SH,╫╜кукВфу,19961204,2.1468,
600746.SH,╫╜кукВфу,19961205,2.2024,
600746.SH,╫╜кукВфу,19961206,2.1885,
600746.SH,╫╜кукВфу,19961209,2.2788,
600746.SH,╫╜кукВфу,19961210,2.3275,
600746.SH,╫╜кукВфу,19961211,2.4456,
600746.SH,╫╜кукВфу,19961212,2.2372,
600746.SH,╫╜кукВфу,19961213,2.1121,
600746.SH,╫╜кукВфу,19961216,1.9009,
600746.SH,╫╜кукВфу,19961217,1.7105,
600746.SH,╫╜кукВфу,19961218,1.8342,
600746.SH,╫╜кукВфу,19961219,1.6508,
600746.SH,╫╜кукВфу,19961220,1.598,
600746.SH,╫╜кукВфу,19961223,1.673,
600746.SH,╫╜кукВфу,19961224,1.6341,
600746.SH,╫╜кукВфу,19961225,1.6813,
600746.SH,╫╜кукВфу,19961226,1.7369,
600746.SH,╫╜кукВфу,19961227,1.7842,
600746.SH,╫╜кукВфу,19961230,1.8106,
600746.SH,╫╜кукВфу,19961231,1.7508,
600746.SH,╫╜кукВфу,19970102,1.862,
600746.SH,╫╜кукВфу,19970103,1.7717,
600746.SH,╫╜кукВфу,19970106,1.7091,
600746.SH,╫╜кукВфу,19970107,1.78,
600746.SH,╫╜кукВфу,19970108,1.8189,
600746.SH,╫╜кукВфу,19970109,1.8272,
600746.SH,╫╜кукВфу,19970110,1.9231,
600746.SH,╫╜кукВфу,19970113,1.9176,
600746.SH,╫╜кукВфу,19970114,1.837,
600746.SH,╫╜кукВфу,19970115,1.8689,
600746.SH,╫╜кукВфу,19970116,1.8689,
600746.SH,╫╜кукВфу,19970117,1.8759,
600746.SH,╫╜кукВфу,19970120,1.8648,
600746.SH,╫╜кукВфу,19970121,1.8481,
600746.SH,╫╜кукВфу,19970122,1.9176,
600746.SH,╫╜кукВфу,19970123,1.9287,
600746.SH,╫╜кукВфу,19970124,1.9315,
600746.SH,╫╜кукВфу,19970127,1.9203,
600746.SH,╫╜кукВфу,19970128,1.9176,
600746.SH,╫╜кукВфу,19970129,1.9203,
600746.SH,╫╜кукВфу,19970130,1.9273,
600746.SH,╫╜кукВфу,19970131,1.9301,
600746.SH,╫╜кукВфу,19970217,1.969,
600746.SH,╫╜кукВфу,19970218,1.7717,
600746.SH,╫╜кукВфу,19970219,1.8634,
600746.SH,╫╜кукВфу,19970220,1.8036,
600746.SH,╫╜кукВфу,19970221,1.8787,
600746.SH,╫╜кукВфу,19970224,1.8509,
600746.SH,╫╜кукВфу,19970225,1.8648,
600746.SH,╫╜кукВфу,19970226,1.937,
600746.SH,╫╜кукВфу,19970227,1.9384,
600746.SH,╫╜кукВфу,19970228,1.9523,
600746.SH,╫╜кукВфу,19970303,2.0565,
600746.SH,╫╜кукВфу,19970304,2.1079,
600746.SH,╫╜кукВфу,19970305,2.0148,
600746.SH,╫╜кукВфу,19970306,2.0788,
600746.SH,╫╜кукВфу,19970307,2.0593,
600746.SH,╫╜кукВфу,19970310,2.0774,
600746.SH,╫╜кукВфу,19970311,2.1218,
600746.SH,╫╜кукВфу,19970312,2.1246,
600746.SH,╫╜кукВфу,19970313,2.0843,
600746.SH,╫╜кукВфу,19970314,2.0815,
600746.SH,╫╜кукВфу,19970317,2.1468,
600746.SH,╫╜кукВфу,19970318,2.1635,
600746.SH,╫╜кукВфу,19970319,2.1288,
600746.SH,╫╜кукВфу,19970320,2.069,
600746.SH,╫╜кукВфу,19970321,2.1399,
600746.SH,╫╜кукВфу,19970324,2.1107,
600746.SH,╫╜кукВфу,19970325,2.0607,
600746.SH,╫╜кукВфу,19970326,2.1093,
600746.SH,╫╜кукВфу,19970327,2.1218,
600746.SH,╫╜кукВфу,19970328,2.0843,
600746.SH,╫╜кукВфу,19970331,2.2302,
600746.SH,╫╜кукВфу,19970401,2.1996,
600746.SH,╫╜кукВфу,19970402,2.1719,
600746.SH,╫╜кукВфу,19970403,2.2024,
600746.SH,╫╜кукВфу,19970404,2.1816,
600746.SH,╫╜кукВфу,19970407,2.2788,
600746.SH,╫╜кукВфу,19970408,2.2941,
600746.SH,╫╜кукВфу,19970409,2.4428,
600746.SH,╫╜кукВфу,19970410,2.3344,
600746.SH,╫╜кукВфу,19970411,2.3066,
600746.SH,╫╜кукВфу,19970414,2.3316,
600746.SH,╫╜кукВфу,19970415,2.3344,
600746.SH,╫╜кукВфу,19970416,2.3483,
600746.SH,╫╜кукВфу,19970417,2.3803,
600746.SH,╫╜кукВфу,19970418,2.4456,
600746.SH,╫╜кукВфу,19970421,2.4998,
600746.SH,╫╜кукВфу,19970422,2.5359,
600746.SH,╫╜кукВфу,19970423,2.5484,
600746.SH,╫╜кукВфу,19970424,2.654,
