¥˙¬Î,ºÚ≥∆,»’∆⁄, ’≈Ãº€(‘™),
002286.SZ,±£¡‰±¶,20090828,8.6208,
002286.SZ,±£¡‰±¶,20090831,7.9423,
002286.SZ,±£¡‰±¶,20090901,7.5729,
002286.SZ,±£¡‰±¶,20090902,7.4784,
002286.SZ,±£¡‰±¶,20090903,7.6159,
002286.SZ,±£¡‰±¶,20090904,7.7103,
002286.SZ,±£¡‰±¶,20090907,7.802,
002286.SZ,±£¡‰±¶,20090908,7.9881,
002286.SZ,±£¡‰±¶,20090909,8.4777,
002286.SZ,±£¡‰±¶,20090910,8.2715,
002286.SZ,±£¡‰±¶,20090911,8.4204,
002286.SZ,±£¡‰±¶,20090914,8.6408,
002286.SZ,±£¡‰±¶,20090915,8.3173,
002286.SZ,±£¡‰±¶,20090916,8.346,
002286.SZ,±£¡‰±¶,20090917,8.5292,
002286.SZ,±£¡‰±¶,20090918,8.3517,
002286.SZ,±£¡‰±¶,20090921,8.1455,
002286.SZ,±£¡‰±¶,20090922,7.8735,
002286.SZ,±£¡‰±¶,20090923,7.9623,
002286.SZ,±£¡‰±¶,20090924,8.3545,
002286.SZ,±£¡‰±¶,20090925,8.4519,
002286.SZ,±£¡‰±¶,20090928,7.8449,
002286.SZ,±£¡‰±¶,20090929,7.5328,
002286.SZ,±£¡‰±¶,20090930,7.5815,
002286.SZ,±£¡‰±¶,20091009,7.8764,
002286.SZ,±£¡‰±¶,20091012,8.1369,
002286.SZ,±£¡‰±¶,20091013,8.2228,
002286.SZ,±£¡‰±¶,20091014,8.2228,
002286.SZ,±£¡‰±¶,20091015,8.1942,
002286.SZ,±£¡‰±¶,20091016,8.2314,
002286.SZ,±£¡‰±¶,20091019,8.4318,
002286.SZ,±£¡‰±¶,20091020,8.6523,
002286.SZ,±£¡‰±¶,20091021,8.4089,
002286.SZ,±£¡‰±¶,20091022,8.93,
002286.SZ,±£¡‰±¶,20091023,8.8756,
002286.SZ,±£¡‰±¶,20091026,8.6695,
002286.SZ,±£¡‰±¶,20091027,8.3288,
002286.SZ,±£¡‰±¶,20091028,8.8756,
002286.SZ,±£¡‰±¶,20091029,8.5263,
002286.SZ,±£¡‰±¶,20091030,8.6179,
002286.SZ,±£¡‰±¶,20091102,8.6638,
002286.SZ,±£¡‰±¶,20091103,8.721,
002286.SZ,±£¡‰±¶,20091104,8.8584,
002286.SZ,±£¡‰±¶,20091105,8.8814,
002286.SZ,±£¡‰±¶,20091106,8.847,
002286.SZ,±£¡‰±¶,20091109,9.7317,
002286.SZ,±£¡‰±¶,20091110,9.5055,
002286.SZ,±£¡‰±¶,20091111,9.4425,
002286.SZ,±£¡‰±¶,20091112,9.474,
002286.SZ,±£¡‰±¶,20091113,9.9092,
