ด๚ย๋,ผ๒ณฦ,ศีฦฺ,สีลฬผÛ(ิช),
600305.SH,บใหณดืาต,20010206,2.7823,
600305.SH,บใหณดืาต,20010207,2.6967,
600305.SH,บใหณดืาต,20010208,2.7404,
600305.SH,บใหณดืาต,20010209,2.7614,
600305.SH,บใหณดืาต,20010212,2.8033,
600305.SH,บใหณดืาต,20010213,2.7928,
600305.SH,บใหณดืาต,20010214,2.7631,
600305.SH,บใหณดืาต,20010215,2.7351,
600305.SH,บใหณดืาต,20010216,2.7579,
600305.SH,บใหณดืาต,20010219,2.7788,
600305.SH,บใหณดืาต,20010220,2.7788,
600305.SH,บใหณดืาต,20010221,2.7299,
600305.SH,บใหณดืาต,20010222,2.7753,
600305.SH,บใหณดืาต,20010223,2.8592,
600305.SH,บใหณดืาต,20010226,2.868,
600305.SH,บใหณดืาต,20010227,2.8767,
600305.SH,บใหณดืาต,20010228,2.8627,
600305.SH,บใหณดืาต,20010301,2.9099,
600305.SH,บใหณดืาต,20010302,2.9012,
600305.SH,บใหณดืาต,20010305,2.9431,
600305.SH,บใหณดืาต,20010306,2.9798,
600305.SH,บใหณดืาต,20010307,2.9519,
600305.SH,บใหณดืาต,20010308,2.9361,
600305.SH,บใหณดืาต,20010309,2.9449,
600305.SH,บใหณดืาต,20010312,2.9693,
600305.SH,บใหณดืาต,20010313,2.9274,
600305.SH,บใหณดืาต,20010314,2.9501,
600305.SH,บใหณดืาต,20010315,3.0235,
600305.SH,บใหณดืาต,20010316,3.006,
600305.SH,บใหณดืาต,20010319,3.0025,
600305.SH,บใหณดืาต,20010320,3.0113,
600305.SH,บใหณดืาต,20010321,2.9623,
600305.SH,บใหณดืาต,20010322,2.9833,
600305.SH,บใหณดืาต,20010323,2.9326,
600305.SH,บใหณดืาต,20010326,2.9798,
600305.SH,บใหณดืาต,20010327,2.9571,
600305.SH,บใหณดืาต,20010328,2.999,
600305.SH,บใหณดืาต,20010329,2.9955,
600305.SH,บใหณดืาต,20010330,3.0585,
600305.SH,บใหณดืาต,20010402,3.0689,
600305.SH,บใหณดืาต,20010403,3.0427,
600305.SH,บใหณดืาต,20010404,2.9833,
600305.SH,บใหณดืาต,20010405,3.0462,
600305.SH,บใหณดืาต,20010406,3.027,
600305.SH,บใหณดืาต,20010409,3.02,
600305.SH,บใหณดืาต,20010410,3.0235,
600305.SH,บใหณดืาต,20010411,3.0218,
600305.SH,บใหณดืาต,20010412,3.013,
600305.SH,บใหณดืาต,20010413,3.0375,
600305.SH,บใหณดืาต,20010416,3.0759,
600305.SH,บใหณดืาต,20010417,3.1598,
600305.SH,บใหณดืาต,20010418,3.1476,
600305.SH,บใหณดืาต,20010419,3.1721,
600305.SH,บใหณดืาต,20010420,3.1284,
600305.SH,บใหณดืาต,20010423,3.1633,
600305.SH,บใหณดืาต,20010424,3.1616,
600305.SH,บใหณดืาต,20010425,3.0235,
600305.SH,บใหณดืาต,20010426,3.006,
600305.SH,บใหณดืาต,20010427,3.013,
600305.SH,บใหณดืาต,20010430,2.9886,
600305.SH,บใหณดืาต,20010508,2.9886,
600305.SH,บใหณดืาต,20010509,3.0287,
600305.SH,บใหณดืาต,20010510,3.0742,
600305.SH,บใหณดืาต,20010511,3.1022,
600305.SH,บใหณดืาต,20010514,3.1196,
600305.SH,บใหณดืาต,20010515,3.0969,
600305.SH,บใหณดืาต,20010516,3.1004,
600305.SH,บใหณดืาต,20010517,3.0672,
600305.SH,บใหณดืาต,20010518,3.1214,
600305.SH,บใหณดืาต,20010521,3.2035,
600305.SH,บใหณดืาต,20010522,3.1651,
600305.SH,บใหณดืาต,20010523,3.1301,
600305.SH,บใหณดืาต,20010524,3.1406,
600305.SH,บใหณดืาต,20010525,3.1441,
600305.SH,บใหณดืาต,20010528,3.1668,
600305.SH,บใหณดืาต,20010529,3.2892,
600305.SH,บใหณดืาต,20010530,3.3206,
600305.SH,บใหณดืาต,20010531,3.3503,
600305.SH,บใหณดืาต,20010601,3.3486,
600305.SH,บใหณดืาต,20010604,3.4762,
600305.SH,บใหณดืาต,20010605,3.4779,
600305.SH,บใหณดืาต,20010606,3.4936,
