¥˙¬Î,ºÚ≥∆,»’∆⁄, ’≈Ãº€(‘™),
000888.SZ,∂Î√º…ΩA,19971021,2.6436,
000888.SZ,∂Î√º…ΩA,19971022,2.9072,
000888.SZ,∂Î√º…ΩA,19971023,2.7994,
000888.SZ,∂Î√º…ΩA,19971024,2.6485,
000888.SZ,∂Î√º…ΩA,19971027,2.6535,
000888.SZ,∂Î√º…ΩA,19971028,2.8227,
000888.SZ,∂Î√º…ΩA,19971029,2.9205,
000888.SZ,∂Î√º…ΩA,19971030,2.763,
000888.SZ,∂Î√º…ΩA,19971031,2.7198,
000888.SZ,∂Î√º…ΩA,19971103,2.6601,
000888.SZ,∂Î√º…ΩA,19971104,2.7198,
000888.SZ,∂Î√º…ΩA,19971105,2.7016,
000888.SZ,∂Î√º…ΩA,19971106,2.6966,
000888.SZ,∂Î√º…ΩA,19971107,2.7298,
000888.SZ,∂Î√º…ΩA,19971110,2.6353,
000888.SZ,∂Î√º…ΩA,19971111,2.5374,
000888.SZ,∂Î√º…ΩA,19971112,2.4611,
000888.SZ,∂Î√º…ΩA,19971113,2.5789,
000888.SZ,∂Î√º…ΩA,19971114,2.496,
000888.SZ,∂Î√º…ΩA,19971117,2.4412,
000888.SZ,∂Î√º…ΩA,19971118,2.3882,
000888.SZ,∂Î√º…ΩA,19971119,2.3931,
000888.SZ,∂Î√º…ΩA,19971120,2.3484,
000888.SZ,∂Î√º…ΩA,19971121,2.2903,
000888.SZ,∂Î√º…ΩA,19971124,2.2273,
000888.SZ,∂Î√º…ΩA,19971125,2.2041,
000888.SZ,∂Î√º…ΩA,19971126,2.3268,
000888.SZ,∂Î√º…ΩA,19971127,2.2057,
000888.SZ,∂Î√º…ΩA,19971128,2.3202,
000888.SZ,∂Î√º…ΩA,19971201,2.3931,
000888.SZ,∂Î√º…ΩA,19971202,2.3318,
000888.SZ,∂Î√º…ΩA,19971203,2.3052,
000888.SZ,∂Î√º…ΩA,19971204,2.35,
000888.SZ,∂Î√º…ΩA,19971205,2.3168,
000888.SZ,∂Î√º…ΩA,19971208,2.3285,
000888.SZ,∂Î√º…ΩA,19971209,2.3765,
000888.SZ,∂Î√º…ΩA,19971210,2.3649,
000888.SZ,∂Î√º…ΩA,19971211,2.3301,
000888.SZ,∂Î√º…ΩA,19971212,2.3251,
000888.SZ,∂Î√º…ΩA,19971215,2.3683,
000888.SZ,∂Î√º…ΩA,19971216,2.4346,
000888.SZ,∂Î√º…ΩA,19971217,2.3268,
000888.SZ,∂Î√º…ΩA,19971218,2.3285,
000888.SZ,∂Î√º…ΩA,19971219,2.3268,
000888.SZ,∂Î√º…ΩA,19971222,2.3401,
000888.SZ,∂Î√º…ΩA,19971223,2.4744,
000888.SZ,∂Î√º…ΩA,19971224,2.4396,
000888.SZ,∂Î√º…ΩA,19971225,2.554,
000888.SZ,∂Î√º…ΩA,19971226,2.5291,
000888.SZ,∂Î√º…ΩA,19971229,2.4678,
000888.SZ,∂Î√º…ΩA,19971230,2.4346,
000888.SZ,∂Î√º…ΩA,19971231,2.4562,
000888.SZ,∂Î√º…ΩA,19980105,2.5324,
