測鎢,潠備,�梪�,彶攫歎(啋),
603937.SH,璨絢陔第,20171102,13.81,
603937.SH,璨絢陔第,20171103,15.19,
603937.SH,璨絢陔第,20171106,16.71,
603937.SH,璨絢陔第,20171107,18.38,
603937.SH,璨絢陔第,20171108,20.22,
603937.SH,璨絢陔第,20171109,22.24,
603937.SH,璨絢陔第,20171110,24.46,
603937.SH,璨絢陔第,20171113,26.91,
603937.SH,璨絢陔第,20171114,29.6,
603937.SH,璨絢陔第,20171115,32.56,
603937.SH,璨絢陔第,20171116,31.55,
603937.SH,璨絢陔第,20171117,28.63,
603937.SH,璨絢陔第,20171120,28.89,
603937.SH,璨絢陔第,20171121,28,
603937.SH,璨絢陔第,20171122,25.89,
603937.SH,璨絢陔第,20171123,23.98,
603937.SH,璨絢陔第,20171124,22.35,
603937.SH,璨絢陔第,20171127,24.59,
603937.SH,璨絢陔第,20171128,24.22,
603937.SH,璨絢陔第,20171129,24.83,
603937.SH,璨絢陔第,20171130,26.07,
603937.SH,璨絢陔第,20171201,24.89,
603937.SH,璨絢陔第,20171204,22.4,
603937.SH,璨絢陔第,20171205,20.93,
603937.SH,璨絢陔第,20171206,21.44,
603937.SH,璨絢陔第,20171207,21.15,
603937.SH,璨絢陔第,20171208,21.6,
603937.SH,璨絢陔第,20171211,21.67,
603937.SH,璨絢陔第,20171212,19.99,
603937.SH,璨絢陔第,20171213,20.22,
603937.SH,璨絢陔第,20171214,20.76,
603937.SH,璨絢陔第,20171215,20.19,
603937.SH,璨絢陔第,20171218,22.21,
603937.SH,璨絢陔第,20171219,22.92,
603937.SH,璨絢陔第,20171220,22.77,
603937.SH,璨絢陔第,20171221,23.29,
603937.SH,璨絢陔第,20171222,22.77,
603937.SH,璨絢陔第,20171225,23.54,
603937.SH,璨絢陔第,20171226,25.06,
603937.SH,璨絢陔第,20171227,24.65,
603937.SH,璨絢陔第,20171228,27.12,
603937.SH,璨絢陔第,20171229,26.24,
603937.SH,璨絢陔第,20180102,26.72,
603937.SH,璨絢陔第,20180103,24.84,
603937.SH,璨絢陔第,20180104,24.81,
603937.SH,璨絢陔第,20180105,24.27,
603937.SH,璨絢陔第,20180108,24.99,
603937.SH,璨絢陔第,20180109,25.75,
603937.SH,璨絢陔第,20180110,24.65,
603937.SH,璨絢陔第,20180111,25.82,
603937.SH,璨絢陔第,20180112,26.5,
603937.SH,璨絢陔第,20180115,26.33,
603937.SH,璨絢陔第,20180116,27.05,
603937.SH,璨絢陔第,20180117,27.09,
603937.SH,璨絢陔第,20180118,26.44,
603937.SH,璨絢陔第,20180119,25.05,
603937.SH,璨絢陔第,20180122,23.31,
603937.SH,璨絢陔第,20180123,23.71,
603937.SH,璨絢陔第,20180124,23.94,
603937.SH,璨絢陔第,20180125,24.95,
603937.SH,璨絢陔第,20180126,23.97,
603937.SH,璨絢陔第,20180129,24.4,
603937.SH,璨絢陔第,20180130,23.83,
603937.SH,璨絢陔第,20180131,21.84,
603937.SH,璨絢陔第,20180201,20.8,
603937.SH,璨絢陔第,20180202,21.43,
603937.SH,璨絢陔第,20180205,20.4,
603937.SH,璨絢陔第,20180206,18.36,
603937.SH,璨絢陔第,20180207,18.72,
603937.SH,璨絢陔第,20180208,18.89,
603937.SH,璨絢陔第,20180209,17.76,
603937.SH,璨絢陔第,20180212,18.46,
603937.SH,璨絢陔第,20180213,18.35,
603937.SH,璨絢陔第,20180214,18.63,
603937.SH,璨絢陔第,20180222,19.4,
603937.SH,璨絢陔第,20180223,19.53,
603937.SH,璨絢陔第,20180226,20.18,
603937.SH,璨絢陔第,20180227,20.1,
603937.SH,璨絢陔第,20180228,20.03,
603937.SH,璨絢陔第,20180301,19.98,
603937.SH,璨絢陔第,20180302,19.47,
603937.SH,璨絢陔第,20180305,19.71,
603937.SH,璨絢陔第,20180306,21.68,
603937.SH,璨絢陔第,20180307,21.59,
603937.SH,璨絢陔第,20180308,21.88,
603937.SH,璨絢陔第,20180309,22.05,
603937.SH,璨絢陔第,20180312,22.85,
603937.SH,璨絢陔第,20180313,21.68,
603937.SH,璨絢陔第,20180314,21.49,
603937.SH,璨絢陔第,20180315,20.04,
603937.SH,璨絢陔第,20180316,19.97,
603937.SH,璨絢陔第,20180319,20.56,
603937.SH,璨絢陔第,20180320,20.86,
603937.SH,璨絢陔第,20180321,20.83,
603937.SH,璨絢陔第,20180322,21.45,
603937.SH,璨絢陔第,20180323,19.31,
603937.SH,璨絢陔第,20180326,19.57,
