代码,简称,日期,收盘价(元),
601808.SH,中海油服,20070928,35.4889,
601808.SH,中海油服,20071008,36.3784,
601808.SH,中海油服,20071009,35.6935,
601808.SH,中海油服,20071010,37.9705,
601808.SH,中海油服,20071011,41.7684,
601808.SH,中海油服,20071012,45.9399,
601808.SH,中海油服,20071015,45.4774,
601808.SH,中海油服,20071016,45.0327,
601808.SH,中海油服,20071017,43.8053,
601808.SH,中海油服,20071018,40.2386,
601808.SH,中海油服,20071019,41.0747,
601808.SH,中海油服,20071022,38.2818,
601808.SH,中海油服,20071023,38.8244,
601808.SH,中海油服,20071024,39.527,
601808.SH,中海油服,20071025,36.8943,
601808.SH,中海油服,20071026,36.4673,
601808.SH,中海油服,20071029,37.1255,
601808.SH,中海油服,20071030,40.8345,
601808.SH,中海油服,20071031,40.292,
601808.SH,中海油服,20071101,41.7862,
601808.SH,中海油服,20071102,40.3631,
601808.SH,中海油服,20071105,37.2589,
601808.SH,中海油服,20071106,34.1637,
601808.SH,中海油服,20071107,35.4445,
601808.SH,中海油服,20071108,32.8384,
601808.SH,中海油服,20071109,31.9134,
601808.SH,中海油服,20071112,29.2628,
601808.SH,中海油服,20071113,29.6631,
601808.SH,中海油服,20071114,32.6338,
601808.SH,中海油服,20071115,31.94,
601808.SH,中海油服,20071116,32.6338,
601808.SH,中海油服,20071119,32.109,
601808.SH,中海油服,20071120,32.2958,
601808.SH,中海油服,20071121,31.8689,
601808.SH,中海油服,20071122,29.6275,
601808.SH,中海油服,20071123,30.1434,
601808.SH,中海油服,20071126,29.165,
601808.SH,中海油服,20071127,28.5779,
601808.SH,中海油服,20071128,28.7469,
601808.SH,中海油服,20071129,29.9566,
601808.SH,中海油服,20071130,28.4178,
601808.SH,中海油服,20071203,28.1599,
601808.SH,中海油服,20071204,28.0354,
601808.SH,中海油服,20071205,28.6491,
601808.SH,中海油服,20071206,28.4623,
601808.SH,中海油服,20071207,28.7558,
601808.SH,中海油服,20071210,29.4585,
601808.SH,中海油服,20071211,29.6008,
601808.SH,中海油服,20071212,28.7469,
601808.SH,中海油服,20071213,27.6351,
601808.SH,中海油服,20071214,27.7952,
601808.SH,中海油服,20071217,26.6478,
601808.SH,中海油服,20071218,26.9858,
601808.SH,中海油服,20071219,27.5195,
601808.SH,中海油服,20071220,28.3912,
601808.SH,中海油服,20071221,28.6313,
601808.SH,中海油服,20071224,31.4953,
601808.SH,中海油服,20071225,31.6999,
601808.SH,中海油服,20071226,32.0735,
601808.SH,中海油服,20071227,31.8778,
601808.SH,中海油服,20071228,30.5436,
601808.SH,中海油服,20080102,30.5436,
601808.SH,中海油服,20080103,32.1891,
601808.SH,中海油服,20080104,32.3403,
601808.SH,中海油服,20080107,32.3403,
601808.SH,中海油服,20080108,31.6821,
601808.SH,中海油服,20080109,31.7088,
601808.SH,中海油服,20080110,31.8066,
601808.SH,中海油服,20080111,31.4864,
601808.SH,中海油服,20080114,31.0595,
601808.SH,中海油服,20080115,30.9439,
