´úÂë,¼ò³Æ,ÈÕÆÚ,ÊÕÅÌ¼Û(Ôª),
600768.SH,Äþ²¨¸»°î,19961111,3.3358,
600768.SH,Äþ²¨¸»°î,19961112,3.4526,
600768.SH,Äþ²¨¸»°î,19961113,3.5724,
600768.SH,Äþ²¨¸»°î,19961114,3.5455,
600768.SH,Äþ²¨¸»°î,19961115,3.5275,
600768.SH,Äþ²¨¸»°î,19961118,3.7131,
600768.SH,Äþ²¨¸»°î,19961119,3.6533,
600768.SH,Äþ²¨¸»°î,19961120,3.818,
600768.SH,Äþ²¨¸»°î,19961121,3.5095,
600768.SH,Äþ²¨¸»°î,19961122,3.5814,
600768.SH,Äþ²¨¸»°î,19961125,3.6173,
600768.SH,Äþ²¨¸»°î,19961126,3.5784,
600768.SH,Äþ²¨¸»°î,19961127,3.6143,
600768.SH,Äþ²¨¸»°î,19961128,3.7371,
600768.SH,Äþ²¨¸»°î,19961129,3.8719,
600768.SH,Äþ²¨¸»°î,19961202,4.2192,
600768.SH,Äþ²¨¸»°î,19961203,3.9707,
600768.SH,Äþ²¨¸»°î,19961204,4.7313,
600768.SH,Äþ²¨¸»°î,19961205,4.7912,
600768.SH,Äþ²¨¸»°î,19961206,4.9109,
600768.SH,Äþ²¨¸»°î,19961209,4.9978,
600768.SH,Äþ²¨¸»°î,19961210,5.2403,
600768.SH,Äþ²¨¸»°î,19961211,5.3122,
600768.SH,Äþ²¨¸»°î,19961212,4.881,
600768.SH,Äþ²¨¸»°î,19961213,4.5217,
600768.SH,Äþ²¨¸»°î,19961216,4.0695,
600768.SH,Äþ²¨¸»°î,19961217,3.6622,
600768.SH,Äþ²¨¸»°î,19961218,4.0276,
600768.SH,Äþ²¨¸»°î,19961219,3.7131,
600768.SH,Äþ²¨¸»°î,19961220,3.8479,
600768.SH,Äþ²¨¸»°î,19961223,3.9168,
600768.SH,Äþ²¨¸»°î,19961224,3.6832,
600768.SH,Äþ²¨¸»°î,19961225,3.8629,
600768.SH,Äþ²¨¸»°î,19961226,4.0036,
600768.SH,Äþ²¨¸»°î,19961227,3.9916,
600768.SH,Äþ²¨¸»°î,19961230,4.0276,
600768.SH,Äþ²¨¸»°î,19961231,3.9377,
600768.SH,Äþ²¨¸»°î,19970102,3.9677,
600768.SH,Äþ²¨¸»°î,19970103,3.818,
600768.SH,Äþ²¨¸»°î,19970106,3.7191,
600768.SH,Äþ²¨¸»°î,19970107,3.8269,
600768.SH,Äþ²¨¸»°î,19970108,3.803,
600768.SH,Äþ²¨¸»°î,19970109,3.8778,
600768.SH,Äþ²¨¸»°î,19970110,4.0964,
600768.SH,Äþ²¨¸»°î,19970113,4.1324,
600768.SH,Äþ²¨¸»°î,19970114,3.9946,
600768.SH,Äþ²¨¸»°î,19970115,4.1743,
600768.SH,Äþ²¨¸»°î,19970116,4.2132,
600768.SH,Äþ²¨¸»°î,19970117,4.2372,
600768.SH,Äþ²¨¸»°î,19970120,4.1773,
600768.SH,Äþ²¨¸»°î,19970121,4.1024,
600768.SH,Äþ²¨¸»°î,19970122,4.2222,
600768.SH,Äþ²¨¸»°î,19970123,4.2342,
600768.SH,Äþ²¨¸»°î,19970124,4.1923,
600768.SH,Äþ²¨¸»°î,19970127,4.2222,
600768.SH,Äþ²¨¸»°î,19970128,4.2072,
600768.SH,Äþ²¨¸»°î,19970129,4.2192,
600768.SH,Äþ²¨¸»°î,19970130,4.1773,
600768.SH,Äþ²¨¸»°î,19970131,4.2132,
600768.SH,Äþ²¨¸»°î,19970217,4.1803,
600768.SH,Äþ²¨¸»°î,19970218,3.7611,
600768.SH,Äþ²¨¸»°î,19970219,3.9827,
600768.SH,Äþ²¨¸»°î,19970220,3.8629,
600768.SH,Äþ²¨¸»°î,19970221,4.0126,
600768.SH,Äþ²¨¸»°î,19970224,4.0066,
600768.SH,Äþ²¨¸»°î,19970225,4.0875,
600768.SH,Äþ²¨¸»°î,19970226,4.1863,
600768.SH,Äþ²¨¸»°î,19970227,4.2012,
600768.SH,Äþ²¨¸»°î,19970228,4.2222,
600768.SH,Äþ²¨¸»°î,19970303,4.327,
600768.SH,Äþ²¨¸»°î,19970304,4.3031,
600768.SH,Äþ²¨¸»°î,19970305,4.1923,
600768.SH,Äþ²¨¸»°î,19970306,4.327,
600768.SH,Äþ²¨¸»°î,19970307,4.3031,
600768.SH,Äþ²¨¸»°î,19970310,4.3659,
600768.SH,Äþ²¨¸»°î,19970311,4.5756,
600768.SH,Äþ²¨¸»°î,19970312,4.5157,
600768.SH,Äþ²¨¸»°î,19970313,4.4288,
600768.SH,Äþ²¨¸»°î,19970314,4.4887,
600768.SH,Äþ²¨¸»°î,19970317,4.6714,
600768.SH,Äþ²¨¸»°î,19970318,4.5875,
600768.SH,Äþ²¨¸»°î,19970319,4.5965,
600768.SH,Äþ²¨¸»°î,19970320,4.4318,
600768.SH,Äþ²¨¸»°î,19970321,4.5756,
600768.SH,Äþ²¨¸»°î,19970324,4.5157,
600768.SH,Äþ²¨¸»°î,19970325,4.4318,
600768.SH,Äþ²¨¸»°î,19970326,4.4917,
600768.SH,Äþ²¨¸»°î,19970327,4.5995,
600768.SH,Äþ²¨¸»°î,19970328,4.6444,
600768.SH,Äþ²¨¸»°î,19970331,4.899,
600768.SH,Äþ²¨¸»°î,19970401,4.7792,
600768.SH,Äþ²¨¸»°î,19970402,4.7462,
600768.SH,Äþ²¨¸»°î,19970403,4.7073,
600768.SH,Äþ²¨¸»°î,19970404,4.7822,
600768.SH,Äþ²¨¸»°î,19970407,4.9858,
600768.SH,Äþ²¨¸»°î,19970408,4.7912,
600768.SH,Äþ²¨¸»°î,19970409,4.9559,
600768.SH,Äþ²¨¸»°î,19970410,4.9618,
600768.SH,Äþ²¨¸»°î,19970411,4.8361,
600768.SH,Äþ²¨¸»°î,19970414,4.9259,
600768.SH,Äþ²¨¸»°î,19970415,4.9349,
600768.SH,Äþ²¨¸»°î,19970416,4.9259,
600768.SH,Äþ²¨¸»°î,19970417,4.8511,
600768.SH,Äþ²¨¸»°î,19970418,4.881,
600768.SH,Äþ²¨¸»°î,19970421,4.9169,
600768.SH,Äþ²¨¸»°î,19970422,4.8361,
600768.SH,Äþ²¨¸»°î,19970423,4.7852,
600768.SH,Äþ²¨¸»°î,19970424,4.6115,
600768.SH,Äþ²¨¸»°î,19970425,4.5815,
600768.SH,Äþ²¨¸»°î,19970428,4.5516,
600768.SH,Äþ²¨¸»°î,19970429,4.4917,
600768.SH,Äþ²¨¸»°î,19970430,4.342,
600768.SH,Äþ²¨¸»°î,19970505,4.3719,
600768.SH,Äþ²¨¸»°î,19970506,4.1923,
600768.SH,Äþ²¨¸»°î,19970507,4.2701,
600768.SH,Äþ²¨¸»°î,19970508,4.1024,
600768.SH,Äþ²¨¸»°î,19970509,4.2252,
600768.SH,Äþ²¨¸»°î,19970512,4.2941,
600768.SH,Äþ²¨¸»°î,19970513,4.1623,
600768.SH,Äþ²¨¸»°î,19970514,4.1863,
600768.SH,Äþ²¨¸»°î,19970515,4.36,
600768.SH,Äþ²¨¸»°î,19970516,4.0096,
600768.SH,Äþ²¨¸»°î,19970519,4.0096,
600768.SH,Äþ²¨¸»°î,19970520,4.1773,
600768.SH,Äþ²¨¸»°î,19970521,4.1054,
600768.SH,Äþ²¨¸»°î,19970522,3.6952,
600768.SH,Äþ²¨¸»°î,19970523,3.5634,
600768.SH,Äþ²¨¸»°î,19970526,3.3838,
600768.SH,Äþ²¨¸»°î,19970527,3.4766,
600768.SH,Äþ²¨¸»°î,19970528,3.4347,
600768.SH,Äþ²¨¸»°î,19970529,3.4107,
600768.SH,Äþ²¨¸»°î,19970530,3.4197,
600768.SH,Äþ²¨¸»°î,19970602,3.5634,
600768.SH,Äþ²¨¸»°î,19970603,3.6533,
600768.SH,Äþ²¨¸»°î,19970604,3.6802,
600768.SH,Äþ²¨¸»°î,19970605,3.5934,
600768.SH,Äþ²¨¸»°î,19970606,3.2909,
600768.SH,Äþ²¨¸»°î,19970609,3.234,
600768.SH,Äþ²¨¸»°î,19970610,3.1741,
600768.SH,Äþ²¨¸»°î,19970611,3.2939,
600768.SH,Äþ²¨¸»°î,19970612,3.3029,
600768.SH,Äþ²¨¸»°î,19970613,3.4706,
600768.SH,Äþ²¨¸»°î,19970616,3.7012,
600768.SH,Äþ²¨¸»°î,19970617,3.803,
600768.SH,Äþ²¨¸»°î,19970618,3.6832,
600768.SH,Äþ²¨¸»°î,19970619,3.8329,
