ด๚ย๋,ผ๒ณฦ,ศีฦฺ,สีลฬผÛ(ิช),
600793.SH,าหฑ๖ึฝาต,19970220,8.1811,
600793.SH,าหฑ๖ึฝาต,19970221,7.7542,
600793.SH,าหฑ๖ึฝาต,19970224,7.2523,
600793.SH,าหฑ๖ึฝาต,19970225,7.3157,
600793.SH,าหฑ๖ึฝาต,19970226,7.385,
600793.SH,าหฑ๖ึฝาต,19970227,7.2349,
600793.SH,าหฑ๖ึฝาต,19970228,7.3619,
600793.SH,าหฑ๖ึฝาต,19970303,7.7888,
600793.SH,าหฑ๖ึฝาต,19970304,7.633,
600793.SH,าหฑ๖ึฝาต,19970305,7.4888,
600793.SH,าหฑ๖ึฝาต,19970306,7.6677,
600793.SH,าหฑ๖ึฝาต,19970307,7.5003,
600793.SH,าหฑ๖ึฝาต,19970310,7.4426,
600793.SH,าหฑ๖ึฝาต,19970311,7.5696,
600793.SH,าหฑ๖ึฝาต,19970312,7.8465,
600793.SH,าหฑ๖ึฝาต,19970313,7.6907,
600793.SH,าหฑ๖ึฝาต,19970314,7.6273,
600793.SH,าหฑ๖ึฝาต,19970317,7.6619,
600793.SH,าหฑ๖ึฝาต,19970318,7.7023,
600793.SH,าหฑ๖ึฝาต,19970319,7.9965,
600793.SH,าหฑ๖ึฝาต,19970320,7.558,
600793.SH,าหฑ๖ึฝาต,19970321,7.7542,
600793.SH,าหฑ๖ึฝาต,19970324,7.7023,
600793.SH,าหฑ๖ึฝาต,19970325,7.5119,
600793.SH,าหฑ๖ึฝาต,19970326,7.6388,
600793.SH,าหฑ๖ึฝาต,19970327,7.5523,
600793.SH,าหฑ๖ึฝาต,19970328,7.4715,
600793.SH,าหฑ๖ึฝาต,19970331,7.6734,
600793.SH,าหฑ๖ึฝาต,19970401,7.7657,
600793.SH,าหฑ๖ึฝาต,19970402,7.9619,
600793.SH,าหฑ๖ึฝาต,19970403,7.8696,
600793.SH,าหฑ๖ึฝาต,19970404,7.7888,
600793.SH,าหฑ๖ึฝาต,19970407,7.7138,
600793.SH,าหฑ๖ึฝาต,19970408,7.76,
600793.SH,าหฑ๖ึฝาต,19970409,7.8061,
600793.SH,าหฑ๖ึฝาต,19970410,8.0715,
600793.SH,าหฑ๖ึฝาต,19970411,8.5389,
600793.SH,าหฑ๖ึฝาต,19970414,8.6542,
600793.SH,าหฑ๖ึฝาต,19970415,8.5965,
600793.SH,าหฑ๖ึฝาต,19970416,8.6427,
600793.SH,าหฑ๖ึฝาต,19970417,8.435,
600793.SH,าหฑ๖ึฝาต,19970418,7.8638,
600793.SH,าหฑ๖ึฝาต,19970421,7.8811,
600793.SH,าหฑ๖ึฝาต,19970422,7.7542,
600793.SH,าหฑ๖ึฝาต,19970423,7.7888,
600793.SH,าหฑ๖ึฝาต,19970424,7.6734,
600793.SH,าหฑ๖ึฝาต,19970425,7.7369,
600793.SH,าหฑ๖ึฝาต,19970428,7.558,
600793.SH,าหฑ๖ึฝาต,19970429,7.8465,
600793.SH,าหฑ๖ึฝาต,19970430,7.8465,
600793.SH,าหฑ๖ึฝาต,19970505,7.9042,
600793.SH,าหฑ๖ึฝาต,19970506,7.7888,
600793.SH,าหฑ๖ึฝาต,19970507,8.1811,
600793.SH,าหฑ๖ึฝาต,19970508,7.5292,
600793.SH,าหฑ๖ึฝาต,19970509,7.7311,
600793.SH,าหฑ๖ึฝาต,19970512,7.7888,
600793.SH,าหฑ๖ึฝาต,19970513,8.2042,
600793.SH,าหฑ๖ึฝาต,19970514,7.6273,
600793.SH,าหฑ๖ึฝาต,19970515,7.7715,
600793.SH,าหฑ๖ึฝาต,19970516,6.9926,
600793.SH,าหฑ๖ึฝาต,19970519,7.183,
600793.SH,าหฑ๖ึฝาต,19970520,7.2696,
600793.SH,าหฑ๖ึฝาต,19970521,7.2696,
600793.SH,าหฑ๖ึฝาต,19970522,6.5426,
600793.SH,าหฑ๖ึฝาต,19970523,6.3464,
600793.SH,าหฑ๖ึฝาต,19970526,5.9714,
600793.SH,าหฑ๖ึฝาต,19970527,6.1099,
600793.SH,าหฑ๖ึฝาต,19970528,6.2311,
600793.SH,าหฑ๖ึฝาต,19970529,6.0695,
600793.SH,าหฑ๖ึฝาต,19970530,6.1157,
600793.SH,าหฑ๖ึฝาต,19970602,6.4618,
600793.SH,าหฑ๖ึฝาต,19970603,6.3464,
600793.SH,าหฑ๖ึฝาต,19970604,6.6234,
600793.SH,าหฑ๖ึฝาต,19970605,6.4445,
600793.SH,าหฑ๖ึฝาต,19970606,5.8964,
600793.SH,าหฑ๖ึฝาต,19970609,5.8676,
600793.SH,าหฑ๖ึฝาต,19970610,5.7753,
600793.SH,าหฑ๖ึฝาต,19970611,5.5964,
600793.SH,าหฑ๖ึฝาต,19970612,5.6253,
600793.SH,าหฑ๖ึฝาต,19970613,5.7695,
600793.SH,าหฑ๖ึฝาต,19970616,5.8849,
600793.SH,าหฑ๖ึฝาต,19970617,5.7983,
600793.SH,าหฑ๖ึฝาต,19970618,5.7695,
600793.SH,าหฑ๖ึฝาต,19970619,5.6541,
600793.SH,าหฑ๖ึฝาต,19970620,6.2195,
600793.SH,าหฑ๖ึฝาต,19970623,6.4041,
600793.SH,าหฑ๖ึฝาต,19970624,6.4503,
600793.SH,าหฑ๖ึฝาต,19970625,6.2368,
600793.SH,าหฑ๖ึฝาต,19970626,5.908,
600793.SH,าหฑ๖ึฝาต,19970627,5.4731,
600793.SH,าหฑ๖ึฝาต,19970702,4.9258,
600793.SH,าหฑ๖ึฝาต,19970703,4.5659,
600793.SH,าหฑ๖ึฝาต,19970704,4.6259,
600793.SH,าหฑ๖ึฝาต,19970707,4.3485,
600793.SH,าหฑ๖ึฝาต,19970708,4.326,
600793.SH,าหฑ๖ึฝาต,19970709,4.266,
600793.SH,าหฑ๖ึฝาต,19970710,4.311,
600793.SH,าหฑ๖ึฝาต,19970711,4.446,
600793.SH,าหฑ๖ึฝาต,19970714,4.5584,
600793.SH,าหฑ๖ึฝาต,19970715,4.7084,
600793.SH,าหฑ๖ึฝาต,19970716,4.5734,
600793.SH,าหฑ๖ึฝาต,19970717,4.5734,
600793.SH,าหฑ๖ึฝาต,19970718,4.6784,
600793.SH,าหฑ๖ึฝาต,19970721,4.6934,
600793.SH,าหฑ๖ึฝาต,19970722,4.7684,
600793.SH,าหฑ๖ึฝาต,19970723,4.9108,
600793.SH,าหฑ๖ึฝาต,19970724,4.7759,
600793.SH,าหฑ๖ึฝาต,19970725,4.6484,
600793.SH,าหฑ๖ึฝาต,19970728,4.6784,
600793.SH,าหฑ๖ึฝาต,19970729,4.6859,
600793.SH,าหฑ๖ึฝาต,19970730,4.8208,
600793.SH,าหฑ๖ึฝาต,19970731,4.7684,
600793.SH,าหฑ๖ึฝาต,19970801,4.9483,
600793.SH,าหฑ๖ึฝาต,19970804,5.0757,
600793.SH,าหฑ๖ึฝาต,19970805,4.9708,
600793.SH,าหฑ๖ึฝาต,19970806,4.8808,
600793.SH,าหฑ๖ึฝาต,19970807,5.0383,
600793.SH,าหฑ๖ึฝาต,19970808,5.0008,
600793.SH,าหฑ๖ึฝาต,19970811,5.1732,
600793.SH,าหฑ๖ึฝาต,19970812,4.8733,
600793.SH,าหฑ๖ึฝาต,19970813,4.7234,
600793.SH,าหฑ๖ึฝาต,19970814,4.8358,
600793.SH,าหฑ๖ึฝาต,19970815,4.6709,
600793.SH,าหฑ๖ึฝาต,19970818,4.5584,
600793.SH,าหฑ๖ึฝาต,19970819,4.6109,
600793.SH,าหฑ๖ึฝาต,19970820,4.6109,
600793.SH,าหฑ๖ึฝาต,19970821,4.4685,
600793.SH,าหฑ๖ึฝาต,19970822,4.401,
600793.SH,าหฑ๖ึฝาต,19970825,4.3635,
600793.SH,าหฑ๖ึฝาต,19970826,4.3035,
600793.SH,าหฑ๖ึฝาต,19970827,4.5659,
600793.SH,าหฑ๖ึฝาต,19970828,4.5734,
600793.SH,าหฑ๖ึฝาต,19970829,4.9933,
600793.SH,าหฑ๖ึฝาต,19970901,4.9783,
600793.SH,าหฑ๖ึฝาต,19970902,5.0233,
600793.SH,าหฑ๖ึฝาต,19970903,5.0458,
600793.SH,าหฑ๖ึฝาต,19970904,4.9933,
600793.SH,าหฑ๖ึฝาต,19970905,4.9333,
600793.SH,าหฑ๖ึฝาต,19970908,5.0233,
600793.SH,าหฑ๖ึฝาต,19970909,5.0533,
600793.SH,าหฑ๖ึฝาต,19970910,5.1057,
600793.SH,าหฑ๖ึฝาต,19970911,5.0982,
