ด๚ย๋,ผ๒ณฦ,ศีฦฺ,สีลฬผÛ(ิช),
300403.SZ,ตุถ๛บบำ๎,20141030,10.8506,
300403.SZ,ตุถ๛บบำ๎,20141031,11.9361,
300403.SZ,ตุถ๛บบำ๎,20141103,13.1309,
300403.SZ,ตุถ๛บบำ๎,20141104,14.4428,
300403.SZ,ตุถ๛บบำ๎,20141105,15.8875,
300403.SZ,ตุถ๛บบำ๎,20141106,17.4766,
300403.SZ,ตุถ๛บบำ๎,20141107,19.2258,
300403.SZ,ตุถ๛บบำ๎,20141110,21.1468,
300403.SZ,ตุถ๛บบำ๎,20141111,23.2631,
300403.SZ,ตุถ๛บบำ๎,20141112,25.5902,
300403.SZ,ตุถ๛บบำ๎,20141113,28.1476,
300403.SZ,ตุถ๛บบำ๎,20141114,26.9411,
300403.SZ,ตุถ๛บบำ๎,20141117,24.2627,
300403.SZ,ตุถ๛บบำ๎,20141118,24.411,
300403.SZ,ตุถ๛บบำ๎,20141119,23.8293,
300403.SZ,ตุถ๛บบำ๎,20141120,24.8093,
300403.SZ,ตุถ๛บบำ๎,20141121,23.9659,
300403.SZ,ตุถ๛บบำ๎,20141124,23.5481,
300403.SZ,ตุถ๛บบำ๎,20141125,22.0097,
300403.SZ,ตุถ๛บบำ๎,20141126,22.2518,
300403.SZ,ตุถ๛บบำ๎,20141127,22.8219,
300403.SZ,ตุถ๛บบำ๎,20141128,22.4158,
300403.SZ,ตุถ๛บบำ๎,20141201,22.6149,
300403.SZ,ตุถ๛บบำ๎,20141202,23.4935,
300403.SZ,ตุถ๛บบำ๎,20141203,22.8219,
300403.SZ,ตุถ๛บบำ๎,20141204,22.4588,
300403.SZ,ตุถ๛บบำ๎,20141205,21.1468,
300403.SZ,ตุถ๛บบำ๎,20141208,20.3972,
300403.SZ,ตุถ๛บบำ๎,20141209,19.3508,
300403.SZ,ตุถ๛บบำ๎,20141210,19.7959,
300403.SZ,ตุถ๛บบำ๎,20141211,20.12,
300403.SZ,ตุถ๛บบำ๎,20141212,19.9521,
300403.SZ,ตุถ๛บบำ๎,20141215,20.241,
300403.SZ,ตุถ๛บบำ๎,20141216,19.6436,
300403.SZ,ตุถ๛บบำ๎,20141217,18.9564,
300403.SZ,ตุถ๛บบำ๎,20141218,18.6558,
300403.SZ,ตุถ๛บบำ๎,20141219,17.4141,
300403.SZ,ตุถ๛บบำ๎,20141222,16.1569,
300403.SZ,ตุถ๛บบำ๎,20141223,16.5825,
300403.SZ,ตุถ๛บบำ๎,20141224,17.379,
300403.SZ,ตุถ๛บบำ๎,20141225,17.2697,
300403.SZ,ตุถ๛บบำ๎,20141226,17.3087,
300403.SZ,ตุถ๛บบำ๎,20141229,16.5512,
300403.SZ,ตุถ๛บบำ๎,20141230,16.5825,
300403.SZ,ตุถ๛บบำ๎,20141231,17.1369,
300403.SZ,ตุถ๛บบำ๎,20150105,16.7777,
300403.SZ,ตุถ๛บบำ๎,20150106,17.3751,
300403.SZ,ตุถ๛บบำ๎,20150107,16.8011,
300403.SZ,ตุถ๛บบำ๎,20150108,16.6176,
300403.SZ,ตุถ๛บบำ๎,20150109,16.3521,
300403.SZ,ตุถ๛บบำ๎,20150112,15.704,
