╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
002227.SZ,╟блья╦,20080506,13.2103,
002227.SZ,╟блья╦,20080507,11.8902,
002227.SZ,╟блья╦,20080508,11.0634,
002227.SZ,╟блья╦,20080509,10.4058,
002227.SZ,╟блья╦,20080512,10.3864,
002227.SZ,╟блья╦,20080513,10.1446,
002227.SZ,╟блья╦,20080514,10.2945,
002227.SZ,╟блья╦,20080515,10.4831,
002227.SZ,╟блья╦,20080516,10.2027,
002227.SZ,╟блья╦,20080519,10.0093,
002227.SZ,╟блья╦,20080520,9.2501,
002227.SZ,╟блья╦,20080521,9.1824,
002227.SZ,╟блья╦,20080522,8.9261,
002227.SZ,╟блья╦,20080523,8.8971,
002227.SZ,╟блья╦,20080526,8.7037,
002227.SZ,╟блья╦,20080527,8.8971,
002227.SZ,╟блья╦,20080528,9.1292,
002227.SZ,╟блья╦,20080529,9.0664,
002227.SZ,╟блья╦,20080530,9.4145,
002227.SZ,╟блья╦,20080602,9.2646,
002227.SZ,╟блья╦,20080603,9.0905,
002227.SZ,╟блья╦,20080604,8.7762,
002227.SZ,╟блья╦,20080605,8.8294,
002227.SZ,╟блья╦,20080606,8.7907,
002227.SZ,╟блья╦,20080610,7.9107,
002227.SZ,╟блья╦,20080611,7.5094,
002227.SZ,╟блья╦,20080612,7.5094,
002227.SZ,╟блья╦,20080613,7.3256,
002227.SZ,╟блья╦,20080616,7.5432,
002227.SZ,╟блья╦,20080617,7.5674,
002227.SZ,╟блья╦,20080618,7.8333,
002227.SZ,╟блья╦,20080619,7.05,
002227.SZ,╟блья╦,20080620,7.108,
002227.SZ,╟блья╦,20080623,6.668,
002227.SZ,╟блья╦,20080624,6.8904,
002227.SZ,╟блья╦,20080625,7.2144,
002227.SZ,╟блья╦,20080626,7.2821,
002227.SZ,╟блья╦,20080627,6.7599,
002227.SZ,╟блья╦,20080630,6.7937,
002227.SZ,╟блья╦,20080701,6.9436,
002227.SZ,╟блья╦,20080702,6.9968,
002227.SZ,╟блья╦,20080703,7.3256,
002227.SZ,╟блья╦,20080704,7.2773,
002227.SZ,╟блья╦,20080707,7.6399,
002227.SZ,╟блья╦,20080708,7.6738,
002227.SZ,╟блья╦,20080709,7.8575,
002227.SZ,╟блья╦,20080710,7.6786,
002227.SZ,╟блья╦,20080711,7.6689,
002227.SZ,╟блья╦,20080714,7.901,
002227.SZ,╟блья╦,20080715,7.6061,
002227.SZ,╟блья╦,20080716,7.432,
002227.SZ,╟блья╦,20080717,8.1766,
002227.SZ,╟блья╦,20080718,8.1718,
002227.SZ,╟блья╦,20080721,8.3507,
002227.SZ,╟блья╦,20080722,8.3217,
002227.SZ,╟блья╦,20080723,8.1089,
002227.SZ,╟блья╦,20080724,8.2057,
002227.SZ,╟блья╦,20080725,8.0848,
002227.SZ,╟блья╦,20080728,8.0171,
002227.SZ,╟блья╦,20080729,7.9784,
002227.SZ,╟блья╦,20080730,8.0267,
002227.SZ,╟блья╦,20080731,7.5867,
002227.SZ,╟блья╦,20080801,7.5335,
002227.SZ,╟блья╦,20080804,7.374,
002227.SZ,╟блья╦,20080805,7.3933,
002227.SZ,╟блья╦,20080806,6.8179,
002227.SZ,╟блья╦,20080807,7.05,
002227.SZ,╟блья╦,20080808,6.7695,
002227.SZ,╟блья╦,20080811,6.1845,
002227.SZ,╟блья╦,20080812,6.3489,
002227.SZ,╟блья╦,20080813,6.373,
