¥˙¬Î,ºÚ≥∆,»’∆⁄, ’≈Ãº€(‘™),
600085.SH,Õ¨» Ã√,19970625,1.5776,
600085.SH,Õ¨» Ã√,19970626,1.6683,
600085.SH,Õ¨» Ã√,19970627,1.6289,
600085.SH,Õ¨» Ã√,19970702,1.5208,
600085.SH,Õ¨» Ã√,19970703,1.409,
600085.SH,Õ¨» Ã√,19970704,1.4117,
600085.SH,Õ¨» Ã√,19970707,1.2707,
600085.SH,Õ¨» Ã√,19970708,1.2853,
600085.SH,Õ¨» Ã√,19970709,1.3156,
600085.SH,Õ¨» Ã√,19970710,1.2643,
600085.SH,Õ¨» Ã√,19970711,1.3513,
600085.SH,Õ¨» Ã√,19970714,1.3751,
600085.SH,Õ¨» Ã√,19970715,1.3421,
600085.SH,Õ¨» Ã√,19970716,1.3724,
600085.SH,Õ¨» Ã√,19970717,1.365,
600085.SH,Õ¨» Ã√,19970718,1.4017,
600085.SH,Õ¨» Ã√,19970721,1.3742,
600085.SH,Õ¨» Ã√,19970722,1.3907,
600085.SH,Õ¨» Ã√,19970723,1.365,
600085.SH,Õ¨» Ã√,19970724,1.3311,
600085.SH,Õ¨» Ã√,19970725,1.3146,
600085.SH,Õ¨» Ã√,19970728,1.2734,
600085.SH,Õ¨» Ã√,19970729,1.2807,
600085.SH,Õ¨» Ã√,19970730,1.3256,
600085.SH,Õ¨» Ã√,19970731,1.3247,
600085.SH,Õ¨» Ã√,19970801,1.3284,
600085.SH,Õ¨» Ã√,19970804,1.3614,
600085.SH,Õ¨» Ã√,19970805,1.3265,
600085.SH,Õ¨» Ã√,19970806,1.3046,
600085.SH,Õ¨» Ã√,19970807,1.3146,
600085.SH,Õ¨» Ã√,19970808,1.2688,
600085.SH,Õ¨» Ã√,19970811,1.278,
600085.SH,Õ¨» Ã√,19970812,1.2826,
600085.SH,Õ¨» Ã√,19970813,1.2597,
600085.SH,Õ¨» Ã√,19970814,1.2972,
600085.SH,Õ¨» Ã√,19970815,1.2826,
600085.SH,Õ¨» Ã√,19970818,1.2551,
600085.SH,Õ¨» Ã√,19970819,1.2826,
600085.SH,Õ¨» Ã√,19970820,1.3284,
600085.SH,Õ¨» Ã√,19970821,1.3256,
600085.SH,Õ¨» Ã√,19970822,1.3284,
600085.SH,Õ¨» Ã√,19970825,1.365,
600085.SH,Õ¨» Ã√,19970826,1.3769,
600085.SH,Õ¨» Ã√,19970827,1.3705,
600085.SH,Õ¨» Ã√,19970828,1.3604,
600085.SH,Õ¨» Ã√,19970829,1.3559,
600085.SH,Õ¨» Ã√,19970901,1.3641,
600085.SH,Õ¨» Ã√,19970902,1.3788,
600085.SH,Õ¨» Ã√,19970903,1.4319,
600085.SH,Õ¨» Ã√,19970904,1.4227,
600085.SH,Õ¨» Ã√,19970905,1.409,
600085.SH,Õ¨» Ã√,19970908,1.4026,
600085.SH,Õ¨» Ã√,19970909,1.3824,
600085.SH,Õ¨» Ã√,19970910,1.3797,
600085.SH,Õ¨» Ã√,19970911,1.3586,
600085.SH,Õ¨» Ã√,19970912,1.3339,
600085.SH,Õ¨» Ã√,19970915,1.2908,
600085.SH,Õ¨» Ã√,19970916,1.3082,
600085.SH,Õ¨» Ã√,19970917,1.3009,
600085.SH,Õ¨» Ã√,19970918,1.3082,
600085.SH,Õ¨» Ã√,19970919,1.3101,
600085.SH,Õ¨» Ã√,19970922,1.2212,
