´úÂë,¼ò³Æ,ÈÕÆÚ,ÊÕÅÌ¼Û(Ôª),
002352.SZ,Ë³·á¿Ø¹É,20100205,9.4252,
002352.SZ,Ë³·á¿Ø¹É,20100208,9.1942,
002352.SZ,Ë³·á¿Ø¹É,20100209,9.0685,
002352.SZ,Ë³·á¿Ø¹É,20100210,9.1708,
002352.SZ,Ë³·á¿Ø¹É,20100211,9.0948,
002352.SZ,Ë³·á¿Ø¹É,20100212,9.1474,
002352.SZ,Ë³·á¿Ø¹É,20100222,9.089,
002352.SZ,Ë³·á¿Ø¹É,20100223,8.975,
002352.SZ,Ë³·á¿Ø¹É,20100224,9.203,
002352.SZ,Ë³·á¿Ø¹É,20100225,9.3842,
002352.SZ,Ë³·á¿Ø¹É,20100226,9.2848,
002352.SZ,Ë³·á¿Ø¹É,20100301,9.4866,
002352.SZ,Ë³·á¿Ø¹É,20100302,9.4018,
002352.SZ,Ë³·á¿Ø¹É,20100303,9.3638,
002352.SZ,Ë³·á¿Ø¹É,20100304,8.9633,
002352.SZ,Ë³·á¿Ø¹É,20100305,9.1211,
002352.SZ,Ë³·á¿Ø¹É,20100308,9.2468,
002352.SZ,Ë³·á¿Ø¹É,20100309,9.241,
002352.SZ,Ë³·á¿Ø¹É,20100310,9.1241,
002352.SZ,Ë³·á¿Ø¹É,20100311,9.1241,
002352.SZ,Ë³·á¿Ø¹É,20100312,9.5158,
002352.SZ,Ë³·á¿Ø¹É,20100315,9.5421,
002352.SZ,Ë³·á¿Ø¹É,20100316,9.4339,
002352.SZ,Ë³·á¿Ø¹É,20100317,9.621,
002352.SZ,Ë³·á¿Ø¹É,20100318,9.5187,
002352.SZ,Ë³·á¿Ø¹É,20100319,9.5187,
002352.SZ,Ë³·á¿Ø¹É,20100322,9.5304,
002352.SZ,Ë³·á¿Ø¹É,20100323,9.4398,
002352.SZ,Ë³·á¿Ø¹É,20100324,9.7117,
002352.SZ,Ë³·á¿Ø¹É,20100325,9.7614,
002352.SZ,Ë³·á¿Ø¹É,20100326,9.6883,
002352.SZ,Ë³·á¿Ø¹É,20100329,9.7584,
002352.SZ,Ë³·á¿Ø¹É,20100330,10.4805,
002352.SZ,Ë³·á¿Ø¹É,20100331,10.4454,
002352.SZ,Ë³·á¿Ø¹É,20100401,10.5828,
002352.SZ,Ë³·á¿Ø¹É,20100402,10.5712,
002352.SZ,Ë³·á¿Ø¹É,20100406,10.846,
002352.SZ,Ë³·á¿Ø¹É,20100407,10.8664,
002352.SZ,Ë³·á¿Ø¹É,20100408,10.4805,
002352.SZ,Ë³·á¿Ø¹É,20100409,10.5799,
002352.SZ,Ë³·á¿Ø¹É,20100412,10.5068,
002352.SZ,Ë³·á¿Ø¹É,20100413,9.8958,
002352.SZ,Ë³·á¿Ø¹É,20100414,9.9543,
002352.SZ,Ë³·á¿Ø¹É,20100415,9.6795,
002352.SZ,Ë³·á¿Ø¹É,20100416,9.7584,
002352.SZ,Ë³·á¿Ø¹É,20100419,9.5626,
002352.SZ,Ë³·á¿Ø¹É,20100420,9.6883,
002352.SZ,Ë³·á¿Ø¹É,20100421,10.042,
002352.SZ,Ë³·á¿Ø¹É,20100422,10.0245,
002352.SZ,Ë³·á¿Ø¹É,20100423,9.9455,
002352.SZ,Ë³·á¿Ø¹É,20100426,9.9865,
002352.SZ,Ë³·á¿Ø¹É,20100427,9.4398,
002352.SZ,Ë³·á¿Ø¹É,20100428,9.3375,
002352.SZ,Ë³·á¿Ø¹É,20100429,9.0627,
002352.SZ,Ë³·á¿Ø¹É,20100430,8.7703,
002352.SZ,Ë³·á¿Ø¹É,20100504,8.668,
002352.SZ,Ë³·á¿Ø¹É,20100505,8.8171,
002352.SZ,Ë³·á¿Ø¹É,20100506,8.361,
