╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
002922.SZ,ра╦Й╤Ш,20171229,17.87,
002922.SZ,ра╦Й╤Ш,20180102,19.66,
002922.SZ,ра╦Й╤Ш,20180103,21.63,
002922.SZ,ра╦Й╤Ш,20180104,23.79,
002922.SZ,ра╦Й╤Ш,20180105,26.17,
002922.SZ,ра╦Й╤Ш,20180108,28.79,
002922.SZ,ра╦Й╤Ш,20180109,31.67,
002922.SZ,ра╦Й╤Ш,20180110,34.84,
002922.SZ,ра╦Й╤Ш,20180111,34.84,
002922.SZ,ра╦Й╤Ш,20180112,34.84,
002922.SZ,ра╦Й╤Ш,20180115,33.4,
002922.SZ,ра╦Й╤Ш,20180116,33.23,
002922.SZ,ра╦Й╤Ш,20180117,31.08,
002922.SZ,ра╦Й╤Ш,20180118,30.7,
002922.SZ,ра╦Й╤Ш,20180119,30.73,
002922.SZ,ра╦Й╤Ш,20180122,27.66,
002922.SZ,ра╦Й╤Ш,20180123,27.95,
002922.SZ,ра╦Й╤Ш,20180124,28.03,
002922.SZ,ра╦Й╤Ш,20180125,29.52,
002922.SZ,ра╦Й╤Ш,20180126,28.42,
002922.SZ,ра╦Й╤Ш,20180129,29.12,
002922.SZ,ра╦Й╤Ш,20180130,29.95,
002922.SZ,ра╦Й╤Ш,20180131,27.7,
002922.SZ,ра╦Й╤Ш,20180201,30.08,
002922.SZ,ра╦Й╤Ш,20180202,29.45,
002922.SZ,ра╦Й╤Ш,20180205,26.51,
002922.SZ,ра╦Й╤Ш,20180206,23.86,
002922.SZ,ра╦Й╤Ш,20180207,22.84,
002922.SZ,ра╦Й╤Ш,20180208,22.98,
002922.SZ,ра╦Й╤Ш,20180209,21.01,
002922.SZ,ра╦Й╤Ш,20180212,21.82,
002922.SZ,ра╦Й╤Ш,20180213,21.68,
002922.SZ,ра╦Й╤Ш,20180214,22.05,
002922.SZ,ра╦Й╤Ш,20180222,22.4,
002922.SZ,ра╦Й╤Ш,20180223,22.78,
002922.SZ,ра╦Й╤Ш,20180226,23.6,
002922.SZ,ра╦Й╤Ш,20180227,23.84,
002922.SZ,ра╦Й╤Ш,20180228,23.38,
002922.SZ,ра╦Й╤Ш,20180301,23.45,
002922.SZ,ра╦Й╤Ш,20180302,24.11,
002922.SZ,ра╦Й╤Ш,20180305,24.38,
002922.SZ,ра╦Й╤Ш,20180306,24.6,
002922.SZ,ра╦Й╤Ш,20180307,24.48,
002922.SZ,ра╦Й╤Ш,20180308,25.23,
002922.SZ,ра╦Й╤Ш,20180309,25.51,
002922.SZ,ра╦Й╤Ш,20180312,25.45,
002922.SZ,ра╦Й╤Ш,20180313,24.02,
002922.SZ,ра╦Й╤Ш,20180314,26.42,
002922.SZ,ра╦Й╤Ш,20180315,29.06,
002922.SZ,ра╦Й╤Ш,20180316,31.97,
002922.SZ,ра╦Й╤Ш,20180319,31.99,
002922.SZ,ра╦Й╤Ш,20180320,32.66,
002922.SZ,ра╦Й╤Ш,20180321,35.93,
002922.SZ,ра╦Й╤Ш,20180322,32.82,
002922.SZ,ра╦Й╤Ш,20180323,29.54,
002922.SZ,ра╦Й╤Ш,20180326,29.89,
