ด๚ย๋,ผ๒ณฦ,ศีฦฺ,สีลฬผÛ(ิช),
002878.SZ,ิชยกัลอผ,20170807,31.86,
002878.SZ,ิชยกัลอผ,20170808,31.62,
002878.SZ,ิชยกัลอผ,20170809,31.35,
002878.SZ,ิชยกัลอผ,20170810,32.65,
002878.SZ,ิชยกัลอผ,20170811,30.4,
002878.SZ,ิชยกัลอผ,20170814,30.59,
002878.SZ,ิชยกัลอผ,20170815,30.81,
002878.SZ,ิชยกัลอผ,20170816,31.46,
002878.SZ,ิชยกัลอผ,20170817,31.5,
002878.SZ,ิชยกัลอผ,20170818,31.21,
002878.SZ,ิชยกัลอผ,20170821,31.86,
002878.SZ,ิชยกัลอผ,20170822,32,
002878.SZ,ิชยกัลอผ,20170823,35.2,
002878.SZ,ิชยกัลอผ,20170824,38.72,
002878.SZ,ิชยกัลอผ,20170825,42.59,
002878.SZ,ิชยกัลอผ,20170828,46.85,
002878.SZ,ิชยกัลอผ,20170829,44.6,
002878.SZ,ิชยกัลอผ,20170830,43.25,
002878.SZ,ิชยกัลอผ,20170831,44.9,
002878.SZ,ิชยกัลอผ,20170901,43.4,
002878.SZ,ิชยกัลอผ,20170904,42,
002878.SZ,ิชยกัลอผ,20170905,44.01,
002878.SZ,ิชยกัลอผ,20170906,42.24,
002878.SZ,ิชยกัลอผ,20170907,43.26,
002878.SZ,ิชยกัลอผ,20170908,43.8,
002878.SZ,ิชยกัลอผ,20170911,48.18,
002878.SZ,ิชยกัลอผ,20170912,43.89,
002878.SZ,ิชยกัลอผ,20170913,43.4,
002878.SZ,ิชยกัลอผ,20170914,42.58,
002878.SZ,ิชยกัลอผ,20170915,40.96,
002878.SZ,ิชยกัลอผ,20170918,41,
002878.SZ,ิชยกัลอผ,20170919,40.63,
002878.SZ,ิชยกัลอผ,20170920,42.36,
002878.SZ,ิชยกัลอผ,20170921,41.6,
002878.SZ,ิชยกัลอผ,20170922,42.65,
002878.SZ,ิชยกัลอผ,20170925,43.39,
002878.SZ,ิชยกัลอผ,20170926,40.88,
002878.SZ,ิชยกัลอผ,20170927,41.29,
002878.SZ,ิชยกัลอผ,20170928,42.16,
002878.SZ,ิชยกัลอผ,20170929,41.2,
002878.SZ,ิชยกัลอผ,20171009,41.47,
002878.SZ,ิชยกัลอผ,20171010,43.01,
002878.SZ,ิชยกัลอผ,20171011,42.29,
002878.SZ,ิชยกัลอผ,20171012,42.82,
002878.SZ,ิชยกัลอผ,20171013,44.1,
002878.SZ,ิชยกัลอผ,20171016,41.9,
002878.SZ,ิชยกัลอผ,20171017,42.04,
002878.SZ,ิชยกัลอผ,20171018,40.9,
002878.SZ,ิชยกัลอผ,20171019,41.2,
002878.SZ,ิชยกัลอผ,20171020,41.43,
002878.SZ,ิชยกัลอผ,20171023,41.94,
002878.SZ,ิชยกัลอผ,20171024,41.79,
002878.SZ,ิชยกัลอผ,20171025,43.33,
002878.SZ,ิชยกัลอผ,20171026,45.66,
002878.SZ,ิชยกัลอผ,20171027,43.78,
002878.SZ,ิชยกัลอผ,20171030,40.92,
002878.SZ,ิชยกัลอผ,20171031,41.57,
002878.SZ,ิชยกัลอผ,20171101,42.66,
002878.SZ,ิชยกัลอผ,20171102,42.53,
002878.SZ,ิชยกัลอผ,20171103,42.85,
002878.SZ,ิชยกัลอผ,20171106,44.01,
002878.SZ,ิชยกัลอผ,20171107,43.24,
002878.SZ,ิชยกัลอผ,20171108,43.8,
002878.SZ,ิชยกัลอผ,20171109,45.1,
002878.SZ,ิชยกัลอผ,20171110,45.44,
002878.SZ,ิชยกัลอผ,20171113,49.98,
002878.SZ,ิชยกัลอผ,20171114,50.23,
002878.SZ,ิชยกัลอผ,20171115,51.6,
002878.SZ,ิชยกัลอผ,20171116,46.98,
002878.SZ,ิชยกัลอผ,20171117,42.28,
002878.SZ,ิชยกัลอผ,20171120,42.48,
002878.SZ,ิชยกัลอผ,20171121,40.3,
002878.SZ,ิชยกัลอผ,20171122,39.53,
002878.SZ,ิชยกัลอผ,20171123,38.58,
002878.SZ,ิชยกัลอผ,20171124,38.03,
002878.SZ,ิชยกัลอผ,20171127,35.9,
002878.SZ,ิชยกัลอผ,20171128,37.39,
002878.SZ,ิชยกัลอผ,20171129,37.15,
002878.SZ,ิชยกัลอผ,20171130,37.24,
002878.SZ,ิชยกัลอผ,20171201,37.74,
002878.SZ,ิชยกัลอผ,20171204,34.89,
002878.SZ,ิชยกัลอผ,20171205,32.94,
002878.SZ,ิชยกัลอผ,20171206,34.39,
002878.SZ,ิชยกัลอผ,20171207,34.67,
002878.SZ,ิชยกัลอผ,20171208,35.5,
002878.SZ,ิชยกัลอผ,20171211,35.66,
002878.SZ,ิชยกัลอผ,20171212,33.99,
002878.SZ,ิชยกัลอผ,20171213,34.94,
002878.SZ,ิชยกัลอผ,20171214,35.71,
002878.SZ,ิชยกัลอผ,20171215,35.2,
002878.SZ,ิชยกัลอผ,20171218,35.36,
002878.SZ,ิชยกัลอผ,20171219,35.48,
002878.SZ,ิชยกัลอผ,20171220,34.59,
002878.SZ,ิชยกัลอผ,20171221,35.04,
002878.SZ,ิชยกัลอผ,20171222,34.55,
002878.SZ,ิชยกัลอผ,20171225,35.01,
002878.SZ,ิชยกัลอผ,20171226,36.74,
002878.SZ,ิชยกัลอผ,20171227,36.08,
002878.SZ,ิชยกัลอผ,20171228,37.3,
002878.SZ,ิชยกัลอผ,20171229,36.89,
002878.SZ,ิชยกัลอผ,20180102,36.84,
002878.SZ,ิชยกัลอผ,20180103,36.65,
002878.SZ,ิชยกัลอผ,20180104,36.4,
002878.SZ,ิชยกัลอผ,20180105,36.15,
002878.SZ,ิชยกัลอผ,20180108,35.89,
002878.SZ,ิชยกัลอผ,20180109,36.11,
002878.SZ,ิชยกัลอผ,20180110,35.02,
002878.SZ,ิชยกัลอผ,20180111,35.75,
002878.SZ,ิชยกัลอผ,20180112,35.75,
002878.SZ,ิชยกัลอผ,20180115,34.35,
002878.SZ,ิชยกัลอผ,20180116,34.63,
002878.SZ,ิชยกัลอผ,20180117,36.67,
002878.SZ,ิชยกัลอผ,20180118,36.46,
002878.SZ,ิชยกัลอผ,20180119,36.49,
002878.SZ,ิชยกัลอผ,20180122,36.14,
002878.SZ,ิชยกัลอผ,20180123,36.62,
002878.SZ,ิชยกัลอผ,20180124,37.46,
002878.SZ,ิชยกัลอผ,20180125,36.4,
002878.SZ,ิชยกัลอผ,20180126,36.93,
002878.SZ,ิชยกัลอผ,20180129,35.96,
002878.SZ,ิชยกัลอผ,20180130,36.01,
002878.SZ,ิชยกัลอผ,20180131,35,
002878.SZ,ิชยกัลอผ,20180201,33.8,
002878.SZ,ิชยกัลอผ,20180202,34.08,
002878.SZ,ิชยกัลอผ,20180205,33.93,
002878.SZ,ิชยกัลอผ,20180206,30.54,
002878.SZ,ิชยกัลอผ,20180207,33.59,
002878.SZ,ิชยกัลอผ,20180208,36.95,
002878.SZ,ิชยกัลอผ,20180209,38,
002878.SZ,ิชยกัลอผ,20180212,39.83,
002878.SZ,ิชยกัลอผ,20180213,37.82,
002878.SZ,ิชยกัลอผ,20180214,37.14,
002878.SZ,ิชยกัลอผ,20180222,37.98,
002878.SZ,ิชยกัลอผ,20180223,37.91,
002878.SZ,ิชยกัลอผ,20180226,40.33,
002878.SZ,ิชยกัลอผ,20180227,44.36,
002878.SZ,ิชยกัลอผ,20180228,41.97,
002878.SZ,ิชยกัลอผ,20180301,42.28,
002878.SZ,ิชยกัลอผ,20180302,40.28,
002878.SZ,ิชยกัลอผ,20180305,41.44,
002878.SZ,ิชยกัลอผ,20180306,41.69,
002878.SZ,ิชยกัลอผ,20180307,44,
002878.SZ,ิชยกัลอผ,20180308,45.3,
002878.SZ,ิชยกัลอผ,20180309,44.98,
002878.SZ,ิชยกัลอผ,20180312,46.14,
002878.SZ,ิชยกัลอผ,20180313,44,
002878.SZ,ิชยกัลอผ,20180314,43.57,
002878.SZ,ิชยกัลอผ,20180315,41.18,
002878.SZ,ิชยกัลอผ,20180316,41.4,
002878.SZ,ิชยกัลอผ,20180319,43,
002878.SZ,ิชยกัลอผ,20180320,42.68,
002878.SZ,ิชยกัลอผ,20180321,42.13,
002878.SZ,ิชยกัลอผ,20180322,43.06,
002878.SZ,ิชยกัลอผ,20180323,39.1,
002878.SZ,ิชยกัลอผ,20180326,40.66,
