іъ¬л,Љт≥∆,»’∆Џ, ’≈ћЉџ(‘™),
603993.SH,¬е—фов“µ,20160815,4.1225,
603993.SH,¬е—фов“µ,20160816,4.1324,
603993.SH,¬е—фов“µ,20160817,4.0827,
603993.SH,¬е—фов“µ,20160818,4.0728,
603993.SH,¬е—фов“µ,20160819,4.0629,
603993.SH,¬е—фов“µ,20160822,4.0331,
603993.SH,¬е—фов“µ,20160823,4.0331,
603993.SH,¬е—фов“µ,20160824,4.0231,
603993.SH,¬е—фов“µ,20160825,3.9834,
603993.SH,¬е—фов“µ,20160826,3.9834,
603993.SH,¬е—фов“µ,20160829,3.9735,
603993.SH,¬е—фов“µ,20160830,3.9635,
603993.SH,¬е—фов“µ,20160831,4.0132,
603993.SH,¬е—фов“µ,20160901,3.9735,
603993.SH,¬е—фов“µ,20160902,3.9735,
603993.SH,¬е—фов“µ,20160905,3.9834,
603993.SH,¬е—фов“µ,20160906,3.9933,
603993.SH,¬е—фов“µ,20160907,3.9933,
603993.SH,¬е—фов“µ,20160908,3.9635,
603993.SH,¬е—фов“µ,20160909,3.9536,
603993.SH,¬е—фов“µ,20160912,3.8443,
603993.SH,¬е—фов“µ,20160913,3.8244,
603993.SH,¬е—фов“µ,20160914,3.7748,
603993.SH,¬е—фов“µ,20160919,3.8046,
603993.SH,¬е—фов“µ,20160920,3.8046,
603993.SH,¬е—фов“µ,20160921,3.8046,
603993.SH,¬е—фов“µ,20160922,3.8145,
603993.SH,¬е—фов“µ,20160923,3.7946,
603993.SH,¬е—фов“µ,20160926,3.6754,
603993.SH,¬е—фов“µ,20160927,3.6655,
603993.SH,¬е—фов“µ,20160928,3.6854,
603993.SH,¬е—фов“µ,20160929,3.6854,
603993.SH,¬е—фов“µ,20160930,3.6854,
603993.SH,¬е—фов“µ,20161010,3.7549,
603993.SH,¬е—фов“µ,20161011,3.7648,
603993.SH,¬е—фов“µ,20161012,3.735,
603993.SH,¬е—фов“µ,20161013,3.7251,
603993.SH,¬е—фов“µ,20161014,3.6953,
603993.SH,¬е—фов“µ,20161017,3.7052,
603993.SH,¬е—фов“µ,20161018,3.735,
603993.SH,¬е—фов“µ,20161019,3.9139,
603993.SH,¬е—фов“µ,20161020,3.8642,
603993.SH,¬е—фов“µ,20161021,3.8344,
603993.SH,¬е—фов“µ,20161024,3.8542,
603993.SH,¬е—фов“µ,20161025,3.8642,
603993.SH,¬е—фов“µ,20161026,3.8344,
603993.SH,¬е—фов“µ,20161027,3.8046,
603993.SH,¬е—фов“µ,20161028,3.7946,
603993.SH,¬е—фов“µ,20161031,3.8145,
603993.SH,¬е—фов“µ,20161101,3.8145,
603993.SH,¬е—фов“µ,20161102,3.8244,
603993.SH,¬е—фов“µ,20161103,3.8145,
603993.SH,¬е—фов“µ,20161104,3.7847,
603993.SH,¬е—фов“µ,20161107,3.8642,
603993.SH,¬е—фов“µ,20161108,3.8244,
603993.SH,¬е—фов“µ,20161109,3.8542,
603993.SH,¬е—фов“µ,20161110,3.9139,
603993.SH,¬е—фов“µ,20161111,4.3013,
603993.SH,¬е—фов“µ,20161114,4.3807,
603993.SH,¬е—фов“µ,20161115,4.2218,
603993.SH,¬е—фов“µ,20161116,4.1423,
603993.SH,¬е—фов“µ,20161117,4.1721,
603993.SH,¬е—фов“µ,20161118,4.1324,
603993.SH,¬е—фов“µ,20161121,4.1225,
603993.SH,¬е—фов“µ,20161122,4.192,
603993.SH,¬е—фов“µ,20161123,4.1026,
603993.SH,¬е—фов“µ,20161124,4.2417,
603993.SH,¬е—фов“µ,20161125,4.192,
603993.SH,¬е—фов“µ,20161128,4.2814,
603993.SH,¬е—фов“µ,20161129,4.1423,
603993.SH,¬е—фов“µ,20161130,4.043,
603993.SH,¬е—фов“µ,20161201,4.0728,
603993.SH,¬е—фов“µ,20161202,3.9735,
603993.SH,¬е—фов“µ,20161205,3.9635,
603993.SH,¬е—фов“µ,20161206,3.9536,
603993.SH,¬е—фов“µ,20161207,4.0529,
603993.SH,¬е—фов“µ,20161208,4.0231,
603993.SH,¬е—фов“µ,20161209,4.0331,
603993.SH,¬е—фов“µ,20161212,3.8741,
603993.SH,¬е—фов“µ,20161213,3.9039,
603993.SH,¬е—фов“µ,20161214,3.8642,
603993.SH,¬е—фов“µ,20161215,3.894,
603993.SH,¬е—фов“µ,20161216,3.884,
603993.SH,¬е—фов“µ,20161219,3.8244,
603993.SH,¬е—фов“µ,20161220,3.8244,
603993.SH,¬е—фов“µ,20161221,3.8344,
603993.SH,¬е—фов“µ,20161222,3.8145,
603993.SH,¬е—фов“µ,20161223,3.8344,
603993.SH,¬е—фов“µ,20161226,3.8046,
603993.SH,¬е—фов“µ,20161227,3.7748,
603993.SH,¬е—фов“µ,20161228,3.7549,
603993.SH,¬е—фов“µ,20161229,3.7152,
603993.SH,¬е—фов“µ,20161230,3.6953,
603993.SH,¬е—фов“µ,20170103,3.7251,
603993.SH,¬е—фов“µ,20170104,3.7748,
603993.SH,¬е—фов“µ,20170105,3.7748,
603993.SH,¬е—фов“µ,20170106,3.745,
603993.SH,¬е—фов“µ,20170109,3.7648,
603993.SH,¬е—фов“µ,20170110,3.8046,
603993.SH,¬е—фов“µ,20170111,3.9437,
603993.SH,¬е—фов“µ,20170112,3.8642,
603993.SH,¬е—фов“µ,20170113,3.894,
603993.SH,¬е—фов“µ,20170116,3.9635,
603993.SH,¬е—фов“µ,20170117,3.9735,
603993.SH,¬е—фов“µ,20170118,3.884,
603993.SH,¬е—фов“µ,20170119,3.9039,
603993.SH,¬е—фов“µ,20170120,3.894,
603993.SH,¬е—фов“µ,20170123,3.9933,
603993.SH,¬е—фов“µ,20170124,4.0132,
603993.SH,¬е—фов“µ,20170125,4.0231,
603993.SH,¬е—фов“µ,20170126,4.1026,
603993.SH,¬е—фов“µ,20170203,4.0331,
603993.SH,¬е—фов“µ,20170206,4.0331,
603993.SH,¬е—фов“µ,20170207,4.0728,
603993.SH,¬е—фов“µ,20170208,4.0827,
603993.SH,¬е—фов“µ,20170209,4.0728,
603993.SH,¬е—фов“µ,20170210,4.1225,
603993.SH,¬е—фов“µ,20170213,4.4105,
603993.SH,¬е—фов“µ,20170214,4.4801,
603993.SH,¬е—фов“µ,20170215,4.2913,
603993.SH,¬е—фов“µ,20170216,4.7185,
603993.SH,¬е—фов“µ,20170217,4.6688,
603993.SH,¬е—фов“µ,20170220,4.6986,
603993.SH,¬е—фов“µ,20170221,4.9668,
603993.SH,¬е—фов“µ,20170222,4.9668,
603993.SH,¬е—фов“µ,20170223,5.4635,
603993.SH,¬е—фов“µ,20170224,5.2152,
603993.SH,¬е—фов“µ,20170227,5.1456,
603993.SH,¬е—фов“µ,20170228,5.2549,
603993.SH,¬е—фов“µ,20170301,5.1655,
603993.SH,¬е—фов“µ,20170302,5.1854,
603993.SH,¬е—фов“µ,20170303,4.9072,
603993.SH,¬е—фов“µ,20170306,4.9569,
603993.SH,¬е—фов“µ,20170307,4.8178,
603993.SH,¬е—фов“µ,20170308,4.8476,
603993.SH,¬е—фов“µ,20170309,4.8774,
603993.SH,¬е—фов“µ,20170310,4.8277,
603993.SH,¬е—фов“µ,20170313,4.8774,
603993.SH,¬е—фов“µ,20170314,4.8973,
603993.SH,¬е—фов“µ,20170315,4.9171,
603993.SH,¬е—фов“µ,20170316,4.9569,
603993.SH,¬е—фов“µ,20170317,4.788,
603993.SH,¬е—фов“µ,20170320,4.6489,
603993.SH,¬е—фов“µ,20170321,4.6092,
603993.SH,¬е—фов“µ,20170322,4.5893,
603993.SH,¬е—фов“µ,20170323,4.5794,
603993.SH,¬е—фов“µ,20170324,4.5099,
603993.SH,¬е—фов“µ,20170327,4.5297,
603993.SH,¬е—фов“µ,20170328,4.6092,
603993.SH,¬е—фов“µ,20170329,4.5198,
603993.SH,¬е—фов“µ,20170330,4.4503,
603993.SH,¬е—фов“µ,20170331,4.6787,
603993.SH,¬е—фов“µ,20170405,5.1456,
603993.SH,¬е—фов“µ,20170406,5.1059,
603993.SH,¬е—фов“µ,20170407,5.0662,
603993.SH,¬е—фов“µ,20170410,4.8774,
603993.SH,¬е—фов“µ,20170411,4.9469,
603993.SH,¬е—фов“µ,20170412,4.9966,
603993.SH,¬е—фов“µ,20170413,4.9569,
603993.SH,¬е—фов“µ,20170414,4.9171,
603993.SH,¬е—фов“µ,20170417,5.0165,
603993.SH,¬е—фов“µ,20170418,4.8873,
603993.SH,¬е—фов“µ,20170419,4.5893,
603993.SH,¬е—фов“µ,20170420,4.5695,
603993.SH,¬е—фов“µ,20170421,4.4602,
603993.SH,¬е—фов“µ,20170424,4.1821,
603993.SH,¬е—фов“µ,20170425,4.2019,
603993.SH,¬е—фов“µ,20170426,4.2417,
603993.SH,¬е—фов“µ,20170427,4.3509,
603993.SH,¬е—фов“µ,20170428,4.3708,
603993.SH,¬е—фов“µ,20170502,4.49,
603993.SH,¬е—фов“µ,20170503,4.47,
603993.SH,¬е—фов“µ,20170504,4.36,
603993.SH,¬е—фов“µ,20170505,4.27,
603993.SH,¬е—фов“µ,20170508,4.29,
603993.SH,¬е—фов“µ,20170509,4.29,
603993.SH,¬е—фов“µ,20170510,4.14,
603993.SH,¬е—фов“µ,20170511,4.17,
603993.SH,¬е—фов“µ,20170512,4.12,
603993.SH,¬е—фов“µ,20170515,4.18,
603993.SH,¬е—фов“µ,20170516,4.38,
603993.SH,¬е—фов“µ,20170517,4.35,
603993.SH,¬е—фов“µ,20170518,4.31,
603993.SH,¬е—фов“µ,20170519,4.32,
603993.SH,¬е—фов“µ,20170522,4.24,
603993.SH,¬е—фов“µ,20170523,4.26,
603993.SH,¬е—фов“µ,20170524,4.29,
603993.SH,¬е—фов“µ,20170525,4.29,
603993.SH,¬е—фов“µ,20170526,4.23,
603993.SH,¬е—фов“µ,20170531,4.21,
603993.SH,¬е—фов“µ,20170601,4.07,
603993.SH,¬е—фов“µ,20170602,4.04,
603993.SH,¬е—фов“µ,20170605,4.07,
603993.SH,¬е—фов“µ,20170606,4.09,
603993.SH,¬е—фов“µ,20170607,4.16,
603993.SH,¬е—фов“µ,20170608,4.17,
603993.SH,¬е—фов“µ,20170609,4.2,
603993.SH,¬е—фов“µ,20170612,4.22,
603993.SH,¬е—фов“µ,20170613,4.5,
603993.SH,¬е—фов“µ,20170614,4.55,
603993.SH,¬е—фов“µ,20170615,4.62,
603993.SH,¬е—фов“µ,20170616,5.04,
603993.SH,¬е—фов“µ,20170619,4.95,
603993.SH,¬е—фов“µ,20170620,4.97,
603993.SH,¬е—фов“µ,20170621,4.98,
603993.SH,¬е—фов“µ,20170622,4.86,
603993.SH,¬е—фов“µ,20170623,4.83,
603993.SH,¬е—фов“µ,20170626,4.87,
603993.SH,¬е—фов“µ,20170627,4.92,
603993.SH,¬е—фов“µ,20170628,4.84,
603993.SH,¬е—фов“µ,20170629,4.97,
603993.SH,¬е—фов“µ,20170630,5.06,
603993.SH,¬е—фов“µ,20170703,5.07,
603993.SH,¬е—фов“µ,20170704,4.85,
603993.SH,¬е—фов“µ,20170705,5.19,
603993.SH,¬е—фов“µ,20170706,5.71,
603993.SH,¬е—фов“µ,20170707,5.97,
603993.SH,¬е—фов“µ,20170710,6.51,
603993.SH,¬е—фов“µ,20170711,6.09,
603993.SH,¬е—фов“µ,20170712,6.16,
603993.SH,¬е—фов“µ,20170713,5.97,
603993.SH,¬е—фов“µ,20170714,6.3,
603993.SH,¬е—фов“µ,20170717,6.43,
603993.SH,¬е—фов“µ,20170718,6.61,
603993.SH,¬е—фов“µ,20170719,7.16,
603993.SH,¬е—фов“µ,20170720,7.15,
603993.SH,¬е—фов“µ,20170721,7.36,
603993.SH,¬е—фов“µ,20170724,7.22,
603993.SH,¬е—фов“µ,20170725,7.04,
603993.SH,¬е—фов“µ,20170726,7.08,
603993.SH,¬е—фов“µ,20170727,6.6,
603993.SH,¬е—фов“µ,20170728,7.01,
603993.SH,¬е—фов“µ,20170731,7.23,
603993.SH,¬е—фов“µ,20170801,7.05,
603993.SH,¬е—фов“µ,20170802,7.16,
603993.SH,¬е—фов“µ,20170803,7.47,
603993.SH,¬е—фов“µ,20170804,7.01,
603993.SH,¬е—фов“µ,20170807,7.2,
603993.SH,¬е—фов“µ,20170808,7.13,
603993.SH,¬е—фов“µ,20170809,7.11,
603993.SH,¬е—фов“µ,20170810,6.75,
603993.SH,¬е—фов“µ,20170811,6.21,
603993.SH,¬е—фов“µ,20170814,6.45,
603993.SH,¬е—фов“µ,20170815,6.4,
603993.SH,¬е—фов“µ,20170816,6.22,
603993.SH,¬е—фов“µ,20170817,6.26,
603993.SH,¬е—фов“µ,20170818,6.12,
603993.SH,¬е—фов“µ,20170821,6.26,
603993.SH,¬е—фов“µ,20170822,6.67,
603993.SH,¬е—фов“µ,20170823,6.48,
603993.SH,¬е—фов“µ,20170824,6.36,
603993.SH,¬е—фов“µ,20170825,6.58,
603993.SH,¬е—фов“µ,20170828,6.66,
603993.SH,¬е—фов“µ,20170829,6.84,
603993.SH,¬е—фов“µ,20170830,6.92,
603993.SH,¬е—фов“µ,20170831,7.53,
603993.SH,¬е—фов“µ,20170901,7.43,
603993.SH,¬е—фов“µ,20170904,7.52,
603993.SH,¬е—фов“µ,20170905,7.32,
603993.SH,¬е—фов“µ,20170906,7.76,
603993.SH,¬е—фов“µ,20170907,7.58,
603993.SH,¬е—фов“µ,20170908,7.77,
603993.SH,¬е—фов“µ,20170911,8.54,
603993.SH,¬е—фов“µ,20170912,8.23,
603993.SH,¬е—фов“µ,20170913,8.43,
603993.SH,¬е—фов“µ,20170914,8.26,
603993.SH,¬е—фов“µ,20170915,7.79,
603993.SH,¬е—фов“µ,20170918,7.91,
603993.SH,¬е—фов“µ,20170919,7.86,
603993.SH,¬е—фов“µ,20170920,8.18,
603993.SH,¬е—фов“µ,20170921,7.85,
603993.SH,¬е—фов“µ,20170922,7.6,
603993.SH,¬е—фов“µ,20170925,7.39,
603993.SH,¬е—фов“µ,20170926,7.51,
603993.SH,¬е—фов“µ,20170927,7.77,
603993.SH,¬е—фов“µ,20170928,7.76,
603993.SH,¬е—фов“µ,20170929,7.84,
603993.SH,¬е—фов“µ,20171009,7.81,
603993.SH,¬е—фов“µ,20171010,7.54,
603993.SH,¬е—фов“µ,20171011,7.28,
603993.SH,¬е—фов“µ,20171012,7.14,
603993.SH,¬е—фов“µ,20171013,7.17,
603993.SH,¬е—фов“µ,20171016,7.23,
603993.SH,¬е—фов“µ,20171017,7.07,
603993.SH,¬е—фов“µ,20171018,6.74,
603993.SH,¬е—фов“µ,20171019,6.77,
603993.SH,¬е—фов“µ,20171020,7.14,
603993.SH,¬е—фов“µ,20171023,7.12,
603993.SH,¬е—фов“µ,20171024,7.22,
603993.SH,¬е—фов“µ,20171025,7.2,
603993.SH,¬е—фов“µ,20171026,7.36,
603993.SH,¬е—фов“µ,20171027,7.27,
603993.SH,¬е—фов“µ,20171030,6.86,
603993.SH,¬е—фов“µ,20171031,7.17,
603993.SH,¬е—фов“µ,20171101,7.25,
603993.SH,¬е—фов“µ,20171102,7.01,
603993.SH,¬е—фов“µ,20171103,6.9,
603993.SH,¬е—фов“µ,20171106,6.89,
603993.SH,¬е—фов“µ,20171107,6.9,
603993.SH,¬е—фов“µ,20171108,6.92,
603993.SH,¬е—фов“µ,20171109,6.88,
603993.SH,¬е—фов“µ,20171110,6.76,
603993.SH,¬е—фов“µ,20171113,6.71,
603993.SH,¬е—фов“µ,20171114,6.76,
603993.SH,¬е—фов“µ,20171115,6.4,
603993.SH,¬е—фов“µ,20171116,6.16,
603993.SH,¬е—фов“µ,20171117,6.04,
603993.SH,¬е—фов“µ,20171120,6.22,
603993.SH,¬е—фов“µ,20171121,6.11,
603993.SH,¬е—фов“µ,20171122,6.18,
603993.SH,¬е—фов“µ,20171123,6.27,
603993.SH,¬е—фов“µ,20171124,6.7,
603993.SH,¬е—фов“µ,20171127,6.55,
603993.SH,¬е—фов“µ,20171128,6.83,
603993.SH,¬е—фов“µ,20171129,7.01,
603993.SH,¬е—фов“µ,20171130,7.07,
603993.SH,¬е—фов“µ,20171201,7.1,
603993.SH,¬е—фов“µ,20171204,6.99,
603993.SH,¬е—фов“µ,20171205,6.61,
603993.SH,¬е—фов“µ,20171206,6.59,
603993.SH,¬е—фов“µ,20171207,6.38,
603993.SH,¬е—фов“µ,20171208,6.6,
603993.SH,¬е—фов“µ,20171211,6.78,
603993.SH,¬е—фов“µ,20171212,6.86,
603993.SH,¬е—фов“µ,20171213,6.76,
603993.SH,¬е—фов“µ,20171214,6.83,
603993.SH,¬е—фов“µ,20171215,6.63,
603993.SH,¬е—фов“µ,20171218,6.59,
603993.SH,¬е—фов“µ,20171219,6.57,
603993.SH,¬е—фов“µ,20171220,6.4,
603993.SH,¬е—фов“µ,20171221,6.5,
603993.SH,¬е—фов“µ,20171222,6.44,
603993.SH,¬е—фов“µ,20171225,6.44,
603993.SH,¬е—фов“µ,20171226,6.42,
603993.SH,¬е—фов“µ,20171227,6.56,
603993.SH,¬е—фов“µ,20171228,7.01,
603993.SH,¬е—фов“µ,20171229,6.88,
603993.SH,¬е—фов“µ,20180102,6.94,
603993.SH,¬е—фов“µ,20180103,7.05,
603993.SH,¬е—фов“µ,20180104,7.23,
603993.SH,¬е—фов“µ,20180105,7.16,
603993.SH,¬е—фов“µ,20180108,7.3,
603993.SH,¬е—фов“µ,20180109,7.24,
603993.SH,¬е—фов“µ,20180110,7.21,
603993.SH,¬е—фов“µ,20180111,7.77,
603993.SH,¬е—фов“µ,20180112,7.64,
603993.SH,¬е—фов“µ,20180115,7.51,
603993.SH,¬е—фов“µ,20180116,8.09,
603993.SH,¬е—фов“µ,20180117,8.07,
603993.SH,¬е—фов“µ,20180118,8.08,
603993.SH,¬е—фов“µ,20180119,8.1,
603993.SH,¬е—фов“µ,20180122,8.32,
603993.SH,¬е—фов“µ,20180123,8.3,
603993.SH,¬е—фов“µ,20180124,8.16,
603993.SH,¬е—фов“µ,20180125,8.17,
603993.SH,¬е—фов“µ,20180126,7.78,
603993.SH,¬е—фов“µ,20180129,7.82,
603993.SH,¬е—фов“µ,20180130,7.45,
603993.SH,¬е—фов“µ,20180131,7.56,
603993.SH,¬е—фов“µ,20180201,7.45,
603993.SH,¬е—фов“µ,20180202,7.85,
603993.SH,¬е—фов“µ,20180205,7.87,
603993.SH,¬е—фов“µ,20180206,7.18,
603993.SH,¬е—фов“µ,20180207,7,
603993.SH,¬е—фов“µ,20180208,6.89,
603993.SH,¬е—фов“µ,20180209,6.2,
603993.SH,¬е—фов“µ,20180212,6.48,
603993.SH,¬е—фов“µ,20180213,6.58,
603993.SH,¬е—фов“µ,20180214,6.74,
603993.SH,¬е—фов“µ,20180222,7.41,
603993.SH,¬е—фов“µ,20180223,8.02,
603993.SH,¬е—фов“µ,20180226,8.61,
603993.SH,¬е—фов“µ,20180227,8.23,
603993.SH,¬е—фов“µ,20180228,8.58,
603993.SH,¬е—фов“µ,20180301,8.43,
603993.SH,¬е—фов“µ,20180302,8.36,
603993.SH,¬е—фов“µ,20180305,9,
603993.SH,¬е—фов“µ,20180306,8.92,
603993.SH,¬е—фов“µ,20180307,8.73,
603993.SH,¬е—фов“µ,20180308,8.37,
603993.SH,¬е—фов“µ,20180309,8.43,
603993.SH,¬е—фов“µ,20180312,8.85,
603993.SH,¬е—фов“µ,20180313,9.3,
603993.SH,¬е—фов“µ,20180314,9.13,
603993.SH,¬е—фов“µ,20180315,9.46,
603993.SH,¬е—фов“µ,20180316,9.23,
603993.SH,¬е—фов“µ,20180319,9.69,
603993.SH,¬е—фов“µ,20180320,9.55,
603993.SH,¬е—фов“µ,20180321,9.23,
603993.SH,¬е—фов“µ,20180322,9.22,
603993.SH,¬е—фов“µ,20180323,8.32,
603993.SH,¬е—фов“µ,20180326,8.73,
