╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
603319.SH,оФсм╠ц,20161130,15.0048,
603319.SH,оФсм╠ц,20161201,16.5093,
603319.SH,оФсм╠ц,20161202,18.1632,
603319.SH,оФсм╠ц,20161205,19.9766,
603319.SH,оФсм╠ц,20161206,21.9792,
603319.SH,оФсм╠ц,20161207,24.1811,
603319.SH,оФсм╠ц,20161208,26.6022,
603319.SH,оФсм╠ц,20161209,29.2624,
603319.SH,оФсм╠ц,20161212,32.1917,
603319.SH,оФсм╠ц,20161213,35.4098,
603319.SH,оФсм╠ц,20161214,38.9468,
603319.SH,оФсм╠ц,20161215,42.8425,
603319.SH,оФсм╠ц,20161216,47.1268,
603319.SH,оФсм╠ц,20161219,51.8394,
603319.SH,оФсм╠ц,20161220,57.0204,
603319.SH,оФсм╠ц,20161221,57.0901,
603319.SH,оФсм╠ц,20161222,56.1137,
603319.SH,оФсм╠ц,20161223,52.8158,
603319.SH,оФсм╠ц,20161226,52.8358,
603319.SH,оФсм╠ц,20161227,52.8856,
603319.SH,оФсм╠ц,20161228,53.0948,
603319.SH,оФсм╠ц,20161229,54.5295,
603319.SH,оФсм╠ц,20161230,56.2931,
603319.SH,оФсм╠ц,20170103,56.9706,
603319.SH,оФсм╠ц,20170104,55.9742,
603319.SH,оФсм╠ц,20170105,61.5737,
603319.SH,оФсм╠ц,20170106,55.4163,
603319.SH,оФсм╠ц,20170109,51.6501,
603319.SH,оФсм╠ц,20170110,56.8112,
603319.SH,оФсм╠ц,20170111,52.9952,
603319.SH,оФсм╠ц,20170112,52.5468,
603319.SH,оФсм╠ц,20170113,47.8043,
603319.SH,оФсм╠ц,20170116,45.3533,
603319.SH,оФсм╠ц,20170117,46.5688,
603319.SH,оФсм╠ц,20170118,44.3569,
603319.SH,оФсм╠ц,20170119,43.6794,
603319.SH,оФсм╠ц,20170120,45.3632,
603319.SH,оФсм╠ц,20170123,45.6821,
603319.SH,оФсм╠ц,20170124,50.2553,
603319.SH,оФсм╠ц,20170125,50.2951,
603319.SH,оФсм╠ц,20170126,51.7099,
603319.SH,оФсм╠ц,20170203,52.9753,
603319.SH,оФсм╠ц,20170206,55.6953,
603319.SH,оФсм╠ц,20170207,56.3528,
603319.SH,оФсм╠ц,20170208,59.9197,
603319.SH,оФсм╠ц,20170209,53.9616,
603319.SH,оФсм╠ц,20170210,48.5615,
603319.SH,оФсм╠ц,20170213,49.3586,
603319.SH,оФсм╠ц,20170214,49.4781,
603319.SH,оФсм╠ц,20170215,49.8368,
603319.SH,оФсм╠ц,20170216,48.5814,
603319.SH,оФсм╠ц,20170217,47.057,
603319.SH,оФсм╠ц,20170220,47.0371,
603319.SH,оФсм╠ц,20170221,48.5316,
603319.SH,оФсм╠ц,20170222,48.8903,
603319.SH,оФсм╠ц,20170223,49.5678,
603319.SH,оФсм╠ц,20170224,49.6674,
603319.SH,оФсм╠ц,20170227,48.6611,
603319.SH,оФсм╠ц,20170228,48.9401,
603319.SH,оФсм╠ц,20170301,48.5715,
603319.SH,оФсм╠ц,20170302,48.8803,
603319.SH,оФсм╠ц,20170303,48.8305,
603319.SH,оФсм╠ц,20170306,50.3649,
603319.SH,оФсм╠ц,20170307,51.1819,
603319.SH,оФсм╠ц,20170308,51.2317,
603319.SH,оФсм╠ц,20170309,50.6339,
603319.SH,оФсм╠ц,20170310,52.3376,
603319.SH,оФсм╠ц,20170313,53.0749,
603319.SH,оФсм╠ц,20170314,54.7487,
