´úÂë,¼ò³Æ,ÈÕÆÚ,ÊÕÅÌ¼Û(Ôª),
600779.SH,Ë®¾®·»,19961206,2.4745,
600779.SH,Ë®¾®·»,19961209,2.6933,
600779.SH,Ë®¾®·»,19961210,2.6807,
600779.SH,Ë®¾®·»,19961211,2.6933,
600779.SH,Ë®¾®·»,19961212,2.5062,
600779.SH,Ë®¾®·»,19961213,2.3476,
600779.SH,Ë®¾®·»,19961216,2.1128,
600779.SH,Ë®¾®·»,19961217,1.9018,
600779.SH,Ë®¾®·»,19961218,1.9669,
600779.SH,Ë®¾®·»,19961219,1.7702,
600779.SH,Ë®¾®·»,19961220,1.5941,
600779.SH,Ë®¾®·»,19961223,1.6036,
600779.SH,Ë®¾®·»,19961224,1.583,
600779.SH,Ë®¾®·»,19961225,1.6195,
600779.SH,Ë®¾®·»,19961226,1.7099,
600779.SH,Ë®¾®·»,19961227,1.6845,
600779.SH,Ë®¾®·»,19961230,1.8527,
600779.SH,Ë®¾®·»,19961231,1.8622,
600779.SH,Ë®¾®·»,19970102,1.9304,
600779.SH,Ë®¾®·»,19970103,1.7924,
600779.SH,Ë®¾®·»,19970106,1.6893,
600779.SH,Ë®¾®·»,19970107,1.8051,
600779.SH,Ë®¾®·»,19970108,1.8051,
600779.SH,Ë®¾®·»,19970109,1.84,
600779.SH,Ë®¾®·»,19970110,1.8971,
600779.SH,Ë®¾®·»,19970113,1.9542,
600779.SH,Ë®¾®·»,19970114,1.878,
600779.SH,Ë®¾®·»,19970115,1.9272,
600779.SH,Ë®¾®·»,19970116,1.9161,
600779.SH,Ë®¾®·»,19970117,1.932,
600779.SH,Ë®¾®·»,19970120,1.9114,
600779.SH,Ë®¾®·»,19970121,1.9209,
600779.SH,Ë®¾®·»,19970122,2.0605,
600779.SH,Ë®¾®·»,19970123,2.0811,
600779.SH,Ë®¾®·»,19970124,2.062,
600779.SH,Ë®¾®·»,19970127,2.1001,
600779.SH,Ë®¾®·»,19970128,2.0747,
600779.SH,Ë®¾®·»,19970129,2.0858,
600779.SH,Ë®¾®·»,19970130,2.0731,
600779.SH,Ë®¾®·»,19970131,2.062,
600779.SH,Ë®¾®·»,19970217,2.0843,
600779.SH,Ë®¾®·»,19970218,1.8765,
600779.SH,Ë®¾®·»,19970219,1.9907,
600779.SH,Ë®¾®·»,19970220,1.9193,
600779.SH,Ë®¾®·»,19970221,1.9748,
