╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
300442.SZ,фуюЖй╒,20150424,27.5247,
300442.SZ,фуюЖй╒,20150427,30.2772,
300442.SZ,фуюЖй╒,20150428,33.3089,
300442.SZ,фуюЖй╒,20150429,36.6398,
300442.SZ,фуюЖй╒,20150430,40.2998,
300442.SZ,фуюЖй╒,20150504,44.3288,
300442.SZ,фуюЖй╒,20150505,48.7666,
300442.SZ,фуюЖй╒,20150506,47.6696,
300442.SZ,фуюЖй╒,20150507,43.0722,
300442.SZ,фуюЖй╒,20150508,47.1311,
300442.SZ,фуюЖй╒,20150511,51.8482,
300442.SZ,фуюЖй╒,20150512,57.034,
300442.SZ,фуюЖй╒,20150513,62.7085,
300442.SZ,фуюЖй╒,20150514,68.9813,
300442.SZ,фуюЖй╒,20150515,75.8825,
300442.SZ,фуюЖй╒,20150518,83.4717,
300442.SZ,фуюЖй╒,20150519,90.7518,
300442.SZ,фуюЖй╒,20150520,99.827,
300442.SZ,фуюЖй╒,20150521,109.8097,
300442.SZ,фуюЖй╒,20150522,120.7896,
300442.SZ,фуюЖй╒,20150525,132.8666,
300442.SZ,фуюЖй╒,20150526,146.1503,
300442.SZ,фуюЖй╒,20150527,160.7703,
300442.SZ,фуюЖй╒,20150528,144.6943,
300442.SZ,фуюЖй╒,20150529,130.543,
300442.SZ,фуюЖй╒,20150601,117.4887,
300442.SZ,фуюЖй╒,20150602,106.1995,
300442.SZ,фуюЖй╒,20150603,108.8922,
300442.SZ,фуюЖй╒,20150604,99.7671,
300442.SZ,фуюЖй╒,20150605,100.7744,
300442.SZ,фуюЖй╒,20150608,93.604,
300442.SZ,фуюЖй╒,20150609,95.4589,
300442.SZ,фуюЖй╒,20150610,99.9367,
300442.SZ,фуюЖй╒,20150611,102.5495,
300442.SZ,фуюЖй╒,20150612,95.5188,
300442.SZ,фуюЖй╒,20150615,85.9649,
300442.SZ,фуюЖй╒,20150616,84.3693,
300442.SZ,фуюЖй╒,20150617,88.5578,
300442.SZ,фуюЖй╒,20150618,79.702,
300442.SZ,фуюЖй╒,20150619,77.4881,
300442.SZ,фуюЖй╒,20150623,85.2369,
300442.SZ,фуюЖй╒,20150624,84.469,
300442.SZ,фуюЖй╒,20150625,78.2659,
300442.SZ,фуюЖй╒,20150626,70.4374,
300442.SZ,фуюЖй╒,20150629,63.3966,
300442.SZ,фуюЖй╒,20150630,66.2089,
300442.SZ,фуюЖй╒,20150701,59.587,
300442.SZ,фуюЖй╒,20150702,53.6333,
300442.SZ,фуюЖй╒,20150703,50.841,
300442.SZ,фуюЖй╒,20150706,49.355,
300442.SZ,фуюЖй╒,20150707,44.4185,
300442.SZ,фуюЖй╒,20150708,39.9807,
300442.SZ,фуюЖй╒,20150709,43.9797,
300442.SZ,фуюЖй╒,20150710,48.3777,
