╢ЗбК,╪РЁф,хуфз,йуел╪ш(т╙),
002105.SZ,пеб║╫║©╣,20070112,5.7308,
002105.SZ,пеб║╫║©╣,20070115,5.1609,
002105.SZ,пеб║╫║©╣,20070116,5.3034,
002105.SZ,пеб║╫║©╣,20070117,5.0249,
002105.SZ,пеб║╫║©╣,20070118,5.1544,
002105.SZ,пеб║╫║©╣,20070119,5.2322,
002105.SZ,пеб║╫║©╣,20070122,5.4394,
002105.SZ,пеб║╫║©╣,20070123,5.3099,
002105.SZ,пеб║╫║©╣,20070124,5.4717,
002105.SZ,пеб║╫║©╣,20070125,5.4976,
002105.SZ,пеб║╫║©╣,20070126,5.5689,
002105.SZ,пеб║╫║©╣,20070129,5.7696,
002105.SZ,пеб║╫║©╣,20070130,5.53,
002105.SZ,пеб║╫║©╣,20070131,5.2386,
002105.SZ,пеб║╫║©╣,20070201,5.3099,
002105.SZ,пеб║╫║©╣,20070202,5.0185,
002105.SZ,пеб║╫║©╣,20070205,5.0185,
002105.SZ,пеб║╫║©╣,20070206,5.1609,
002105.SZ,пеб║╫║©╣,20070207,5.1156,
002105.SZ,пеб║╫║©╣,20070208,5.1674,
002105.SZ,пеб║╫║©╣,20070209,5.0832,
002105.SZ,пеб║╫║©╣,20070212,5.3163,
002105.SZ,пеб║╫║©╣,20070213,5.271,
002105.SZ,пеб║╫║©╣,20070214,5.3293,
002105.SZ,пеб║╫║©╣,20070215,5.4329,
002105.SZ,пеб║╫║©╣,20070216,5.407,
002105.SZ,пеб║╫║©╣,20070226,5.679,
002105.SZ,пеб║╫║©╣,20070227,5.1091,
002105.SZ,пеб║╫║©╣,20070228,5.4005,
002105.SZ,пеб║╫║©╣,20070301,5.543,
002105.SZ,пеб║╫║©╣,20070302,5.789,
002105.SZ,пеб║╫║©╣,20070305,5.7437,
002105.SZ,пеб║╫║©╣,20070306,5.679,
002105.SZ,пеб║╫║©╣,20070307,5.8538,
002105.SZ,пеб║╫║©╣,20070308,5.8214,
002105.SZ,пеб║╫║©╣,20070309,5.7178,
002105.SZ,пеб║╫║©╣,20070312,5.9445,
002105.SZ,пеб║╫║©╣,20070313,5.8538,
002105.SZ,пеб║╫║©╣,20070314,5.679,
002105.SZ,пеб║╫║©╣,20070315,5.7631,
002105.SZ,пеб║╫║©╣,20070316,5.5689,
002105.SZ,пеб║╫║©╣,20070319,5.6725,
002105.SZ,пеб║╫║©╣,20070320,5.7567,
002105.SZ,пеб║╫║©╣,20070321,5.7761,
002105.SZ,пеб║╫║©╣,20070322,5.7243,
002105.SZ,пеб║╫║©╣,20070323,5.9639,
002105.SZ,пеб║╫║©╣,20070326,6.1517,
002105.SZ,пеб║╫║©╣,20070327,6.1387,
002105.SZ,пеб║╫║©╣,20070328,6.0222,
002105.SZ,пеб║╫║©╣,20070329,6.2164,
002105.SZ,пеб║╫║©╣,20070330,6.2229,
002105.SZ,пеб║╫║©╣,20070402,6.4754,
002105.SZ,пеб║╫║©╣,20070403,6.4236,
002105.SZ,пеб║╫║©╣,20070404,6.5208,
002105.SZ,пеб║╫║©╣,20070405,6.4625,
002105.SZ,пеб║╫║©╣,20070406,6.4172,
002105.SZ,пеб║╫║©╣,20070409,6.4366,
002105.SZ,пеб║╫║©╣,20070410,6.6438,
002105.SZ,пеб║╫║©╣,20070411,6.5596,
002105.SZ,пеб║╫║©╣,20070412,6.5531,
002105.SZ,пеб║╫║©╣,20070413,6.5402,
002105.SZ,пеб║╫║©╣,20070416,6.6956,
002105.SZ,пеб║╫║©╣,20070417,6.6308,
002105.SZ,пеб║╫║©╣,20070418,6.864,
002105.SZ,пеб║╫║©╣,20070419,6.4107,
002105.SZ,пеб║╫║©╣,20070420,6.9287,
002105.SZ,пеб║╫║©╣,20070423,7.6216,
002105.SZ,пеб║╫║©╣,20070424,7.7317,
002105.SZ,пеб║╫║©╣,20070425,7.6281,
002105.SZ,пеб║╫║©╣,20070426,7.5892,
002105.SZ,пеб║╫║©╣,20070427,7.3561,
002105.SZ,пеб║╫║©╣,20070430,7.6151,
002105.SZ,пеб║╫║©╣,20070508,7.7964,
002105.SZ,пеб║╫║©╣,20070509,7.5957,
002105.SZ,пеб║╫║©╣,20070510,7.5568,
002105.SZ,пеб║╫║©╣,20070511,8.0878,
002105.SZ,пеб║╫║©╣,20070514,8.1591,
002105.SZ,пеб║╫║©╣,20070515,7.6993,
002105.SZ,пеб║╫║©╣,20070516,7.8353,
002105.SZ,пеб║╫║©╣,20070517,7.8871,
002105.SZ,пеб║╫║©╣,20070518,7.8871,
002105.SZ,пеб║╫║©╣,20070521,7.9259,
002105.SZ,пеб║╫║©╣,20070522,7.9713,
002105.SZ,пеб║╫║©╣,20070523,8.1914,
002105.SZ,пеб║╫║©╣,20070524,7.9648,
002105.SZ,пеб║╫║©╣,20070525,8.0101,
002105.SZ,пеб║╫║©╣,20070528,8.2173,
002105.SZ,пеб║╫║©╣,20070529,8.3015,
