代码,简称,日期,收盘价(元),
000816.SZ,智慧农业,19970818,1.5821,
000816.SZ,智慧农业,19970819,1.5119,
000816.SZ,智慧农业,19970820,1.5642,
000816.SZ,智慧农业,19970821,1.5958,
000816.SZ,智慧农业,19970822,1.5903,
000816.SZ,智慧农业,19970825,1.5477,
000816.SZ,智慧农业,19970826,1.6357,
000816.SZ,智慧农业,19970827,1.633,
000816.SZ,智慧农业,19970828,1.6261,
000816.SZ,智慧农业,19970829,1.6041,
000816.SZ,智慧农业,19970901,1.6385,
000816.SZ,智慧农业,19970902,1.6178,
000816.SZ,智慧农业,19970903,1.6412,
000816.SZ,智慧农业,19970904,1.6508,
000816.SZ,智慧农业,19970905,1.6715,
000816.SZ,智慧农业,19970908,1.6618,
000816.SZ,智慧农业,19970909,1.5958,
000816.SZ,智慧农业,19970910,1.6192,
000816.SZ,智慧农业,19970911,1.5958,
000816.SZ,智慧农业,19970912,1.5518,
000816.SZ,智慧农业,19970915,1.5188,
000816.SZ,智慧农业,19970916,1.5614,
000816.SZ,智慧农业,19970917,1.5435,
000816.SZ,智慧农业,19970918,1.5532,
000816.SZ,智慧农业,19970919,1.5931,
000816.SZ,智慧农业,19970922,1.4844,
000816.SZ,智慧农业,19970923,1.3619,
000816.SZ,智慧农业,19970924,1.428,
000816.SZ,智慧农业,19970925,1.4748,
000816.SZ,智慧农业,19970926,1.4335,
000816.SZ,智慧农业,19970929,1.3757,
000816.SZ,智慧农业,19970930,1.4197,
000816.SZ,智慧农业,19971006,1.4032,
000816.SZ,智慧农业,19971007,1.4101,
000816.SZ,智慧农业,19971008,1.4431,
000816.SZ,智慧农业,19971009,1.417,
000816.SZ,智慧农业,19971010,1.4349,
000816.SZ,智慧农业,19971013,1.428,
000816.SZ,智慧农业,19971014,1.417,
000816.SZ,智慧农业,19971015,1.4225,
000816.SZ,智慧农业,19971016,1.4775,
000816.SZ,智慧农业,19971017,1.4995,
000816.SZ,智慧农业,19971020,1.5876,
000816.SZ,智慧农业,19971021,1.5876,
000816.SZ,智慧农业,19971022,1.5422,
000816.SZ,智慧农业,19971023,1.6123,
000816.SZ,智慧农业,19971024,1.7045,
000816.SZ,智慧农业,19971027,1.6866,
000816.SZ,智慧农业,19971028,1.6508,
000816.SZ,智慧农业,19971029,1.7692,
000816.SZ,智慧农业,19971030,1.6976,
000816.SZ,智慧农业,19971031,1.7334,
000816.SZ,智慧农业,19971103,1.7141,
000816.SZ,智慧农业,19971104,1.7361,
000816.SZ,智慧农业,19971105,1.7843,
000816.SZ,智慧农业,19971106,1.7554,
000816.SZ,智慧农业,19971107,1.7815,
000816.SZ,智慧农业,19971110,1.6508,
000816.SZ,智慧农业,19971111,1.6894,
000816.SZ,智慧农业,19971112,1.6495,
