ґъВл,јтіЖ,ИХЖЪ,КХЕМјЫ(ФЄ),
002776.SZ,°Ш±¤Бъ,20151207,32.7737,
002776.SZ,°Ш±¤Бъ,20151208,33.2561,
002776.SZ,°Ш±¤Бъ,20151209,33.3058,
002776.SZ,°Ш±¤Бъ,20151210,32.0726,
002776.SZ,°Ш±¤Бъ,20151211,31.2124,
002776.SZ,°Ш±¤Бъ,20151214,32.1721,
002776.SZ,°Ш±¤Бъ,20151215,32.366,
002776.SZ,°Ш±¤Бъ,20151216,33.813,
002776.SZ,°Ш±¤Бъ,20151217,34.9517,
002776.SZ,°Ш±¤Бъ,20151218,34.1511,
002776.SZ,°Ш±¤Бъ,20151221,35.1058,
002776.SZ,°Ш±¤Бъ,20151222,38.6164,
002776.SZ,°Ш±¤Бъ,20151223,41.2668,
002776.SZ,°Ш±¤Бъ,20151224,40.1778,
002776.SZ,°Ш±¤Бъ,20151225,39.4667,
002776.SZ,°Ш±¤Бъ,20151228,39.7303,
002776.SZ,°Ш±¤Бъ,20151229,40.4513,
002776.SZ,°Ш±¤Бъ,20151230,39.6308,
002776.SZ,°Ш±¤Бъ,20151231,38.1888,
002776.SZ,°Ш±¤Бъ,20160104,34.3699,
002776.SZ,°Ш±¤Бъ,20160105,34.534,
002776.SZ,°Ш±¤Бъ,20160106,36.5479,
002776.SZ,°Ш±¤Бъ,20160107,32.903,
002776.SZ,°Ш±¤Бъ,20160108,33.6837,
002776.SZ,°Ш±¤Бъ,20160111,31.8041,
002776.SZ,°Ш±¤Бъ,20160112,32.6196,
002776.SZ,°Ш±¤Бъ,20160113,31.2919,
002776.SZ,°Ш±¤Бъ,20160114,31.4709,
002776.SZ,°Ш±¤Бъ,20160115,28.3233,
002776.SZ,°Ш±¤Бъ,20160118,28.3233,
002776.SZ,°Ш±¤Бъ,20160119,28.3233,
002776.SZ,°Ш±¤Бъ,20160120,28.3233,
002776.SZ,°Ш±¤Бъ,20160121,28.3233,
002776.SZ,°Ш±¤Бъ,20160122,28.3233,
002776.SZ,°Ш±¤Бъ,20160125,28.3233,
002776.SZ,°Ш±¤Бъ,20160126,28.3233,
002776.SZ,°Ш±¤Бъ,20160127,28.3233,
002776.SZ,°Ш±¤Бъ,20160128,28.3233,
002776.SZ,°Ш±¤Бъ,20160129,28.3233,
002776.SZ,°Ш±¤Бъ,20160201,28.3233,
002776.SZ,°Ш±¤Бъ,20160202,28.3233,
002776.SZ,°Ш±¤Бъ,20160203,26.8515,
002776.SZ,°Ш±¤Бъ,20160204,28.567,
002776.SZ,°Ш±¤Бъ,20160205,30.0239,
002776.SZ,°Ш±¤Бъ,20160215,30.7599,
002776.SZ,°Ш±¤Бъ,20160216,31.5952,
002776.SZ,°Ш±¤Бъ,20160217,31.6052,
002776.SZ,°Ш±¤Бъ,20160218,32.6196,
002776.SZ,°Ш±¤Бъ,20160219,32.0378,
002776.SZ,°Ш±¤Бъ,20160222,32.5102,
002776.SZ,°Ш±¤Бъ,20160223,33.6787,
002776.SZ,°Ш±¤Бъ,20160224,32.8831,
002776.SZ,°Ш±¤Бъ,20160225,29.5963,
002776.SZ,°Ш±¤Бъ,20160226,28.0996,
002776.SZ,°Ш±¤Бъ,20160229,25.4095,
002776.SZ,°Ш±¤Бъ,20160301,27.1001,
002776.SZ,°Ш±¤Бъ,20160302,29.4869,
002776.SZ,°Ш±¤Бъ,20160303,28.5322,
002776.SZ,°Ш±¤Бъ,20160304,26.0559,
002776.SZ,°Ш±¤Бъ,20160307,26.7719,
002776.SZ,°Ш±¤Бъ,20160308,27.2493,
002776.SZ,°Ш±¤Бъ,20160309,27.125,
002776.SZ,°Ш±¤Бъ,20160310,26.8813,
002776.SZ,°Ш±¤Бъ,20160311,26.8465,
002776.SZ,°Ш±¤Бъ,20160314,28.8355,
002776.SZ,°Ш±¤Бъ,20160315,28.02,
002776.SZ,°Ш±¤Бъ,20160316,27.9703,
002776.SZ,°Ш±¤Бъ,20160317,29.8499,
002776.SZ,°Ш±¤Бъ,20160318,31.4262,
002776.SZ,°Ш±¤Бъ,20160321,33.1218,
002776.SZ,°Ш±¤Бъ,20160322,34.4345,
002776.SZ,°Ш±¤Бъ,20160323,35.618,
002776.SZ,°Ш±¤Бъ,20160324,35.6578,
002776.SZ,°Ш±¤Бъ,20160325,32.9527,
002776.SZ,°Ш±¤Бъ,20160328,34.3848,
002776.SZ,°Ш±¤Бъ,20160329,34.2307,
002776.SZ,°Ш±¤Бъ,20160330,37.6517,
002776.SZ,°Ш±¤Бъ,20160331,41.4199,
002776.SZ,°Ш±¤Бъ,20160401,38.2798,
002776.SZ,°Ш±¤Бъ,20160405,38.9776,
002776.SZ,°Ш±¤Бъ,20160406,39.9446,
002776.SZ,°Ш±¤Бъ,20160407,40.6723,
002776.SZ,°Ш±¤Бъ,20160408,41.081,
002776.SZ,°Ш±¤Бъ,20160411,40.8417,
002776.SZ,°Ш±¤Бъ,20160412,37.7614,
002776.SZ,°Ш±¤Бъ,20160413,37.9309,
002776.SZ,°Ш±¤Бъ,20160414,38.5091,
002776.SZ,°Ш±¤Бъ,20160415,37.6817,
002776.SZ,°Ш±¤Бъ,20160418,36.3359,
002776.SZ,°Ш±¤Бъ,20160419,36.4356,
002776.SZ,°Ш±¤Бъ,20160420,33.1559,
002776.SZ,°Ш±¤Бъ,20160421,33.2057,
002776.SZ,°Ш±¤Бъ,20160422,34.6911,
002776.SZ,°Ш±¤Бъ,20160425,33.3552,
002776.SZ,°Ш±¤Бъ,20160426,33.8936,
002776.SZ,°Ш±¤Бъ,20160427,33.6643,
002776.SZ,°Ш±¤Бъ,20160428,32.8269,
002776.SZ,°Ш±¤Бъ,20160429,32.3983,
002776.SZ,°Ш±¤Бъ,20160503,33.2556,
002776.SZ,°Ш±¤Бъ,20160504,33.8238,
002776.SZ,°Ш±¤Бъ,20160505,34.5814,
002776.SZ,°Ш±¤Бъ,20160506,32.8967,
002776.SZ,°Ш±¤Бъ,20160509,29.9061,
002776.SZ,°Ш±¤Бъ,20160510,29.6668,
002776.SZ,°Ш±¤Бъ,20160511,29.6569,
002776.SZ,°Ш±¤Бъ,20160512,28.9491,
002776.SZ,°Ш±¤Бъ,20160513,28.5105,
002776.SZ,°Ш±¤Бъ,20160516,30.5042,
002776.SZ,°Ш±¤Бъ,20160517,30.2051,
002776.SZ,°Ш±¤Бъ,20160518,28.2114,
002776.SZ,°Ш±¤Бъ,20160519,28.3111,
002776.SZ,°Ш±¤Бъ,20160520,29.0189,
002776.SZ,°Ш±¤Бъ,20160523,29.298,
002776.SZ,°Ш±¤Бъ,20160524,29.4874,
002776.SZ,°Ш±¤Бъ,20160525,31.0624,
002776.SZ,°Ш±¤Бъ,20160526,30.5939,
002776.SZ,°Ш±¤Бъ,20160527,30.6238,
002776.SZ,°Ш±¤Бъ,20160530,30.0656,
002776.SZ,°Ш±¤Бъ,20160531,31.6606,
002776.SZ,°Ш±¤Бъ,20160601,31.7004,
002776.SZ,°Ш±¤Бъ,20160602,32.3085,
002776.SZ,°Ш±¤Бъ,20160603,32.2986,
002776.SZ,°Ш±¤Бъ,20160606,31.4213,
002776.SZ,°Ш±¤Бъ,20160607,32.2388,
002776.SZ,°Ш±¤Бъ,20160608,31.5509,
002776.SZ,°Ш±¤Бъ,20160613,29.1684,
002776.SZ,°Ш±¤Бъ,20160614,29.4076,
002776.SZ,°Ш±¤Бъ,20160615,31.1023,
002776.SZ,°Ш±¤Бъ,20160616,30.5939,
002776.SZ,°Ш±¤Бъ,20160617,30.6039,
002776.SZ,°Ш±¤Бъ,20160620,30.7933,
002776.SZ,°Ш±¤Бъ,20160621,32.0493,
002776.SZ,°Ш±¤Бъ,20160622,34.7808,
002776.SZ,°Ш±¤Бъ,20160623,33.3951,
002776.SZ,°Ш±¤Бъ,20160624,32.0294,
002776.SZ,°Ш±¤Бъ,20160627,33.6443,
002776.SZ,°Ш±¤Бъ,20160628,35.8574,
002776.SZ,°Ш±¤Бъ,20160629,35.2493,
002776.SZ,°Ш±¤Бъ,20160630,35.4487,
002776.SZ,°Ш±¤Бъ,20160701,35.02,
002776.SZ,°Ш±¤Бъ,20160704,35.4885,
002776.SZ,°Ш±¤Бъ,20160705,35.7278,
002776.SZ,°Ш±¤Бъ,20160706,37.253,
002776.SZ,°Ш±¤Бъ,20160707,36.286,
002776.SZ,°Ш±¤Бъ,20160708,36.5552,
002776.SZ,°Ш±¤Бъ,20160711,35.329,
002776.SZ,°Ш±¤Бъ,20160712,34.0929,
002776.SZ,°Ш±¤Бъ,20160713,33.9932,
002776.SZ,°Ш±¤Бъ,20160714,34.5914,
002776.SZ,°Ш±¤Бъ,20160715,33.9932,
002776.SZ,°Ш±¤Бъ,20160718,33.5845,
002776.SZ,°Ш±¤Бъ,20160719,34.4917,
002776.SZ,°Ш±¤Бъ,20160720,35.1995,
002776.SZ,°Ш±¤Бъ,20160721,34.5914,
002776.SZ,°Ш±¤Бъ,20160722,34.1527,
002776.SZ,°Ш±¤Бъ,20160725,34.2823,
002776.SZ,°Ш±¤Бъ,20160726,33.9434,
002776.SZ,°Ш±¤Бъ,20160727,31.3814,
002776.SZ,°Ш±¤Бъ,20160728,30.9129,
002776.SZ,°Ш±¤Бъ,20160729,30.873,
002776.SZ,°Ш±¤Бъ,20160801,29.8363,
002776.SZ,°Ш±¤Бъ,20160802,30.2251,
002776.SZ,°Ш±¤Бъ,20160803,30.4643,
002776.SZ,°Ш±¤Бъ,20160804,30.5441,
002776.SZ,°Ш±¤Бъ,20160805,30.2749,
002776.SZ,°Ш±¤Бъ,20160808,31.3316,
002776.SZ,°Ш±¤Бъ,20160809,31.6207,
002776.SZ,°Ш±¤Бъ,20160810,31.8001,
002776.SZ,°Ш±¤Бъ,20160811,31.0525,
002776.SZ,°Ш±¤Бъ,20160812,31.531,
002776.SZ,°Ш±¤Бъ,20160815,32.4481,
002776.SZ,°Ш±¤Бъ,20160816,32.8269,
002776.SZ,°Ш±¤Бъ,20160817,34.4917,
002776.SZ,°Ш±¤Бъ,20160818,32.9067,
002776.SZ,°Ш±¤Бъ,20160819,32.2986,
002776.SZ,°Ш±¤Бъ,20160822,32.6574,
002776.SZ,°Ш±¤Бъ,20160823,32.2886,
002776.SZ,°Ш±¤Бъ,20160824,32.5179,
002776.SZ,°Ш±¤Бъ,20160825,32.4182,
002776.SZ,°Ш±¤Бъ,20160826,32.3983,
002776.SZ,°Ш±¤Бъ,20160829,32.2786,
002776.SZ,°Ш±¤Бъ,20160830,32.4282,
002776.SZ,°Ш±¤Бъ,20160831,32.2188,
002776.SZ,°Ш±¤Бъ,20160901,31.8699,
002776.SZ,°Ш±¤Бъ,20160902,31.4413,
002776.SZ,°Ш±¤Бъ,20160905,31.6705,
002776.SZ,°Ш±¤Бъ,20160906,32.1191,
002776.SZ,°Ш±¤Бъ,20160907,31.8599,
002776.SZ,°Ш±¤Бъ,20160908,31.8998,
002776.SZ,°Ш±¤Бъ,20160909,31.6008,
002776.SZ,°Ш±¤Бъ,20160912,31.202,
002776.SZ,°Ш±¤Бъ,20160913,31.5908,
002776.SZ,°Ш±¤Бъ,20160914,31.8998,
002776.SZ,°Ш±¤Бъ,20160919,32.0693,
002776.SZ,°Ш±¤Бъ,20160920,31.8599,
002776.SZ,°Ш±¤Бъ,20160921,31.5509,
002776.SZ,°Ш±¤Бъ,20160922,31.6008,
002776.SZ,°Ш±¤Бъ,20160923,31.8998,
002776.SZ,°Ш±¤Бъ,20160926,31.1721,
002776.SZ,°Ш±¤Бъ,20160927,31.1721,
002776.SZ,°Ш±¤Бъ,20160928,30.9129,
002776.SZ,°Ш±¤Бъ,20160929,30.8033,
002776.SZ,°Ш±¤Бъ,20160930,31.1023,
002776.SZ,°Ш±¤Бъ,20161010,31.4413,
002776.SZ,°Ш±¤Бъ,20161011,32.8867,
002776.SZ,°Ш±¤Бъ,20161012,32.5976,
002776.SZ,°Ш±¤Бъ,20161013,32.6973,
002776.SZ,°Ш±¤Бъ,20161014,32.9665,
002776.SZ,°Ш±¤Бъ,20161017,32.8269,
002776.SZ,°Ш±¤Бъ,20161018,32.8668,
002776.SZ,°Ш±¤Бъ,20161019,32.9565,
002776.SZ,°Ш±¤Бъ,20161020,33.8138,
002776.SZ,°Ш±¤Бъ,20161021,34.6811,
002776.SZ,°Ш±¤Бъ,20161024,34.1826,
002776.SZ,°Ш±¤Бъ,20161025,33.9932,
002776.SZ,°Ш±¤Бъ,20161026,34.063,
002776.SZ,°Ш±¤Бъ,20161027,33.7939,
002776.SZ,°Ш±¤Бъ,20161028,33.5247,
002776.SZ,°Ш±¤Бъ,20161031,32.9067,
002776.SZ,°Ш±¤Бъ,20161101,33.3951,
002776.SZ,°Ш±¤Бъ,20161102,32.7472,
002776.SZ,°Ш±¤Бъ,20161103,33.1459,
002776.SZ,°Ш±¤Бъ,20161104,32.7073,
002776.SZ,°Ш±¤Бъ,20161107,32.7571,
002776.SZ,°Ш±¤Бъ,20161108,33.9932,
002776.SZ,°Ш±¤Бъ,20161109,33.3951,
002776.SZ,°Ш±¤Бъ,20161110,33.9035,
002776.SZ,°Ш±¤Бъ,20161111,33.2456,
002776.SZ,°Ш±¤Бъ,20161114,33.6344,
002776.SZ,°Ш±¤Бъ,20161115,35.1496,
002776.SZ,°Ш±¤Бъ,20161116,36.286,
002776.SZ,°Ш±¤Бъ,20161117,35.678,
002776.SZ,°Ш±¤Бъ,20161118,35.1995,
002776.SZ,°Ш±¤Бъ,20161121,37.3826,
002776.SZ,°Ш±¤Бъ,20161122,36.9938,
002776.SZ,°Ш±¤Бъ,20161123,35.8973,
002776.SZ,°Ш±¤Бъ,20161124,35.987,
002776.SZ,°Ш±¤Бъ,20161125,35.5085,
002776.SZ,°Ш±¤Бъ,20161128,35.2194,
002776.SZ,°Ш±¤Бъ,20161129,34.721,
002776.SZ,°Ш±¤Бъ,20161130,34.8904,
002776.SZ,°Ш±¤Бъ,20161201,34.9901,
002776.SZ,°Ш±¤Бъ,20161202,33.8337,
002776.SZ,°Ш±¤Бъ,20161205,33.8736,
002776.SZ,°Ш±¤Бъ,20161206,33.9334,
002776.SZ,°Ш±¤Бъ,20161207,33.9833,
002776.SZ,°Ш±¤Бъ,20161208,34.3721,
002776.SZ,°Ш±¤Бъ,20161209,33.8537,
002776.SZ,°Ш±¤Бъ,20161212,30.5441,
002776.SZ,°Ш±¤Бъ,20161213,30.9827,
002776.SZ,°Ш±¤Бъ,20161214,29.4076,
002776.SZ,°Ш±¤Бъ,20161215,29.7067,
002776.SZ,°Ш±¤Бъ,20161216,29.7466,
002776.SZ,°Ш±¤Бъ,20161219,30.0257,
002776.SZ,°Ш±¤Бъ,20161220,29.946,
002776.SZ,°Ш±¤Бъ,20161221,29.9659,
002776.SZ,°Ш±¤Бъ,20161222,29.8064,
002776.SZ,°Ш±¤Бъ,20161223,29.597,
002776.SZ,°Ш±¤Бъ,20161226,29.5073,
002776.SZ,°Ш±¤Бъ,20161227,29.607,
002776.SZ,°Ш±¤Бъ,20161228,29.0089,
002776.SZ,°Ш±¤Бъ,20161229,28.7098,
002776.SZ,°Ш±¤Бъ,20161230,28.6101,
002776.SZ,°Ш±¤Бъ,20170103,29.0388,
002776.SZ,°Ш±¤Бъ,20170104,29.7865,
002776.SZ,°Ш±¤Бъ,20170105,30.1653,
002776.SZ,°Ш±¤Бъ,20170106,29.7665,
002776.SZ,°Ш±¤Бъ,20170109,29.6868,
002776.SZ,°Ш±¤Бъ,20170110,29.2681,
002776.SZ,°Ш±¤Бъ,20170111,28.7397,
002776.SZ,°Ш±¤Бъ,20170112,28.8195,
002776.SZ,°Ш±¤Бъ,20170113,28.1117,
002776.SZ,°Ш±¤Бъ,20170116,26.3672,
002776.SZ,°Ш±¤Бъ,20170117,26.3672,
002776.SZ,°Ш±¤Бъ,20170118,26.0881,
002776.SZ,°Ш±¤Бъ,20170119,25.9385,
002776.SZ,°Ш±¤Бъ,20170120,26.6663,
002776.SZ,°Ш±¤Бъ,20170123,26.7061,
002776.SZ,°Ш±¤Бъ,20170124,26.7161,
002776.SZ,°Ш±¤Бъ,20170125,26.736,
002776.SZ,°Ш±¤Бъ,20170126,27.1747,
002776.SZ,°Ш±¤Бъ,20170203,26.6164,
002776.SZ,°Ш±¤Бъ,20170206,26.8955,
002776.SZ,°Ш±¤Бъ,20170207,26.6463,
002776.SZ,°Ш±¤Бъ,20170208,26.7958,
002776.SZ,°Ш±¤Бъ,20170209,27.1946,
002776.SZ,°Ш±¤Бъ,20170210,27.4538,
002776.SZ,°Ш±¤Бъ,20170213,27.2843,
002776.SZ,°Ш±¤Бъ,20170214,27.065,
002776.SZ,°Ш±¤Бъ,20170215,26.7161,
002776.SZ,°Ш±¤Бъ,20170216,26.3473,
002776.SZ,°Ш±¤Бъ,20170217,25.8189,
002776.SZ,°Ш±¤Бъ,20170220,25.9784,
002776.SZ,°Ш±¤Бъ,20170221,27.3342,
002776.SZ,°Ш±¤Бъ,20170222,27.1348,
002776.SZ,°Ш±¤Бъ,20170223,27.2743,
002776.SZ,°Ш±¤Бъ,20170224,27.2046,
002776.SZ,°Ш±¤Бъ,20170227,27.2345,
002776.SZ,°Ш±¤Бъ,20170228,27.5634,
002776.SZ,°Ш±¤Бъ,20170301,28.012,
002776.SZ,°Ш±¤Бъ,20170302,27.7329,
002776.SZ,°Ш±¤Бъ,20170303,28.1117,
002776.SZ,°Ш±¤Бъ,20170306,27.9123,
002776.SZ,°Ш±¤Бъ,20170307,27.9323,
002776.SZ,°Ш±¤Бъ,20170308,28.1017,
002776.SZ,°Ш±¤Бъ,20170309,28.2114,
002776.SZ,°Ш±¤Бъ,20170310,28.5105,
002776.SZ,°Ш±¤Бъ,20170313,28.7896,
002776.SZ,°Ш±¤Бъ,20170314,29.9559,
002776.SZ,°Ш±¤Бъ,20170315,29.3179,
002776.SZ,°Ш±¤Бъ,20170316,29.7067,
002776.SZ,°Ш±¤Бъ,20170317,29.5073,
002776.SZ,°Ш±¤Бъ,20170320,30.1354,
002776.SZ,°Ш±¤Бъ,20170321,31.2818,
002776.SZ,°Ш±¤Бъ,20170322,31.7902,
002776.SZ,°Ш±¤Бъ,20170323,32.6375,
002776.SZ,°Ш±¤Бъ,20170324,31.7004,
002776.SZ,°Ш±¤Бъ,20170327,30.1055,
002776.SZ,°Ш±¤Бъ,20170328,30.0357,
002776.SZ,°Ш±¤Бъ,20170329,28.8095,
002776.SZ,°Ш±¤Бъ,20170330,27.713,
002776.SZ,°Ш±¤Бъ,20170331,28.4108,
002776.SZ,°Ш±¤Бъ,20170405,28.6799,
002776.SZ,°Ш±¤Бъ,20170406,28.0619,
002776.SZ,°Ш±¤Бъ,20170407,28.5603,
002776.SZ,°Ш±¤Бъ,20170410,27.0949,
002776.SZ,°Ш±¤Бъ,20170411,27.1049,
002776.SZ,°Ш±¤Бъ,20170412,26.7859,
002776.SZ,°Ш±¤Бъ,20170413,26.9454,
002776.SZ,°Ш±¤Бъ,20170414,26.9055,
002776.SZ,°Ш±¤Бъ,20170417,25.9884,
002776.SZ,°Ш±¤Бъ,20170418,25.9684,
002776.SZ,°Ш±¤Бъ,20170419,26.118,
002776.SZ,°Ш±¤Бъ,20170420,25.7192,
002776.SZ,°Ш±¤Бъ,20170421,25.9485,
002776.SZ,°Ш±¤Бъ,20170424,25.4301,
002776.SZ,°Ш±¤Бъ,20170425,25.5199,
002776.SZ,°Ш±¤Бъ,20170426,25.5298,
002776.SZ,°Ш±¤Бъ,20170427,26.0582,
002776.SZ,°Ш±¤Бъ,20170428,26.0881,
002776.SZ,°Ш±¤Бъ,20170502,25.5199,
002776.SZ,°Ш±¤Бъ,20170503,26.0183,
002776.SZ,°Ш±¤Бъ,20170504,26.0183,
002776.SZ,°Ш±¤Бъ,20170505,26.0083,
002776.SZ,°Ш±¤Бъ,20170508,25.8688,
002776.SZ,°Ш±¤Бъ,20170509,26.0183,
002776.SZ,°Ш±¤Бъ,20170510,25.6993,
002776.SZ,°Ш±¤Бъ,20170511,23.6756,
002776.SZ,°Ш±¤Бъ,20170512,24.9217,
002776.SZ,°Ш±¤Бъ,20170515,24.842,
002776.SZ,°Ш±¤Бъ,20170516,25.0613,
002776.SZ,°Ш±¤Бъ,20170517,24.9217,
002776.SZ,°Ш±¤Бъ,20170518,24.9018,
002776.SZ,°Ш±¤Бъ,20170519,24.0445,
002776.SZ,°Ш±¤Бъ,20170522,23.5062,
002776.SZ,°Ш±¤Бъ,20170523,22.5093,
002776.SZ,°Ш±¤Бъ,20170524,21.662,
002776.SZ,°Ш±¤Бъ,20170525,22.3199,
002776.SZ,°Ш±¤Бъ,20170526,22.5292,
002776.SZ,°Ш±¤Бъ,20170531,22.6489,
002776.SZ,°Ш±¤Бъ,20170601,22.0308,
002776.SZ,°Ш±¤Бъ,20170602,22.6688,
002776.SZ,°Ш±¤Бъ,20170605,22.7286,
002776.SZ,°Ш±¤Бъ,20170606,22.8084,
002776.SZ,°Ш±¤Бъ,20170607,23.3267,
002776.SZ,°Ш±¤Бъ,20170608,23.3766,
002776.SZ,°Ш±¤Бъ,20170609,23.0576,
002776.SZ,°Ш±¤Бъ,20170612,22.6489,
002776.SZ,°Ш±¤Бъ,20170613,22.8283,
002776.SZ,°Ш±¤Бъ,20170614,22.7585,
002776.SZ,°Ш±¤Бъ,20170615,23.2869,
002776.SZ,°Ш±¤Бъ,20170616,23.0476,
