ด๚ย๋,ผ๒ณฦ,ศีฦฺ,สีลฬผÛ(ิช),
603336.SH,บ๊ปิน๛ส฿,20170327,45.2374,
603336.SH,บ๊ปิน๛ส฿,20170328,43.6796,
603336.SH,บ๊ปิน๛ส฿,20170329,40.7028,
603336.SH,บ๊ปิน๛ส฿,20170330,38.7778,
603336.SH,บ๊ปิน๛ส฿,20170331,38.9861,
603336.SH,บ๊ปิน๛ส฿,20170405,39.383,
603336.SH,บ๊ปิน๛ส฿,20170406,39.5815,
603336.SH,บ๊ปิน๛ส฿,20170407,38.8175,
603336.SH,บ๊ปิน๛ส฿,20170410,36.3269,
603336.SH,บ๊ปิน๛ส฿,20170411,36.5452,
603336.SH,บ๊ปิน๛ส฿,20170412,36.1383,
603336.SH,บ๊ปิน๛ส฿,20170413,36.0292,
603336.SH,บ๊ปิน๛ส฿,20170414,36.2971,
603336.SH,บ๊ปิน๛ส฿,20170417,32.6654,
603336.SH,บ๊ปิน๛ส฿,20170418,29.4008,
603336.SH,บ๊ปิน๛ส฿,20170419,29.897,
603336.SH,บ๊ปิน๛ส฿,20170420,29.9764,
603336.SH,บ๊ปิน๛ส฿,20170421,29.897,
603336.SH,บ๊ปิน๛ส฿,20170424,29.5497,
603336.SH,บ๊ปิน๛ส฿,20170425,29.768,
603336.SH,บ๊ปิน๛ส฿,20170426,30.671,
603336.SH,บ๊ปิน๛ส฿,20170427,31.5342,
603336.SH,บ๊ปิน๛ส฿,20170428,31.7624,
603336.SH,บ๊ปิน๛ส฿,20170502,31.4945,
603336.SH,บ๊ปิน๛ส฿,20170503,31.4152,
603336.SH,บ๊ปิน๛ส฿,20170504,30.9091,
603336.SH,บ๊ปิน๛ส฿,20170505,30.79,
603336.SH,บ๊ปิน๛ส฿,20170508,29.3909,
603336.SH,บ๊ปิน๛ส฿,20170509,29.6985,
603336.SH,บ๊ปิน๛ส฿,20170510,31.2961,
603336.SH,บ๊ปิน๛ส฿,20170511,29.4604,
603336.SH,บ๊ปิน๛ส฿,20170512,28.7856,
603336.SH,บ๊ปิน๛ส฿,20170515,28.1903,
603336.SH,บ๊ปิน๛ส฿,20170516,28.865,
603336.SH,บ๊ปิน๛ส฿,20170517,29.0238,
603336.SH,บ๊ปิน๛ส฿,20170518,29.1329,
603336.SH,บ๊ปิน๛ส฿,20170519,28.7559,
603336.SH,บ๊ปิน๛ส฿,20170522,26.6126,
603336.SH,บ๊ปิน๛ส฿,20170523,25.0448,
603336.SH,บ๊ปิน๛ส฿,20170524,25.66,
603336.SH,บ๊ปิน๛ส฿,20170525,25.66,
603336.SH,บ๊ปิน๛ส฿,20170526,26.41,
603336.SH,บ๊ปิน๛ส฿,20170531,26.62,
603336.SH,บ๊ปิน๛ส฿,20170601,24.65,
603336.SH,บ๊ปิน๛ส฿,20170602,25.86,
603336.SH,บ๊ปิน๛ส฿,20170605,27.09,
603336.SH,บ๊ปิน๛ส฿,20170606,28.3,
603336.SH,บ๊ปิน๛ส฿,20170607,28.52,
603336.SH,บ๊ปิน๛ส฿,20170608,28.36,
603336.SH,บ๊ปิน๛ส฿,20170609,28.39,
603336.SH,บ๊ปิน๛ส฿,20170612,27.75,
603336.SH,บ๊ปิน๛ส฿,20170613,28.89,
603336.SH,บ๊ปิน๛ส฿,20170614,28.82,
603336.SH,บ๊ปิน๛ส฿,20170615,29.24,
603336.SH,บ๊ปิน๛ส฿,20170616,28.87,
603336.SH,บ๊ปิน๛ส฿,20170619,28.95,
603336.SH,บ๊ปิน๛ส฿,20170620,28.4,
603336.SH,บ๊ปิน๛ส฿,20170621,28.4,
603336.SH,บ๊ปิน๛ส฿,20170622,28.4,
603336.SH,บ๊ปิน๛ส฿,20170623,28.4,
603336.SH,บ๊ปิน๛ส฿,20170626,28.4,
603336.SH,บ๊ปิน๛ส฿,20170627,28.4,
603336.SH,บ๊ปิน๛ส฿,20170628,28.4,
603336.SH,บ๊ปิน๛ส฿,20170629,28.4,
603336.SH,บ๊ปิน๛ส฿,20170630,28.4,
603336.SH,บ๊ปิน๛ส฿,20170703,28.4,
603336.SH,บ๊ปิน๛ส฿,20170704,28.4,
603336.SH,บ๊ปิน๛ส฿,20170705,27.87,
603336.SH,บ๊ปิน๛ส฿,20170706,28.48,
603336.SH,บ๊ปิน๛ส฿,20170707,29.28,
603336.SH,บ๊ปิน๛ส฿,20170710,28.2,
603336.SH,บ๊ปิน๛ส฿,20170711,29.18,
603336.SH,บ๊ปิน๛ส฿,20170712,29.98,
603336.SH,บ๊ปิน๛ส฿,20170713,31.8,
603336.SH,บ๊ปิน๛ส฿,20170714,30.48,
603336.SH,บ๊ปิน๛ส฿,20170717,27.43,
603336.SH,บ๊ปิน๛ส฿,20170718,25.94,
603336.SH,บ๊ปิน๛ส฿,20170719,26.18,
603336.SH,บ๊ปิน๛ส฿,20170720,25.27,
603336.SH,บ๊ปิน๛ส฿,20170721,24.5,
603336.SH,บ๊ปิน๛ส฿,20170724,24.53,
603336.SH,บ๊ปิน๛ส฿,20170725,24.89,
603336.SH,บ๊ปิน๛ส฿,20170726,24.29,
603336.SH,บ๊ปิน๛ส฿,20170727,25.3,
603336.SH,บ๊ปิน๛ส฿,20170728,24.73,
603336.SH,บ๊ปิน๛ส฿,20170731,25.5,
603336.SH,บ๊ปิน๛ส฿,20170801,25.24,
603336.SH,บ๊ปิน๛ส฿,20170802,24.38,
603336.SH,บ๊ปิน๛ส฿,20170803,25.05,
603336.SH,บ๊ปิน๛ส฿,20170804,24.95,
603336.SH,บ๊ปิน๛ส฿,20170807,24.72,
603336.SH,บ๊ปิน๛ส฿,20170808,25.19,
603336.SH,บ๊ปิน๛ส฿,20170809,24.85,
603336.SH,บ๊ปิน๛ส฿,20170810,24.28,
603336.SH,บ๊ปิน๛ส฿,20170811,23.92,
603336.SH,บ๊ปิน๛ส฿,20170814,24.4,
603336.SH,บ๊ปิน๛ส฿,20170815,24.59,
603336.SH,บ๊ปิน๛ส฿,20170816,25.22,
603336.SH,บ๊ปิน๛ส฿,20170817,25.24,
603336.SH,บ๊ปิน๛ส฿,20170818,24.63,
603336.SH,บ๊ปิน๛ส฿,20170821,25.16,
603336.SH,บ๊ปิน๛ส฿,20170822,25.2,
603336.SH,บ๊ปิน๛ส฿,20170823,25.95,
603336.SH,บ๊ปิน๛ส฿,20170824,25.12,
603336.SH,บ๊ปิน๛ส฿,20170825,25.37,
603336.SH,บ๊ปิน๛ส฿,20170828,26.22,
603336.SH,บ๊ปิน๛ส฿,20170829,26.64,
603336.SH,บ๊ปิน๛ส฿,20170830,27.2,
603336.SH,บ๊ปิน๛ส฿,20170831,28.14,
603336.SH,บ๊ปิน๛ส฿,20170901,27.62,
603336.SH,บ๊ปิน๛ส฿,20170904,27.36,
603336.SH,บ๊ปิน๛ส฿,20170905,27.84,
603336.SH,บ๊ปิน๛ส฿,20170906,27.39,
603336.SH,บ๊ปิน๛ส฿,20170907,27.39,
603336.SH,บ๊ปิน๛ส฿,20170908,27.72,
603336.SH,บ๊ปิน๛ส฿,20170911,28.3,
603336.SH,บ๊ปิน๛ส฿,20170912,27.21,
603336.SH,บ๊ปิน๛ส฿,20170913,28.66,
603336.SH,บ๊ปิน๛ส฿,20170914,28.8,
603336.SH,บ๊ปิน๛ส฿,20170915,29.44,
603336.SH,บ๊ปิน๛ส฿,20170918,28.89,
603336.SH,บ๊ปิน๛ส฿,20170919,28.96,
603336.SH,บ๊ปิน๛ส฿,20170920,28.75,
603336.SH,บ๊ปิน๛ส฿,20170921,28.89,
603336.SH,บ๊ปิน๛ส฿,20170922,29.29,
603336.SH,บ๊ปิน๛ส฿,20170925,28.73,
603336.SH,บ๊ปิน๛ส฿,20170926,28.3,
603336.SH,บ๊ปิน๛ส฿,20170927,27.77,
603336.SH,บ๊ปิน๛ส฿,20170928,28.13,
603336.SH,บ๊ปิน๛ส฿,20170929,28.21,
603336.SH,บ๊ปิน๛ส฿,20171009,28.24,
603336.SH,บ๊ปิน๛ส฿,20171010,28.87,
603336.SH,บ๊ปิน๛ส฿,20171011,29.27,
603336.SH,บ๊ปิน๛ส฿,20171012,28.81,
603336.SH,บ๊ปิน๛ส฿,20171013,28.89,
603336.SH,บ๊ปิน๛ส฿,20171016,29.06,
603336.SH,บ๊ปิน๛ส฿,20171017,27.89,
603336.SH,บ๊ปิน๛ส฿,20171018,27.44,
603336.SH,บ๊ปิน๛ส฿,20171019,25.82,
603336.SH,บ๊ปิน๛ส฿,20171020,26.2,
603336.SH,บ๊ปิน๛ส฿,20171023,26.2,
603336.SH,บ๊ปิน๛ส฿,20171024,25.85,
603336.SH,บ๊ปิน๛ส฿,20171025,26.28,
603336.SH,บ๊ปิน๛ส฿,20171026,26.44,
603336.SH,บ๊ปิน๛ส฿,20171027,26.13,
603336.SH,บ๊ปิน๛ส฿,20171030,24.97,
603336.SH,บ๊ปิน๛ส฿,20171031,25.27,
603336.SH,บ๊ปิน๛ส฿,20171101,25.25,
603336.SH,บ๊ปิน๛ส฿,20171102,24.71,
603336.SH,บ๊ปิน๛ส฿,20171103,24.85,
603336.SH,บ๊ปิน๛ส฿,20171106,25.01,
603336.SH,บ๊ปิน๛ส฿,20171107,25.55,
603336.SH,บ๊ปิน๛ส฿,20171108,25.62,
603336.SH,บ๊ปิน๛ส฿,20171109,25.45,
603336.SH,บ๊ปิน๛ส฿,20171110,25.56,
603336.SH,บ๊ปิน๛ส฿,20171113,25.23,
603336.SH,บ๊ปิน๛ส฿,20171114,24.81,
603336.SH,บ๊ปิน๛ส฿,20171115,24.41,
603336.SH,บ๊ปิน๛ส฿,20171116,24.37,
603336.SH,บ๊ปิน๛ส฿,20171117,22.04,
603336.SH,บ๊ปิน๛ส฿,20171120,21.42,
603336.SH,บ๊ปิน๛ส฿,20171121,20.88,
603336.SH,บ๊ปิน๛ส฿,20171122,21.09,
603336.SH,บ๊ปิน๛ส฿,20171123,20.6,
603336.SH,บ๊ปิน๛ส฿,20171124,20.88,
603336.SH,บ๊ปิน๛ส฿,20171127,19.93,
603336.SH,บ๊ปิน๛ส฿,20171128,20.14,
603336.SH,บ๊ปิน๛ส฿,20171129,20.25,
603336.SH,บ๊ปิน๛ส฿,20171130,20.49,
603336.SH,บ๊ปิน๛ส฿,20171201,20.55,
603336.SH,บ๊ปิน๛ส฿,20171204,19.74,
603336.SH,บ๊ปิน๛ส฿,20171205,18.94,
603336.SH,บ๊ปิน๛ส฿,20171206,19.6,
603336.SH,บ๊ปิน๛ส฿,20171207,19.73,
603336.SH,บ๊ปิน๛ส฿,20171208,21.7,
603336.SH,บ๊ปิน๛ส฿,20171211,23.05,
603336.SH,บ๊ปิน๛ส฿,20171212,22.21,
603336.SH,บ๊ปิน๛ส฿,20171213,22.59,
603336.SH,บ๊ปิน๛ส฿,20171214,23.45,
603336.SH,บ๊ปิน๛ส฿,20171215,23.65,
603336.SH,บ๊ปิน๛ส฿,20171218,22.51,
603336.SH,บ๊ปิน๛ส฿,20171219,22.54,
603336.SH,บ๊ปิน๛ส฿,20171220,22.05,
603336.SH,บ๊ปิน๛ส฿,20171221,22.08,
603336.SH,บ๊ปิน๛ส฿,20171222,21.6,
603336.SH,บ๊ปิน๛ส฿,20171225,20.66,
603336.SH,บ๊ปิน๛ส฿,20171226,21.14,
603336.SH,บ๊ปิน๛ส฿,20171227,23.25,
603336.SH,บ๊ปิน๛ส฿,20171228,24.23,
603336.SH,บ๊ปิน๛ส฿,20171229,23.88,
603336.SH,บ๊ปิน๛ส฿,20180102,23.57,
603336.SH,บ๊ปิน๛ส฿,20180103,23.36,
603336.SH,บ๊ปิน๛ส฿,20180104,23.31,
603336.SH,บ๊ปิน๛ส฿,20180105,24.14,
603336.SH,บ๊ปิน๛ส฿,20180108,23.61,
603336.SH,บ๊ปิน๛ส฿,20180109,23.11,
603336.SH,บ๊ปิน๛ส฿,20180110,22.48,
603336.SH,บ๊ปิน๛ส฿,20180111,22.76,
603336.SH,บ๊ปิน๛ส฿,20180112,21.9,
603336.SH,บ๊ปิน๛ส฿,20180115,20.71,
603336.SH,บ๊ปิน๛ส฿,20180116,21.6,
603336.SH,บ๊ปิน๛ส฿,20180117,21.81,
603336.SH,บ๊ปิน๛ส฿,20180118,21.71,
603336.SH,บ๊ปิน๛ส฿,20180119,20.88,
603336.SH,บ๊ปิน๛ส฿,20180122,21.54,
603336.SH,บ๊ปิน๛ส฿,20180123,21.47,
603336.SH,บ๊ปิน๛ส฿,20180124,21.92,
603336.SH,บ๊ปิน๛ส฿,20180125,21.78,
603336.SH,บ๊ปิน๛ส฿,20180126,21.54,
603336.SH,บ๊ปิน๛ส฿,20180129,21.14,
603336.SH,บ๊ปิน๛ส฿,20180130,21.31,
603336.SH,บ๊ปิน๛ส฿,20180131,20.81,
603336.SH,บ๊ปิน๛ส฿,20180201,20.03,
603336.SH,บ๊ปิน๛ส฿,20180202,18.9,
603336.SH,บ๊ปิน๛ส฿,20180205,19.06,
603336.SH,บ๊ปิน๛ส฿,20180206,17.63,
603336.SH,บ๊ปิน๛ส฿,20180207,17.84,
603336.SH,บ๊ปิน๛ส฿,20180208,17.97,
603336.SH,บ๊ปิน๛ส฿,20180209,17.34,
603336.SH,บ๊ปิน๛ส฿,20180212,17.82,
603336.SH,บ๊ปิน๛ส฿,20180213,17.64,
603336.SH,บ๊ปิน๛ส฿,20180214,17.64,
603336.SH,บ๊ปิน๛ส฿,20180222,17.98,
603336.SH,บ๊ปิน๛ส฿,20180223,18.6,
603336.SH,บ๊ปิน๛ส฿,20180226,19.03,
603336.SH,บ๊ปิน๛ส฿,20180227,18.95,
603336.SH,บ๊ปิน๛ส฿,20180228,18.86,
603336.SH,บ๊ปิน๛ส฿,20180301,19.08,
603336.SH,บ๊ปิน๛ส฿,20180302,18.98,
603336.SH,บ๊ปิน๛ส฿,20180305,19.21,
603336.SH,บ๊ปิน๛ส฿,20180306,19.53,
603336.SH,บ๊ปิน๛ส฿,20180307,19.33,
603336.SH,บ๊ปิน๛ส฿,20180308,19.69,
603336.SH,บ๊ปิน๛ส฿,20180309,19.99,
603336.SH,บ๊ปิน๛ส฿,20180312,20.16,
603336.SH,บ๊ปิน๛ส฿,20180313,19.94,
603336.SH,บ๊ปิน๛ส฿,20180314,19.54,
603336.SH,บ๊ปิน๛ส฿,20180315,18.94,
603336.SH,บ๊ปิน๛ส฿,20180316,18.95,
603336.SH,บ๊ปิน๛ส฿,20180319,19.15,
603336.SH,บ๊ปิน๛ส฿,20180320,19.19,
603336.SH,บ๊ปิน๛ส฿,20180321,19.58,
603336.SH,บ๊ปิน๛ส฿,20180322,20.51,
603336.SH,บ๊ปิน๛ส฿,20180323,22.56,
603336.SH,บ๊ปิน๛ส฿,20180326,24.82,
